# CVS $Revision: $ $Author: $ -- Mon Jun 22 00:01:05 2015 -- reformated by PCGen PrettyLST v6.05.01
# SPECIALS
# Weapon Name			Type
#Sea-Knife.MOD	TYPE:Weapon Group Melee Light Piercing
#Waraxe (Dwarven Double).MOD	TYPE:Weapon Group Melee OneHanded Slashing
#Dogslicer.MOD	TYPE:Weapon Group Melee OneHanded Slashing

# B2
#Rhoka Sword.MOD	TYPE:Weapon Group Melee OneHanded Piercing

# B3
#Dagger (Chain).MOD	TYPE:Weapon Group Melee Light Piercing
#Binding Contract.MOD	TYPE:Weapon Group Melee OneHanded Slashing
#Shears.MOD	TYPE:Weapon Group Melee OneHanded Slashing
