SOURCELONG:Starfinder Armory	SOURCESHORT:SPW	SOURCEWEB:http://paizo.com/products/btpya1rr?Starfinder-Armory	SOURCEDATE:2018-10
# Original Entry by: bigrin42

###Block:BASIC MELEE WEAPONS
# One-Handed Weapons
# Uncategorized
Handaxe, basic	KEY:Handaxe (basic)		PROFICIENCY:WEAPON|Handaxe (basic)	MODIFY:ItemLevel|SET|1	QUALITY:Level|1	COST:90	PART:1|MODIFY:Damage|SET|1d4 	DAMAGE:1d4 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L	BONUS:VAR|BulkLight|1	WT:0.1	SPROP:Analog, thrown (20 ft.)
Hook knife		KEY:Hook knife		PROFICIENCY:WEAPON|Hook knife		MODIFY:ItemLevel|SET|7		QUALITY:Level|7		COST:6300		PART:1|MODIFY:Damage|SET|1d8 	DAMAGE:1d8		TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|Bleed 1d6		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog
Spined blade, buzzblade	KEY:Spined blade (buzzblade)		PROFICIENCY:WEAPON|Spined blade (buzzblade)		MODIFY:ItemLevel|SET|8		QUALITY:Level|8		COST:9400		PART:1|MODIFY:Damage|SET|1d10 	DAMAGE:1d10 	TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|Injection DC+2		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Powered (capacity 20,usage 1)
Switchblade, ultrathin	KEY:Switchblade (ultrathin)		PROFICIENCY:WEAPON|Switchblade (ultrathin)		MODIFY:ItemLevel|SET|8		QUALITY:Level|8		COST:9100		PART:1|MODIFY:Damage|SET|2d4 	DAMAGE:2d4		TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, conceal, operative
Handaxe, sintered		KEY:Handaxe (sintered)		PROFICIENCY:WEAPON|Handaxe (sintered)		MODIFY:ItemLevel|SET|9		QUALITY:Level|9		COST:12500		PART:1|MODIFY:Damage|SET|2d6 	DAMAGE:2d6 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, thrown (30 ft.)
#TODO: Implement conceal, integrated
Retractable spike, advanced		KEY:Retractable spike (advanced)		PROFICIENCY:WEAPON|Retractable spike (advanced)		MODIFY:ItemLevel|SET|10		QUALITY:Level|10		COST:18400		PART:1|MODIFY:Damage|SET|3d4 	DAMAGE:3d4 	TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Conceal, integrated (1 slot), operative
Sap, heavy		KEY:Sap (heavy)		PROFICIENCY:WEAPON|Sap (heavy)		MODIFY:ItemLevel|SET|11		QUALITY:Level|1		COST:23100		PART:1|MODIFY:Damage|SET|2d8		DAMAGE:2d8		TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1	WT:0.1	SPROP:Analog, nonlethal, operative
Spined blade, ripper		KEY:Spined blade (ripper)		PROFICIENCY:WEAPON|Spined blade (ripper)		MODIFY:ItemLevel|SET|11		QUALITY:Level|11		COST:24500		PART:1|MODIFY:Damage|SET|2d10		DAMAGE:2d10		TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|Injection DC+2		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Powered (capacity 20,usage 1)
Shell knuckles, advanced		KEY:Shell knuckles (advanced)		PROFICIENCY:WEAPON|Shell knuckles (advanced)		MODIFY:ItemLevel|SET|12		QUALITY:Level|12		COST:32500		PART:1|MODIFY:Damage|SET|4d8		DAMAGE:4d8		TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, shells (2, usage 1)
Switchblade, zero-edge	KEY:Switchblade (zero-edge)		PROFICIENCY:WEAPON|Switchblade (zero-edge)		MODIFY:ItemLevel|SET|13		QUALITY:Level|13		COST:48600		PART:1|MODIFY:Damage|SET|5d4 	DAMAGE:5d4		TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, conceal, operative
Handaxe, ultrathin		KEY:Handaxe (ultrathin)		PROFICIENCY:WEAPON|Handaxe (ultrathin)		MODIFY:ItemLevel|SET|14		QUALITY:Level|14		COST:66800		PART:1|MODIFY:Damage|SET|6d6		DAMAGE:6d6		TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, thrown (30 ft.)
Spined blade, gravity		KEY:Spined blade (gravity)		PROFICIENCY:WEAPON|Spined blade (gravity)		MODIFY:ItemLevel|SET|14		QUALITY:Level|14		COST:62400		PART:1|MODIFY:Damage|SET|4d10		DAMAGE:4d10		TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|Injection DC+2		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Powered (capacity 40,usage 2)
#TODO: Implement conceal, integrated
Retractable spike, elite		KEY:Retractable spike (elite)		PROFICIENCY:WEAPON|Retractable spike (elite)		MODIFY:ItemLevel|SET|15		QUALITY:Level|15		COST:119000		PART:1|MODIFY:Damage|SET|7d4 	DAMAGE:7d4 	TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Conceal, integrated (1 slot), operative
Shell knuckles, elite		KEY:Shell knuckles (elite)		PROFICIENCY:WEAPON|Shell knuckles (elite)		MODIFY:ItemLevel|SET|16		QUALITY:Level|16		COST:151000		PART:1|MODIFY:Damage|SET|10d8		DAMAGE:10d8		TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, shells (3, usage 3)
Spined blade, rivener		KEY:Spined blade (rivener)		PROFICIENCY:WEAPON|Spined blade (rivener)		MODIFY:ItemLevel|SET|18		QUALITY:Level|18		COST:325000		PART:1|MODIFY:Damage|SET|8d10		DAMAGE:8d10		TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|Injection DC+2		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Powered (capacity 40,usage 2)
Switchblade, molecular-rift		KEY:Switchblade (molecular-rift)		PROFICIENCY:WEAPON|Switchblade (molecular-rift)		MODIFY:ItemLevel|SET|18		QUALITY:Level|18		COST:354000		PART:1|MODIFY:Damage|SET|11d4 	DAMAGE:11d4		TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, conceal, operative
Handaxe, molecular-rift		KEY:Handaxe (molecular-rift)		PROFICIENCY:WEAPON|Handaxe (molecular-rift)		MODIFY:ItemLevel|SET|19		QUALITY:Level|19		COST:502000		PART:1|MODIFY:Damage|SET|12d6		DAMAGE:12d6		TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, thrown (40 ft.)
#TODO: Implement conceal, integrated
Retractable spike, paragon		KEY:Retractable spike (paragon)		PROFICIENCY:WEAPON|Retractable spike (paragon)		MODIFY:ItemLevel|SET|20		QUALITY:Level|20		COST:895000		PART:1|MODIFY:Damage|SET|6d10 	DAMAGE:6d10 	TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Conceal, integrated (1 slot), operative
Shell knuckles, paragon		KEY:Shell knuckles (paragon)		PROFICIENCY:WEAPON|Shell knuckles (paragon)		MODIFY:ItemLevel|SET|20		QUALITY:Level|20		COST:525000		PART:1|MODIFY:Damage|SET|14d8		DAMAGE:14d8		TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, shells (4, usage 4)
# Two-Handed Weapons
# Uncategorized
#TODO: Implement conceal, grapple, throttle
Garrote, wire		KEY:Garrote (wire)		PROFICIENCY:WEAPON|Garrote (wire)		MODIFY:ItemLevel|SET|2		QUALITY:Level|2		COST:900		PART:1|MODIFY:Damage|SET|1d2 	DAMAGE:1d2 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, conceal, grapple, operative, throttle
Warclub		KEY:Warclub		PROFICIENCY:WEAPON|Warclub		MODIFY:ItemLevel|SET|2		QUALITY:Level|2		COST:450		PART:1|MODIFY:Damage|SET|1d10 	DAMAGE:1d10 	TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog
Greataxe, tactical		KEY:Greataxe (tactical)		PROFICIENCY:WEAPON|Greataxe (tactical)		MODIFY:ItemLevel|SET|3		QUALITY:Level|3		COST:1100		PART:1|MODIFY:Damage|SET|1d12 	DAMAGE:1d12 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog
Lance, tactical		KEY:Lance (tactical)		PROFICIENCY:WEAPON|Lance (tactical)		MODIFY:ItemLevel|SET|3		QUALITY:Level|3		COST:1450		PART:1|MODIFY:Damage|SET|1d6 	DAMAGE:1d6 	TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, reach
Chitinblade, tactical		KEY:Chitinblade (tactical)		PROFICIENCY:WEAPON|Chitinblade (tactical)		MODIFY:ItemLevel|SET|4		QUALITY:Level|4		COST:1890		PART:1|MODIFY:Damage|SET|1d6 	DAMAGE:1d6 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|Bleed 1d6		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog
Puzzleblade, conviction		KEY:Puzzleblade (conviction)		PROFICIENCY:WEAPON|Puzzleblade (conviction)		MODIFY:ItemLevel|SET|4		QUALITY:Level|4		COST:2100		PART:1|MODIFY:Damage|SET|1d6 	DAMAGE:1d6 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Breakdown
Living staff, tactical		KEY:Living staff (tactical)		PROFICIENCY:WEAPON|Living staff (tactical)		MODIFY:ItemLevel|SET|5		QUALITY:Level|5		COST:3300		PART:1|MODIFY:Damage|SET|1d6 	DAMAGE:1d6 	TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|Bind		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, living, powered (capacity 20, usage 1), reach
Maul, tactical		KEY:Maul (tactical)		PROFICIENCY:WEAPON|Maul (tactical)		MODIFY:ItemLevel|SET|5		QUALITY:Level|5		COST:2750		PART:1|MODIFY:Damage|SET|1d8 	DAMAGE:1d8 	TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, unwieldy
Greataxe, sintered		KEY:Greataxe (sintered)		PROFICIENCY:WEAPON|Greataxe (sintered)		MODIFY:ItemLevel|SET|6		QUALITY:Level|6		COST:4150		PART:1|MODIFY:Damage|SET|3d6 	DAMAGE:3d6 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog
Scythe, tactical		KEY:Scythe (tactical)		PROFICIENCY:WEAPON|Scythe (tactical)		MODIFY:ItemLevel|SET|6		QUALITY:Level|6		COST:3900		PART:1|MODIFY:Damage|SET|1d8 	DAMAGE:1d8 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, trip
Garrote, nanofiber		KEY:Garrote (nanofiber)		PROFICIENCY:WEAPON|Garrote (nanofiber)		MODIFY:ItemLevel|SET|7		QUALITY:Level|7		COST:6700		PART:1|MODIFY:Damage|SET|2d4 	DAMAGE:2d4 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, conceal, grapple, operative, throttle
Lance, advanced		KEY:Lance (advanced)		PROFICIENCY:WEAPON|Lance (advanced)		MODIFY:ItemLevel|SET|8		QUALITY:Level|8		COST:9400		PART:1|MODIFY:Damage|SET|2d6 	DAMAGE:2d6 	TYPE:RESIZABLE.Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, reach
Chitinblade, microserrated		KEY:Chitinblade (microserrated)		PROFICIENCY:WEAPON|Chitinblade (microserrated)		MODIFY:ItemLevel|SET|9		QUALITY:Level|9		COST:12400		PART:1|MODIFY:Damage|SET|4d4 	DAMAGE:4d4 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|Bleed 2d4		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog
Puzzleblade, dedication		KEY:Puzzleblade (dedication)		PROFICIENCY:WEAPON|Puzzleblade (dedication)		MODIFY:ItemLevel|SET|9		QUALITY:Level|9		COST:13700		PART:1|MODIFY:Damage|SET|3d6 	DAMAGE:3d6 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Breakdown
Greataxe, ultrathin		KEY:Greataxe (ultrathin)		PROFICIENCY:WEAPON|Greataxe (ultrathin)		MODIFY:ItemLevel|SET|10		QUALITY:Level|10		COST:18100		PART:1|MODIFY:Damage|SET|2d12 	DAMAGE:2d12 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog
Maul, advanced		KEY:Maul (advanced)		PROFICIENCY:WEAPON|Maul (advanced)		MODIFY:ItemLevel|SET|10		QUALITY:Level|10		COST:17200		PART:1|MODIFY:Damage|SET|3d8 	DAMAGE:3d8 	TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, unwieldy
Scythe, sintered		KEY:Scythe (sintered)		PROFICIENCY:WEAPON|Scythe (sintered)		MODIFY:ItemLevel|SET|11		QUALITY:Level|11		COST:23200		PART:1|MODIFY:Damage|SET|4d6 	DAMAGE:4d6 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, trip
Garrote, microfilament		KEY:Garrote (microfilament)		PROFICIENCY:WEAPON|Garrote (microfilament)		MODIFY:ItemLevel|SET|12		QUALITY:Level|12		COST:34800		PART:1|MODIFY:Damage|SET|4d4 	DAMAGE:4d4 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr.Operative		WIELD:TwoHanded		QUALITY:Critical|Bleed 1d6		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Analog, conceal, grapple, operative, throttle
Living staff, advanced		KEY:Living staff (advanced)		PROFICIENCY:WEAPON|Living staff (advanced)		MODIFY:ItemLevel|SET|12		QUALITY:Level|12		COST:39500		PART:1|MODIFY:Damage|SET|4d6 	DAMAGE:4d6 	TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:TwoHanded		QUALITY:Critical|Bind		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, living, powered (capacity 20, usage 1), reach
