# Sat Oct  4 08:50:56 2025 -- reformated by PCGen PrettyLST v6.08.00
###Block:BASIC MELEE WEAPONS
# One-Handed Weapons
# Weapon Name			Type
Resistance rod (thermistor)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Pyrod (torch)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Searing grip (high-heat)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resistance rod (piezoresistor)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Mirage dagger (hallucination)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Magma blade (basalt)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resistance rod (induction)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Pyrod (beacon)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Searing grip (weaponized)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Magma blade (plagioclase)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Mirage dagger (illusion)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Plasma
Welder (utility)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Solar brand (red star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma lash (red star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Angel wing (movanic)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Welder (industrial)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Solar brand (yellow star)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Angel wing (monadic)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma lash (yellow star)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Angel wing (astral)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Welder (starship)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Solar brand (white star)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma lash (white star)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Welder (offensive)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Solar brand (blue star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma lash (blue star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Shock
Spark knife (runner)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shock pad (static)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Glass blade (live)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Neural lash (electroplax)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Spark knife (recruit)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shock pad (aurora)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Glass blade (jolt)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Neural lash (amperometric)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Spark knife (crew)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shock pad (storm)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Glass blade (impulse)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Neural lash (galvanic)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Spark knife (boss)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shock pad (tempest)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Glass blade (surge)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Neural lash (voltaic)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Sonic
Singing disk (sopranino)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Wailing blade (tymbal)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shrieking knife (harmonic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resonant gauntlet (cellular)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing disk (soprano)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Wailing blade (euphonic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shrieking knife (interference)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resonant gauntlet (molecular)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing disk (alto)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Wailing blade (strident)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shrieking knife (infrasonic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resonant gauntlet (atomic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing disk (tenor)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shrieking knife (ultrasonic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Wailing blade (warbler)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing disk (bass)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resonant gauntlet (quantum)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Uncategorized
Hook sword					TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Talon (drone)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Warfan					TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Living lash					TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Talon (warrior)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Talon (knight)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Talon (queen)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Talon (god)					TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS


# Two-Handed Weapons

#  Cold
Shadow chains (follower)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Void staff (grave-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Frost maul (aufeis)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Icestar staff (defender)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Spined iceblade (frostbite-class)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Void staff (crypt-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Icestar staff (seeker)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow chains (acolyte)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Frost maul (iceberg)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Spined iceblade (hailstorm-class)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow chains (penitent)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Icestar staff (warrior)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Void staff (tomb-class)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Frost maul (floe)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Icestar staff (drifter)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow chains (ecclesiastic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Void staff (ossuary-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Spined iceblade (blizzard-class)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Frost maul (glacier)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Icestar staff (leader)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow chains (devotional)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Spined iceblade (avalanche-class)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Void staff (barrow-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Fire
Flame spinner (fireball)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Burning chains (fiend-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Flame spinner (immolation)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Meteor glaive (tactical)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Burning chains (malebranche-class)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Meteor glaive (advanced)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Flame spinner (supernova)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Meteor glaive (elite)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Burning chains (archdevil-class)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Meteor glaive (paragon)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Flame spinner (fission)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Plasma
Flare axe (red star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Nova lance (red star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Core hammer (tactical)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma ribbon (student)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Flare axe (yellow star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Nova lance (yellow star)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Core hammer (advanced)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma ribbon (professional)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Flare axe (white star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Nova lance (white star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Core hammer (fusion)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma ribbon (competitor)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Flare axe (blue star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Nova lance (blue star)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Plasma ribbon (champion)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Core hammer (reactor)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Shock
Polarity gauntlets (spark)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Stun staff (tactical)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Storm hammer (diamagnetic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Polarity gauntlets (static)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Electroflail (tactical)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Stun staff (static)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Storm hammer (paramagnetic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Polarity gauntlets (aurora)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Electroflail (advanced)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Stun staff (aurora)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Storm hammer (ferromagnetic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Polarity gauntlets (current)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Stun staff (storm)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Electroflail (elite)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Polarity gauntlets (storm)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Storm hammer (antiferromagnetic)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Stun staff (tempest)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Electroflail (paragon)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Polarity gauntlets (tempest)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Storm hammer (metamagnetic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Sonic
Seismic pick (light)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Vibrogarrote (basic)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resonant staff (sonorous)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing spear (sopranino)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Seismic pick (heavy)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Interference blade (monophonic)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Vibrogarrote (harmonic)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing spear (soprano)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Seismic pick (driver)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Interference blade (harmonic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Vibrogarrote (interference)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing spear (alto)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resonant staff (reverberant)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Interference blade (polyphonic)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Seismic pick (demolition)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Vibrogarrote (infrasonic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Singing spear (tenor)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Resonant staff (stentorian)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Interference blade (multiphonic)	TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Vibrogarrote (ultrasonic)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Uncategorized
Battle ribbon (traditional)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Battle ribbon (micro-edge)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Battle ribbon (zero-edge)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS


# SMALL ARMS
#  Cryo
Hail pistol (subzero)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Subduer (frost)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Bone pistol (grave-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow pistol (caliginous)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Bone pistol (crypt-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow pistol (sable)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Hail pistol (gelid)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Subduer (rime)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Bone pistol (sepulcher-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow pistol (tenebrous)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Subduer (sleet)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Hail pistol (ultracold)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Subduer (glacier)				TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Hail pistol (absolute-zero)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Bone pistol (vault-class)		TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS
Shadow pistol (umbral)			TYPE:ADVANCED MELEE.ADVANCED MELEE WEAPONS

#  Disintegrator
Decoupler (bruiser)			TYPE:SMALL ARMS
Decoupler (pusher)			TYPE:SMALL ARMS
Disintegrator pistol (liquidator)	TYPE:SMALL ARMS
Decoupler (screamer)			TYPE:SMALL ARMS
Disintegrator pistol (decimator)	TYPE:SMALL ARMS
Disintegrator pistol (executioner)	TYPE:SMALL ARMS
Disintegrator pistol (eradicator)	TYPE:SMALL ARMS

#  Flame
Wave modulator I				TYPE:SMALL ARMS
Shellgun (bombard)			TYPE:SMALL ARMS
Scorchgun (microwave)			TYPE:SMALL ARMS
Dragon pistol (wyrmling)		TYPE:SMALL ARMS
Wave modulator II				TYPE:SMALL ARMS
Radshot (electromagnetic)		TYPE:SMALL ARMS
Flame pistol (blaze)			TYPE:SMALL ARMS
Scorchgun (S-band)			TYPE:SMALL ARMS
Wave modulator III			TYPE:SMALL ARMS
