# CVS $Revision$ $Author$ -- Sun Mar 19 07:31:26 2006 -- reformated by prettylst.pl v1.35 (build 561)
SOURCELONG:Fantasy Flight Games - School of Evocation	SOURCESHORT:Evoc	SOURCEWEB:http://www.fantasyflightgames.com/dd41.html
# Original creation by: Paul "Yes, that Paul" Grosse (Nylanfs)

###Block: Potion Name
# Equipment Name					Output Name				Type					Cost		Weight	Source Page
Scroll (Arcing Death)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.32
Scroll (Aura of Cold)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3000	WT:.01	SOURCEPAGE:p.32
Scroll (Ball Lightning)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.33
Scroll (Blade of Will)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.33
Scroll (Boom)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:12.5	WT:.01	SOURCEPAGE:p.34
Scroll (Breath of the Winter Wolf)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.34
Scroll (Brittle)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.34
Scroll (Broadcast)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.34
Scroll (Cacophony)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.34
Scroll (Caustic Halo)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:12.5	WT:.01	SOURCEPAGE:p.35
Scroll (Chill)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:12.5	WT:.01	SOURCEPAGE:p.35
Scroll (Corrosive Sheath)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.35
Scroll (Delayed Sound Burst)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3000	WT:.01	SOURCEPAGE:p.35
Scroll (Discordant Bolt)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.36
Scroll (Dragon's Breath)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.36
Scroll (Fist of Akmon)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.36
Scroll (Flamecage)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3000	WT:.01	SOURCEPAGE:p.36
Scroll (Flame Tongue)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.37
Scroll (Flash)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.38
Scroll (Flash Freeze)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.38
Scroll (Freezing Fog)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.38
Scroll (Freezing Weapon)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.39
Scroll (Glacier)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.39
Scroll (Greater Shatter)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.40
Scroll (Hail of Brimstone)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3000	WT:.01	SOURCEPAGE:p.40
Scroll (Halt)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.40
Scroll (Hammer of Akmon)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.40
Scroll (Hurl)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.41
Scroll (Ignite)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:12.5	WT:.01	SOURCEPAGE:p.41
Scroll (Jolt)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.41
Scroll (Lattice of Benefic Edification)	OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.42
Scroll (Lightning Shower)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.42
Scroll (Line of Fire)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.42
Scroll (Lock Bane)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:50	WT:.01	SOURCEPAGE:p.42
Scroll (Missile Storm)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.43
Scroll (Mystic Tools)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.43
Scroll (Noxious Vapors)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.44
Scroll (Piercing Bolt)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.44
Scroll (Push)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:12.5	WT:.01	SOURCEPAGE:p.44
Scroll (Radiant Glow)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.44
Scroll (Ride the Lightning)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.45
Scroll (Sheet Lightning)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3000	WT:.01	SOURCEPAGE:p.45
Scroll (Shooting Stars)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.45
Scroll (Sky Bolt)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.46
Scroll (Sonic Rupture)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.46
Scroll (Spark Shower)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.47
Scroll (Spirit Hand)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:12.5	WT:.01	SOURCEPAGE:p.47
Scroll (Tempest)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.47
Scroll (Torpor)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:50	WT:.01	SOURCEPAGE:p.48
Scroll (Wall of Light)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.48
Scroll (Wall of Sound)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.48
Scroll (Wave of Sound)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:50	WT:.01	SOURCEPAGE:p.48
Scroll (Wizard's Dawn)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.49
Scroll (Zap)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:12.5	WT:.01	SOURCEPAGE:p.49
