#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00
# CVS $Revision: $ $Author: $ -- Fri Jun 17 21:51:56 2016 -- reformated by PCGen PrettyLST v6.06.00

# Ability Name	Category of Ability
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Bomb|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Bomb=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BrewPotion|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BrewPotion=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Mutagen|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Mutagen=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_ThrowAnything|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_ThrowAnything=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonResistance|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_PoisonResistance=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonUse|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_PoisonUse=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_SwiftAlchemy|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_SwiftAlchemy=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_SwiftPoisoning|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_SwiftPoisoning=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PersistentMutagen|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_PersistentMutagen=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_InstantAlchemy|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_InstantAlchemy=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_GrandDiscovery|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_GrandDiscovery=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_ClassSkills|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_ClassSkills=True

CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonResistance2|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_PoisonResistance2=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonResistance4|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_PoisonResistance4=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonResistance6|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_PoisonResistance6=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonImmunity|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_PoisonImmunity=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery2|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery2=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery4|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery4=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery6|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery6=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery8|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery8=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery10|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery10=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery12|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery12=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery14|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery14=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery16|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery16=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery18|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_Discovery18=True

CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombReduction|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombReduction=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage3|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage3=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage5|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage5=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage7|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage7=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage9|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage9=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage11|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage11=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage13|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage13=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage15|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage15=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage17|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage17=True
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BombDamage19|1|TYPE=Boolean|PREFACT:1,ABILITIES,Alchemist_CF_BombDamage19=True

# Old Type System
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Alchemy|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistAlchemy
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Bomb|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistBomb
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_BrewPotion|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistBrewPotion
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Mutagen|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistMutagen
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_ThrowAnything|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistThrowAnything
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_Discovery|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistDiscovery
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonResistance|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistPoisonResistance
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PoisonUse|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistPoisonUse
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_SwiftAlchemy|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftAlchemy
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_SwiftPoisoning|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftPoisoning
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_PersistentMutagen|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistPersistentMutagen
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_InstantAlchemy|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistInstantAlchemy
CATEGORY=Class|Alchemist.MOD																																																																																										BONUS:VAR|Alchemist_CF_GrandDiscovery|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistGrandDiscovery


# Cavalier
CATEGORY=Class|Cavalier.MOD																																	ABILITY:Internal|AUTOMATIC|Cavalier ~ Class Skills|PREVAREQ:Cavalier_CF_ClassSkills,0

CATEGORY=Class|Cavalier.MOD																																	ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial|PREMULT:2,[!PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierWeaponProficiencies],[PREVAREQ:Cavalier_CF_Proficiencies,0]
CATEGORY=Class|Cavalier.MOD																																	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy|PREMULT:3,[!PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierArmorProficiencies,TYPE.CavalierHeavyArmorProficiency],[PREVAREQ:Cavalier_CF_Proficiencies,0],[PREVAREQ:Cavalier_CF_HeavyArmorProficiency,0]
CATEGORY=Class|Cavalier.MOD																																	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight|PREMULT:3,[!PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierArmorProficiencies,TYPE.CavalierLightArmorProficiency],[PREVAREQ:Cavalier_CF_Proficiencies,0],[PREVAREQ:Cavalier_CF_LightArmorProficiency,0]
CATEGORY=Class|Cavalier.MOD																																	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfMedium|PREMULT:3,[!PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierArmorProficiencies,TYPE.CavalierMediumArmorProficiency],[PREVAREQ:Cavalier_CF_Proficiencies,0],[PREVAREQ:Cavalier_CF_MediumArmorProficiency,0]
CATEGORY=Class|Cavalier.MOD																																	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf|PREMULT:3,[!PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierArmorProficiencies,TYPE.CavalierShieldProficiency],[PREVAREQ:Cavalier_CF_Proficiencies,0],[PREVAREQ:Cavalier_CF_ShieldProficiency,0]


CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_ClassSkills|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_Proficiencies|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_HeavyArmorProficiency|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_LightArmorProficiency|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_MediumArmorProficiency|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_ShieldProficiency|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_Challenge|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_Mount|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_Order|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_Tactician|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_CavaliersCharge|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_ExpertTrainer|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_BonusFeat|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_Banner|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_GreaterTactician|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_MightyCharge|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_DemandingChallenge|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_GreaterBanner|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_MasterTactician|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_SupremeCharge|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_OrderAbility2|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_OrderAbility8|0
CATEGORY=Class|Cavalier.MOD		DEFINE:Cavalier_CF_OrderAbility15|0

CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_ClassSkills|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_ClassSkills=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Proficiencies|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_Proficiencies=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_HeavyArmorProficiency|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_HeavyArmorProficiency=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_LightArmorProficiency|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_LightArmorProficiency=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_MediumArmorProficiency|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_MediumArmorProficiency=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_ShieldProficiency|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_ShieldProficiency=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Challenge|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_Challenge=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Mount|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_Mount=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Order|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_Order=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Tactician|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_Tactician=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_CavaliersCharge|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_CavaliersCharge=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_ExpertTrainer|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_ExpertTrainer=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_BonusFeat|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_BonusFeat=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Banner|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_Banner=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_GreaterTactician|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_GreaterTactician=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_MightyCharge|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_MightyCharge=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_DemandingChallenge|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_DemandingChallenge=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_GreaterBanner|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_GreaterBanner=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_MasterTactician|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_MasterTactician=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_SupremeCharge|1|TYPE=Boolean|PREFACT:1,ABILITIES,Cavalier_CF_SupremeCharge=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_OrderAbility2|1|PREFACT:1,ABILITIES,Cavalier_CF_OrderAbility2=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_OrderAbility8|1|PREFACT:1,ABILITIES,Cavalier_CF_OrderAbility8=True
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_OrderAbility15|1|PREFACT:1,ABILITIES,Cavalier_CF_OrderAbility15=True

CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Challenge|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierChallenge
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Mount|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierMount
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Order|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierOrder
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Tactician|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierTactician
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_CavaliersCharge|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierCavaliersCharge
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_ExpertTrainer|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierExpertTrainer
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_BonusFeat|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierBonusFeat,TYPE.CavalierBonusFeats
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_Banner|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierBanner
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_GreaterTactician|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierGreaterTactician
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_MightyCharge|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierMightyCharge
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_DemandingChallenge|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierDemandingChallenge
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_GreaterBanner|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierGreaterBanner
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_MasterTactician|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierMasterTactician
CATEGORY=Class|Cavalier.MOD																																																																																										BONUS:VAR|Cavalier_CF_SupremeCharge|1|TYPE=Boolean|PREABILITY:1,CATEGORY=Archetype,TYPE.CavalierSupremeCharge

# Inquisitor
CATEGORY=Class|Inquisitor.MOD																																	ABILITY:Internal|AUTOMATIC|Inquisitor ~ Class Skills|PREVAREQ:Inquisitor_CF_ClassSkills,0

CATEGORY=Class|Inquisitor.MOD																																	ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple
CATEGORY=Class|Inquisitor.MOD																																	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfMedium|TYPE=ShieldProf
CATEGORY=Class|Inquisitor.MOD										AUTO:WEAPONPROF|Crossbow (Hand)|Longbow|Crossbow (Repeating Heavy)|Crossbow (Repeating Light)|Shortbow	AUTO:WEAPONPROF|DEITYWEAPONS


CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_ClassSkills|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_Domains|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_Judgment|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_MonsterLore|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_SternGaze|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_CunningInitiative|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_DetectAlignment|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_Track|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_SoloTactics|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_TeamworkFeat|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_TeamworkFeat3|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_TeamworkFeat6|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_TeamworkFeat9|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_TeamworkFeat12|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_TeamworkFeat15|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_TeamworkFeat18|0

CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_Bane|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_DiscernLies|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_SecondJudgment|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_Stalwart|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_GreaterBane|0
CATEGORY=Class|Inquisitor.MOD		DEFINE:Inquisitor_CF_ExploitWeakness|0
