# CVS $Revision$ $Author$ -- Fri Oct 19 20:16:09 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:The Game Mechanics,Inc. - Modern Player's Companion (Print)	SOURCESHORT:MPC	SOURCEWEB:http://www.thegamemechanics.com/	SOURCEDATE:2003-01
# Original Entry by: Frank Kliewe


###Block: Categories for Logical Talent -
# Feat Name					Type				Visible	Required Skill							Special ABility					Bonus to skill												Source Page
Category[Arcane lore]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Arcane Lore)=4			SAB:Logical (Arcane Lore)			BONUS:SKILL|Knowledge (Theology and Philosophy)|var("CL=Smart")/2|TYPE=Synergy	SOURCEPAGE:p.6
Category[Art]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Art)=4					SAB:Logical (Art)					BONUS:SKILL|Craft (Visual Art)|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Behavioral sciences]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Behavioral Sciences)=4		SAB:Logical (Behavioral Sciences)		BONUS:SKILL|Sense Motive|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[Business]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Business)=4				SAB:Logical (Business)				BONUS:SKILL|Forgery|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Civics]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Civics)=4				SAB:Logical (Civics)				BONUS:SKILL|Diplomacy|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Current events]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Current Events)=4			SAB:Logical (Current Events)			BONUS:SKILL|Gather Information|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Earth and life sciences]	TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Earth and Life Sciences)=4	SAB:Logical (Earth and Life Sciences)	BONUS:SKILL|Treat Injury|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[History]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (History)=4				SAB:Logical (History)				BONUS:SKILL|Research|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Physical sciences]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Physical Sciences)=4		SAB:Logical (Physical Sciences)		BONUS:SKILL|Craft (Chemical)|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[Popular culture]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Popular Culture)=4			SAB:Logical (Popular Culture)			BONUS:SKILL|Knowledge (Streetwise)|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Streetwise]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Streetwise)=4				SAB:Logical (Streetwise)			BONUS:SKILL|Intimidate|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Tactics]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Tactics)=4				SAB:Logical (Tactics)				BONUS:SKILL|Investigate|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[Technology]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Technology)=4				SAB:Logical (Technology)			BONUS:SKILL|Craft (Electronic)|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Theology and philosophy]	TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Theology and Philosophy)=4	SAB:Logical (Theology and Philosophy)	BONUS:SKILL|Knowledge (Arcane Lore)|var("CL=Smart")/2|TYPE=Synergy			SOURCEPAGE:p.6

###Block: Categories for Talk a Good Game Talent
# Feat Name					Type					Visible	Required Feat						Special ABility						Source Page
Category [Arcane lore]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Arcane lore]			SAB:Talk a Good Game (Arcane Lore)			SOURCEPAGE:p.6
Category [Art]				TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Art]					SAB:Talk a Good Game (Art)				SOURCEPAGE:p.6
Category [Behavioral sciences]	TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Behavioral sciences]		SAB:Talk a Good Game (Behavioral Sciences)	SOURCEPAGE:p.6
Category [Business]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Business]				SAB:Talk a Good Game (Business)			SOURCEPAGE:p.6
Category [Civics]				TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Civics]				SAB:Talk a Good Game (Civics)				SOURCEPAGE:p.6
Category [Current events]		TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Current events]			SAB:Talk a Good Game (Current Events)		SOURCEPAGE:p.6
Category [Earth and life sciences]	TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Earth and life sciences]	SAB:Talk a Good Game (Earth and Life Sciences)	SOURCEPAGE:p.6
Category [History]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[History]				SAB:Talk a Good Game (History)			SOURCEPAGE:p.6
Category [Physical sciences]		TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Physical sciences]		SAB:Talk a Good Game (Physical Sciences)		SOURCEPAGE:p.6
Category [Popular culture]		TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Popular culture]			SAB:Talk a Good Game (Popular Culture)		SOURCEPAGE:p.6
Category [Streetwise]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Streetwise]			SAB:Talk a Good Game (Streetwise)			SOURCEPAGE:p.6
Category [Tactics]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Tactics]				SAB:Talk a Good Game (Tactics)			SOURCEPAGE:p.6
Category [Technology]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Technology]			SAB:Talk a Good Game (Technology)			SOURCEPAGE:p.6
Category [Theology and philosophy]	TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Theology and philosophy]	SAB:Talk a Good Game (Theology and Philosophy)	SOURCEPAGE:p.6


###Block: Advanced Class Abilities
# Feat Name					Type								Visible	Required Ability						Restricted Ability					Prohibited Feat			Special ABility						Define				Stackable?	Multiple?	Choose																																Ability						Add 					Bonus Number of Feats	Misc bonus		Bonus to skill				Stat bonus			Modify VAR											Weapon prof. bonus												Source Page
Class Ability Magic Defense		TYPE:ArcaneScholarAbility.DarkSageAbility		VISIBLE:NO																	!PREFEAT:1,Magic Defense	SAB:Magic Defense																																																																BONUS:MISC|SR|5																																						SOURCEPAGE:p.21+p44
Master of Incantations			TYPE:ArcaneScholarAbility.DarkSageAbility		VISIBLE:NO																						SAB:Master of Incantations (+%)|Mstr_of_Incnttn	DEFINE:Mstr_of_Incnttn|0																																																																			BONUS:VAR|Mstr_of_Incnttn|var("CL=Arcane Scholar")+var("CL=Dark Sage")																SOURCEPAGE:p.20+p.44
Sharp Eye					TYPE:BountyHunterAbility.CriminologistAbility	VISIBLE:NO																						SAB:Sharp Eye (%CHOICE)										STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=3|SKILL|Investigate|Knowledge (Physical Sciences)|Knowledge (Technology)|Research|Search|Sense Motive|Spot																																BONUS:SKILL|LIST|2|TYPE=Competence																																SOURCEPAGE:p.22
Dead Shot Weapon Focus			TYPE:DeadShotAbility					VISIBLE:NO																						SAB:Dead Shot Weapon Focus (%CHOICE)							STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|AKM/AK-47|Barrett Light Fifty|Beretta M3P|Browning BPS|HK G3|HK MP5|HK MP5K|HK PSG1|M16A2|M4 Carbine|Mossberg|Remington 700|Sawed-Off Shotgun|Steyr AUG|Uzi|Winchester 94																																										BONUS:WEAPONPROF=%LIST|TOHIT|1										SOURCEPAGE:p.27
Staggering Shot				TYPE:DeadShotAbility					VISIBLE:NO																						SAB:Staggering Shot (%CHOICE)									STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|FEAT=Dead Shot Weapon Focus																																																																																	SOURCEPAGE:p.27
Dead Shot Greater Weapon Focus	TYPE:DeadShotAbility					VISIBLE:NO																						SAB:Dead Shot Greater Weapon Focus (%CHOICE)						STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|FEAT=Staggering Shot																																																																			BONUS:WEAPONPROF=%LIST|TOHIT|1										SOURCEPAGE:p.27
Unarmed Weapon Finesse			TYPE:GentleWarriorAbility				VISIBLE:NO																						SAB:Unarmed Weapon Finesse																																																																																							BONUS:WEAPONPROF=Unarmed Strike|TOHIT|(max(DEX,STR)+SHIELDACCHECK)-STR|TYPE=NotRanged	SOURCEPAGE:p.32
Uncanny Dodge X1				TYPE:GentleWarriorAbility				VISIBLE:NO									!PREABILITY:1,CATEGORY=Talent,Uncanny Dodge I																																																								ABILITY:Talent|AUTOMATIC|Uncanny Dodge I																																																		SOURCEPAGE:p.32
Uncanny Dodge X2				TYPE:GentleWarriorAbility				VISIBLE:NO	PREABILITY:1,CATEGORY=Talent,Uncanny Dodge I																																																																ABILITY:Talent|AUTOMATIC|Uncanny Dodge II																																																		SOURCEPAGE:p.32
Hacker Abilities				TYPE:HackerAbility					VISIBLE:NO																						SAB:Hacker Abilities (%CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=2|STRING|Careful Progress|Electronic Empathy|False Trail|Install Backdoor|Instant Upgrade|Overclock|Passfirewall|Personal Database																																																																	SOURCEPAGE:p.34
Naturalist					TYPE:SurvivalistAbility					VISIBLE:NO																						SAB:Naturalist (%CHOICE)									STACK:YES	MULT:YES	CHOOSE:NUMCHOICES=1|STRING|Arctic|Deciduous Forest|Desert|Jungle|Mountain (high altitude)|Mountain (low altitude)|Plains (temperate grasslands)|Rainforest|Savanna|Sea Coast|Swamp|Volcanic Plain																																																									SOURCEPAGE:p.40
Advanced Techniques			TYPE:MartialArtsMasterAbility				VISIBLE:NO																						SAB:Advanced Techniques (%CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=1|STRING|Crane Kick|Hands Without Shadow|Improvised Weapon Proficiency|Mat Techniques|Three Conflicts Stance																																																																				SOURCEPAGE:p.46
Trigger Power				TYPE:MentalistAbility					VISIBLE:NO																						SAB:Trigger Power (%CHOICE)									STACK:NO	MULT:YES	CHOOSE:SPELLS|SPELLTYPE=Psionic[KNOWN=YES]																																																																																		SOURCEPAGE:p.50

#Cross Training Sub-Entries
Raise Abilities				TYPE:X-Training						VISIBLE:NO																						SAB:Cross Training (+1 to %CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=2|PCSTAT|ALL																																																					BONUS:STAT|%LIST|1																												SOURCEPAGE:p.55
Lower Ability				TYPE:X-Training						VISIBLE:NO																						SAB:Cross Training (-2 to %CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=1|PCSTAT|ALL																																								BONUS:FEAT|POOL|1											BONUS:STAT|%LIST|-2																												SOURCEPAGE:p.55

#Multilingual Choices
Spoken Language				TYPE:Multilingual						VISIBLE:NO																																			STACK:YES	MULT:YES	CHOOSE:NOCHOICE																																						ADD:LANGUAGE|TYPE=Spoken																																													SOURCEPAGE:p.58
Written Language				TYPE:Multilingual						VISIBLE:NO																																			STACK:YES	MULT:YES	CHOOSE:NOCHOICE																																						ADD:LANGUAGE|TYPE=Written																																													SOURCEPAGE:P.58

###Block: Signature Skills Choices
# Feat Name									Type			Visible	Required Class				Add
One Trained Only Signature Skill (Negotiator)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Negotiator=1			ADD:FEAT|Investigate(Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Business - Signature Skill),Knowledge (Civics - Signature Skill)
Two Untrained Signature Skills (Shadow Slayer)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Shadow Slayer=1		ADD:FEAT|2|Balance(Signature Skill),Concentration(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Jump(Signature Skill),Listen(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill)
One Trained Only Signature Skill (Shadow Slayer)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Shadow Slayer=1		ADD:FEAT|Tumble(Signature Skill)
Two Untrained Signature Skills (Occultist)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Occultist=1			ADD:FEAT|2|Concentration(Signature Skill),Craft (Visual Art - Signature Skill),Craft (Writing - Signature Skill),Drive(Signature Skill),Research(Signature Skill)
One Trained Only Signature Skill (Occultist)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Occultist=1			ADD:FEAT|Decipher Script(Signature Skill),Investigate(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill),Sleight of Hand(Signature Skill),Use Magic Device (Signature Skill)
Two Untrained Signature Skills (Telepath)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Telepath=1			ADD:FEAT|2|Bluff(Signature Skill),Concentration(Signature Skill),Diplomacy(Signature Skill),Gather Information(Signature Skill),Sense Motive(Signature Skill)
One Trained Only Signature Skill (Telepath)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Telepath=1			ADD:FEAT|Autohypnosis(Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill),Psicraft(Signature Skill)
Two Untrained Signature Skills (Battle Mind)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Battle Mind=1		ADD:FEAT|2|Balance(Signature Skill),Climb(Signature Skill),Concentration(Signature Skill),Jump(Signature Skill),Spot(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Battle Mind)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Battle Mind=1		ADD:FEAT|Autohypnosis(Signature Skill)
Two Untrained Signature Skills (Mage)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Mage=1				ADD:FEAT|2|Computer Use(Signature Skill),Concentration(Signature Skill),Craft (Writing - Signature Skill),Research(Signature Skill)
One Trained Only Signature Skill (Mage)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Mage=1				ADD:FEAT|Craft (Chemical - Signature Skill),Craft (Pharmaceutical - Signature Skill),Decipher Script(Signature Skill),Investigate(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (Art - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Technology - Signature Skill),Spellcraft(Signature Skill)
Two Untrained Signature Skills (Acolyte)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Acolyte=1			ADD:FEAT|2|Concentration(Signature Skill),Craft (Structural - Signature Skill),Craft (Visual Art - Signature Skill),Craft (Writing - Signature Skill),Diplomacy(Signature Skill),Listen(Signature Skill),Sense Motive(Signature Skill),Treat Injury(Signature Skill)
One Trained Only Signature Skill (Acolyte)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Acolyte=1			ADD:FEAT|Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill),Spellcraft(Signature Skill)
Two Untrained Signature Skills (Ambassador)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Ambassador=1			ADD:FEAT|2|Bluff(Signature Skill),Computer Use(Signature Skill),Diplomacy(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Research(Signature Skill),Sense Motive(Signature Skill)
One Trained Only Signature Skill (Ambassador)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Ambassador=1			ADD:FEAT|Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Civics - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill)
Two Untrained Signature Skills (Dogfighter)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Dogfighter=1			ADD:FEAT|2|Bluff(Signature Skill),Computer Use(Signature Skill),Navigate(Signature Skill)
One Trained Only Signature Skill (Dogfighter)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Dogfighter=1			ADD:FEAT|Craft (Electronic - Signature Skill),Craft (Mechanical - Signature Skill),Knowledge (Technology - Signature Skill),Pilot(Signature Skill),Repair(Signature Skill)
Two Untrained Signature Skills (Dreadnought)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Dreadnought=1		ADD:FEAT|2|Balance(Signature Skill),Climb(Signature Skill),Concentration(Signature Skill),Intimidate(Signature Skill),Jump(Signature Skill),Survival(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Dreadnought)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Dreadnought=1		ADD:FEAT|Tumble(Signature Skill)
Two Untrained Signature Skills (Engineer)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Engineer=1			ADD:FEAT|2|Computer Use(Signature Skill),Craft (Structural - Signature Skill),Drive(Signature Skill),Navigate(Signature Skill),Search(Signature Skill)
One Trained Only Signature Skill (Engineer)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Engineer=1			ADD:FEAT|Craft (Electronic - Signature Skill),Craft (Mechanical - Signature Skill),Disable Device(Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Technology - Signature Skill),Pilot(Signature Skill),Repair(Signature Skill)
Two Untrained Signature Skills (Explorer)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Explorer=1			ADD:FEAT|2|Balance(Signature Skill),Bluff(Signature Skill),Climb(Signature Skill),Drive(Signature Skill),Gather Information(Signature Skill),Jump(Signature Skill),Listen(Signature Skill),Navigate(Signature Skill),Research(Signature Skill),Ride(Signature Skill),Search(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill),Survival(Signature Skill),Swim(Signature Skill),Treat Injury(Signature Skill)
One Trained Only Signature Skill (Explorer)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Explorer=1			ADD:FEAT|Decipher Script(Signature Skill),Disable Device(Signature Skill),Handle Animal(Signature Skill),Investigate(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (Art - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill),Pilot(Signature Skill)
Two Untrained Signature Skills (Field Officer)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Field Officer=1		ADD:FEAT|2|Bluff(Signature Skill),Computer Use(Signature Skill),Diplomacy(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Sense Motive(Signature Skill)
One Trained Only Signature Skill (Field Officer)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Field Officer=1		ADD:FEAT|Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Civics - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Tactics - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill)
Two Untrained Signature Skills (Helix Warrior)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Helix Warrior=1		ADD:FEAT|2|Balance(Signature Skill),Climb(Signature Skill),Computer Use(Signature Skill),Escape Artist(Signature Skill),Hide(Signature Skill),Intimidate(Signature Skill),Jump(Signature Skill),Listen(Signature Skill),Move Silently(Signature Skill),Navigate(Signature Skill),Spot(Signature Skill),Survival(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Helix Warrior)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Helix Warrior=1		ADD:FEAT|Demolitions(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Space Monkey)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Space Monkey=1		ADD:FEAT|2|Balance(Signature Skill),Bluff(Signature Skill),Climb(Signature Skill),Computer Use(Signature Skill),Craft (Structural - Signature Skill),Drive(Signature Skill),Escape Artist(Signature Skill),Jump(Signature Skill),Navigate(Signature Skill),Search(Signature Skill),Survival(Signature Skill),Treat Injury(Signature Skill)
One Trained Only Signature Skill (Space Monkey)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Space Monkey=1		ADD:FEAT|Craft (Mechanical - Signature Skill),Demolitions(Signature Skill),Disable Device(Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (Technology - Signature Skill),Pilot(Signature Skill),Repair(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Swindler)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Swindler=1			ADD:FEAT|2|Bluff(Signature Skill),Diplomacy(Signature Skill),Disguise(Signature Skill),Escape Artist(Signature Skill),Forgery(Signature Skill),Gamble(Signature Skill),Gather Information(Signature Skill),Perform (Act - Signature Skill),Research(Signature Skill),Sense Motive(Signature Skill)
One Trained Only Signature Skill (Swindler)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Swindler=1			ADD:FEAT|Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Business - Signature Skill),Knowledge (Civics - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill),Sleight of Hand(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Tracer)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Tracer=1			ADD:FEAT|2|Climb(Signature Skill),Computer Use(Signature Skill),Disguise(Signature Skill),Drive(Signature Skill),Gather Information(Signature Skill),Hide(Signature Skill),Jump(Signature Skill),Listen(Signature Skill),Move Silently(Signature Skill),Navigate(Signature Skill),Research(Signature Skill),Search(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill),Survival(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Tracer)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Tracer=1			ADD:FEAT|Disable Device(Signature Skill),Investigate(Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Civics - Signature Skill),Knowledge (Tactics - Signature Skill),Pilot(Signature Skill)
Two Untrained Signature Skills (Xenophile)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Xenophile=1			ADD:FEAT|2|Bluff(Signature Skill),Computer Use(Signature Skill),Diplomacy(Signature Skill),Research(Signature Skill),Sense Motive(Signature Skill),Treat Injury(Signature Skill)
One Trained Only Signature Skill (Xenophile)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Xenophile=1			ADD:FEAT|Craft (Pharmaceutical - Signature Skill),Decipher Script(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Technology - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill)
Two Untrained Signature Skills (Arcane Arranger)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Arcane Arranger=1		ADD:FEAT|2|Bluff(Signature Skill),Computer Use(Signature Skill),Diplomacy(Signature Skill),Forgery(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Listen(Signature Skill),Research(Signature Skill),Sense Motive(Signature Skill)
One Trained Only Signature Skill (Arcane Arranger)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Arcane Arranger=1		ADD:FEAT|Decipher Script(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (Business - Signature Skill),Repair(Signature Skill)
Two Untrained Signature Skills (Archaic Weaponsmaster)	TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Archaic Weaponsmaster=1	ADD:FEAT|2|Climb(Signature Skill),Craft (Structural - Signature Skill),Craft (Visual Art - Signature Skill),Jump(Signature Skill),Research(Signature Skill),Ride(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Archaic Weaponsmaster)	TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Archaic Weaponsmaster=1	ADD:FEAT|Craft (Mechanical - Signature Skill),Craft (Writing - Signature Skill),Handle Animal(Signature Skill),Knowledge (Art - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill)
Two Untrained Signature Skills (Glamourist)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Glamourist=1			ADD:FEAT|2|Bluff(Signature Skill),Concentration(Signature Skill),Diplomacy(Signature Skill),Disguise(Signature Skill),Forgery(Signature Skill),Gamble(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Listen(Signature Skill),Perform (Act - Signature Skill),Perform (Sing - Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill)
One Trained Only Signature Skill (Glamourist)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Glamourist=1			ADD:FEAT|Decipher Script(Signature Skill),Knowledge (Behavioral Sciences - Signature Skill)
Two Untrained Signature Skills (Mystic)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Mystic=1			ADD:FEAT|2|Concentration(Signature Skill),Craft (Visual Art - Signature Skill),Diplomacy(Signature Skill),Gather Information(Signature Skill),Perform (Act - Signature Skill),Perform (Dance - Signature Skill),Perform (Sing - Signature Skill),Perform (Stand-Up - Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill),Treat Injury(Signature Skill)
One Trained Only Signature Skill (Mystic)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Mystic=1			ADD:FEAT|Craft (Chemical - Signature Skill),Craft (Pharmaceutical - Signature Skill),Knowledge (Art - Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill),Sleight of Hand(Signature Skill),Spellcraft(Signature Skill)
Two Untrained Signature Skills (Psionic Agent)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Psionic Agent=1		ADD:FEAT|2|Balance(Signature Skill),Climb(Signature Skill),Concentration(Signature Skill),Drive(Signature Skill),Escape Artist(Signature Skill),Hide(Signature Skill),Listen(Signature Skill),Move Silently(Signature Skill),Search(Signature Skill),Spot(Signature Skill)
One Trained Only Signature Skill (Psionic Agent)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Psionic Agent=1		ADD:FEAT|Autohypnosis(Signature Skill),Sleight of Hand(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Shadow Hunter)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Shadow Hunter=1		ADD:FEAT|2|Bluff(Signature Skill),Diplomacy(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Listen(Signature Skill),Research(Signature Skill),Search(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill),Survival(Signature Skill)
One Trained Only Signature Skill (Shadow Hunter)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Shadow Hunter=1		ADD:FEAT|Investigate(Signature Skill),Knowledge (Arcane Lore - Signature Skill)
Two Untrained Signature Skills (Shadowjack)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Shadowjack=1			ADD:FEAT|2|Computer Use(Signature Skill),Craft (Writing - Signature Skill),Forgery(Signature Skill),Gamble(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Research(Signature Skill),Search(Signature Skill)
