# CVS $Revision$ $Author$ -- Fri Mar 31 17:40:41 2006 -- reformated by prettylst.pl v1.35 (build 561)
SOURCELONG:The Game Mechanics,Inc. - Modern Player's Companion (Print)	SOURCESHORT:MPC	SOURCEWEB:http://www.thegamemechanics.com/
# Original Entry by: Frank Kliewe

# Feat Name				Output Name		Type			Visible	Choose a Feat									Modify VAR							Source Page
Occupation (Bohemian)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Bohemian_Skills)4						BONUS:VAR|Reputation|1					SOURCEPAGE:p.7
Occupation (Bureaucrat)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Bureaucrat_Skills)2	ADD:FEAT(TYPE=Bureaucrat)	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Occupation (Craftsperson)	OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Craftsperson_Skills)2	ADD:FEAT(TYPE=Craftsperson)	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Occupation (Domestic)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Domestic_Skills)3						BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.7
Occupation (Educator)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Educator_Skills)2	ADD:FEAT(TYPE=Educator)		BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Occupation (Politico)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Politico_Skills)2	ADD:FEAT(TYPE=Politico)		BONUS:VAR|WealthBonus|3	BONUS:VAR|Reputation|1	SOURCEPAGE:p.8
Occupation (Tribal)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Tribal_Skills)3	ADD:FEAT(TYPE=Tribal)			BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.8

###BLOCK:Moonlighter Feat Second Occupation MPC
# Feat Name					Type				Visible		Required Feat			Prohibited Feat					Choose a Feat				Modify VAR							Source Page
Second Occupation (Bohemian)		TYPE:SecondOccupation	VISIBLE:EXPORT						!PREFEAT:1,Occupation (Bohemian)		ADD:FEAT(TYPE=Bohemian_Skills)4	BONUS:VAR|Reputation|1					SOURCEPAGE:p.7
Second Occupation (Bureaucrat)	TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Bureaucrat	!PREFEAT:1,Occupation (Bureaucrat)		ADD:FEAT(TYPE=Bureaucrat_Skills)2	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Second Occupation (Craftsperson)	TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Craftsperson	!PREFEAT:1,Occupation (Craftsperson)	ADD:FEAT(TYPE=Craftsperson_Skills)2	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Second Occupation (Domestic)		TYPE:SecondOccupation	VISIBLE:EXPORT						!PREFEAT:1,Occupation (Domestic)		ADD:FEAT(TYPE=Domestic_Skills)3	BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.7
Second Occupation (Educator)		TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Educator		!PREFEAT:1,Occupation (Educator)		ADD:FEAT(TYPE=Educator_Skills)2	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Second Occupation (Politico)		TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Politico		!PREFEAT:1,Occupation (Politico)		ADD:FEAT(TYPE=Politico_Skills)2	BONUS:VAR|WealthBonus|3	BONUS:VAR|Reputation|1	SOURCEPAGE:p.8
Second Occupation (Tribal)		TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Tribal		!PREFEAT:1,Occupation (Tribal)		ADD:FEAT(TYPE=Tribal_Skills)3		BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.8

###Block: skill choices
# Feat Name								Type
Knowledge (Behavioral Sciences - class skill).MOD	TYPE:Educator_Skills.Politico_Skills
Knowledge (Behavioral Sciences - +1 to skill).MOD	TYPE:Educator_Skills.Politico_Skills

Knowledge (Business - class skill).MOD			TYPE:Bureaucrat_Skills.Educator_Skills
Knowledge (Business - +1 to skill).MOD			TYPE:Bureaucrat_Skills.Educator_Skills

Knowledge (Civics - class skill).MOD			TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills
Knowledge (Civics - +1 to skill).MOD			TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills

Knowledge (Current Events - class skill).MOD		TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills
Knowledge (Current Events - +1 to skill).MOD		TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills

Knowledge (Earth and Life Sciences - class skill).MOD	TYPE:Educator_Skills
Knowledge (Earth and Life Sciences - +1 to skill).MOD	TYPE:Educator_Skills

Knowledge (History - class skill).MOD			TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills
Knowledge (History - +1 to skill).MOD			TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills

Knowledge (Physical Sciences - class skill).MOD		TYPE:Craftsperson_Skills.Educator_Skills
Knowledge (Physical Sciences - +1 to skill).MOD		TYPE:Craftsperson_Skills.Educator_Skills

Knowledge (Popular Culture - class skill).MOD		TYPE:Bohemian_Skills.Bureaucrat_Skills.Educator_Skills.Politico_Skills.Tribal_Skills
Knowledge (Popular Culture - +1 to skill).MOD		TYPE:Bohemian_Skills.Bureaucrat_Skills.Educator_Skills.Politico_Skills.Tribal_Skills

Knowledge (Streetwise - class skill).MOD			TYPE:Bohemian_Skills.Tribal_Skills
Knowledge (Streetwise - +1 to skill).MOD			TYPE:Bohemian_Skills.Tribal_Skills

Knowledge (Tactics - class skill)				TYPE:Educator_Skills
Knowledge (Tactics - +1 to skill)				TYPE:Educator_Skills

Knowledge (Technology - class skill).MOD			TYPE:Craftsperson_Skills.Educator_Skills
Knowledge (Technology - +1 to skill).MOD			TYPE:Craftsperson_Skills.Educator_Skills

Knowledge (Theology and Philosophy - class skill).MOD	TYPE:Educator_Skills.Politico_Skills
Knowledge (Theology and Philosophy - +1 to skill).MOD	TYPE:Educator_Skills.Politico_Skills

Listen(class skill).MOD						TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills
Listen(+1 to skill).MOD						TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills

Move Silently(class skill).MOD				TYPE:Domestic_Skills.Tribal_Skills
Move Silently(+1 to skill).MOD				TYPE:Domestic_Skills.Tribal_Skills

Navigate(class skill).MOD					TYPE:Tribal_Skills
Navigate(+1 to skill).MOD					TYPE:Tribal_Skills

Pilot(class skill).MOD						TYPE:Domestic_Skills
Pilot(+1 to skill).MOD						TYPE:Domestic_Skills

Read/Write Language(class skill).MOD			TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills
Read/Write Language(1 additional language).MOD		TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills

Repair(class skill).MOD						TYPE:Craftsperson_Skills.Domestic_Skills
Repair(+1 to skill).MOD						TYPE:Craftsperson_Skills.Domestic_Skills

Research(class skill).MOD					TYPE:Bureaucrat_Skills.Craftsperson_Skills.Educator_Skills.Politico_Skills
Research(+1 to skill).MOD					TYPE:Bureaucrat_Skills.Craftsperson_Skills.Educator_Skills.Politico_Skills

Ride(class skill).MOD						TYPE:Tribal_Skills
Ride(+1 to skill).MOD						TYPE:Tribal_Skills

Search(class skill).MOD						TYPE:Domestic_Skills
Search(+1 to skill).MOD						TYPE:Domestic_Skills

Sense Motive(class skill).MOD					TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills
Sense Motive(+1 to skill).MOD					TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills

Speak Language(class skill).MOD				TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills
Speak Language(1 additional language).MOD			TYPE:Bureaucrat_Skills.Educator_Skills.Politico_Skills

Spot(class skill).MOD						TYPE:Domestic_Skills.Tribal_Skills
Spot(+1 to skill).MOD						TYPE:Domestic_Skills.Tribal_Skills

Survival(class skill).MOD					TYPE:Tribal_Skills
Survival(+1 to skill).MOD					TYPE:Tribal_Skills

Swim(class skill).MOD						TYPE:Tribal_Skills
Swim(+1 to skill).MOD						TYPE:Tribal_Skills

Treat Injury(class skill).MOD					TYPE:Craftsperson_Skills
Treat Injury(+1 to skill).MOD					TYPE:Craftsperson_Skills

