# CVS $Revision$ $Author$ -- Tue Nov 11 14:21:45 2008 -- reformated by prettylst.pl v1.38 (build 8180)
#Original Entry By: Paul Grosse 11/13/03
SOURCELONG:Alchemy and Herbalists	SOURCESHORT:AlchemyHrb	SOURCEWEB:http://dragonwing.net/	SOURCEDATE:2002-03

###Block: Herb Name
# Equipment Name			Type					Cost		Weight	Source Page
Basil					TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.32
Belladonna				TYPE:Goods.Herb.Consumable	COST:5	WT:0.0625	SOURCEPAGE:p.32
Betony				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0		SOURCEPAGE:p.32
Blackthorn (berries)		TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.32
Blackthorn (bark)			TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.125	SOURCEPAGE:p.32
Blackthorn (stick)		TYPE:Goods.Herb.Consumable	COST:1	WT:0.125	SOURCEPAGE:p.32
Borage				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.33
Breeam				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.33
Byrony (9 berries)		TYPE:Goods.Herb.Consumable	COST:0.5	WT:0		SOURCEPAGE:p.33
Bucha					TYPE:Goods.Herb.Consumable	COST:5	WT:0.0625	SOURCEPAGE:p.33
Caranator (dried root)		TYPE:Goods.Herb.Consumable	COST:12	WT:0.0625	SOURCEPAGE:p.34
Caranator (whole root)		TYPE:Goods.Herb.Consumable	COST:20	WT:0.0625	SOURCEPAGE:p.34
Cloth of Gold			TYPE:Goods.Herb.Consumable	COST:5	WT:0.0625	SOURCEPAGE:p.34
Coriander				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.34
Cowslip				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.34
Damiana				TYPE:Goods.Herb.Consumable	COST:6	WT:0.0625	SOURCEPAGE:p.34
Dittany (of Crete)		TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.35
Dobhran				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.35
Dragon's Blood (liquid resin)	TYPE:Goods.Herb.Consumable	COST:6	WT:0.0625	SOURCEPAGE:p.35
Dragon's Blood (dried resin)	TYPE:Goods.Herb.Consumable	COST:6	WT:0.0625	SOURCEPAGE:p.35
Dragon's Blood (dried bark)	TYPE:Goods.Herb.Consumable	COST:6	WT:0.125	SOURCEPAGE:p.35
Dryad's Tears (berries)		TYPE:Goods.Herb.Consumable	COST:0.5	WT:1		SOURCEPAGE:p.35
Dryad's Tears (leaves)		TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.25	SOURCEPAGE:p.35
Dryad's Tears (wine)		TYPE:Goods.Herb.Consumable	COST:1	WT:1		SOURCEPAGE:p.35
Echinarea				TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.35
Euphorbia (milk)			TYPE:Goods.Herb.Consumable	COST:1.5	WT:0.0625	SOURCEPAGE:p.36
Euphorbia (leaves)		TYPE:Goods.Herb.Consumable	COST:1.5	WT:0.125	SOURCEPAGE:p.36
Eyebright				TYPE:Goods.Herb.Consumable	COST:0.0	WT:0.0625	SOURCEPAGE:p.36
Firesnap				TYPE:Goods.Herb.Consumable	COST:3	WT:0.0625	SOURCEPAGE:p.36
Fool's Weed				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.36
Galangal				TYPE:Goods.Herb.Consumable	COST:3	WT:0.0625	SOURCEPAGE:p.36
Hawthorn (dried blossoms)	TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.37
Hawthorn (twigs)			TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.125	SOURCEPAGE:p.37
Hemlock (juice)			TYPE:Goods.Herb.Consumable	COST:1.5	WT:0.0625	SOURCEPAGE:p.37
Hemlock (dried leaves)		TYPE:Goods.Herb.Consumable	COST:1.5	WT:0.25	SOURCEPAGE:p.37
Holly					TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.37
Hops					TYPE:Goods.Herb.Consumable	COST:0.01	WT:0		SOURCEPAGE:p.37
Hysop (leaves)			TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.37
Hysop (stalks)			TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.37
Hysop (flowers)			TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.37
Juniper (juice)			TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.38
Juniper (berries)			TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.38
Juniper (bark)			TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.125	SOURCEPAGE:p.38
Karan (dried resin)		TYPE:Goods.Herb.Consumable	COST:2	WT:0.125	SOURCEPAGE:p.38
Karan (dried wood)		TYPE:Goods.Herb.Consumable	COST:2	WT:0.25	SOURCEPAGE:p.38
Larkspur (flowers)		TYPE:Goods.Herb.Consumable	COST:0.7	WT:0.0625	SOURCEPAGE:p.38
Larkspur (seeds)			TYPE:Goods.Herb.Consumable	COST:0.7	WT:0		SOURCEPAGE:p.38
Magirosa (rosebud)		TYPE:Goods.Herb.Consumable	COST:15	WT:0		SOURCEPAGE:p.38
Magirosa (petal)			TYPE:Goods.Herb.Consumable	COST:1	WT:0		SOURCEPAGE:p.38
Magirosa (dried thorns)		TYPE:Goods.Herb.Consumable	COST:1	WT:0.0625	SOURCEPAGE:p.38
Maguey				TYPE:Goods.Herb.Consumable	COST:5	WT:0.0625	SOURCEPAGE:p.38
Mandrake				TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.39
Mantle Sage				TYPE:Goods.Herb.Consumable	COST:2	WT:0.0625	SOURCEPAGE:p.39
Mastic (leaves)			TYPE:Goods.Herb.Consumable	COST:2	WT:0		SOURCEPAGE:p.39
Mastic (oil)			TYPE:Goods.Herb.Consumable	COST:2	WT:0.0625	SOURCEPAGE:p.39
Mistletoe				TYPE:Goods.Herb.Consumable	COST:0.1	WT:0.0625	SOURCEPAGE:p.39
Mugwort				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.39
Mullien				TYPE:Goods.Herb.Consumable	COST:0.3	WT:0.0625	SOURCEPAGE:p.40
Olibanus (Frankincense)		TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.40
Orris					TYPE:Goods.Herb.Consumable	COST:2	WT:0.0625	SOURCEPAGE:p.40
Rowan					TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.40
Sukake (Citron)			TYPE:Goods.Herb.Consumable	COST:50	WT:0		SOURCEPAGE:p.40
Sweetspire				TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.41
Tallquill (8 stalks)		TYPE:Goods.Herb.Consumable	COST:0.04	WT:0		SOURCEPAGE:p.41
Tallquill (ground seeds)	TYPE:Goods.Herb.Consumable	COST:0.04	WT:0.0625	SOURCEPAGE:p.41
Tallquill (paper)			TYPE:Goods.Herb.Consumable	COST:0.2	WT:0.0625	SOURCEPAGE:p.41
Tamarisk				TYPE:Goods.Herb.Consumable	COST:5	WT:1		SOURCEPAGE:p.41
Tumeric (oil)			TYPE:Goods.Herb.Consumable	COST:2	WT:0.0625	SOURCEPAGE:p.41
Tumeric (leaves)			TYPE:Goods.Herb.Consumable	COST:2	WT:0.125	SOURCEPAGE:p.41
Valerian				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.41
Vervain				TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.42
Wormwood				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.42
Yarrow				TYPE:Goods.Herb.Consumable	COST:0.05	WT:0.0625	SOURCEPAGE:p.42
Yucca					TYPE:Goods.Herb.Consumable	COST:0.5	WT:0.0625	SOURCEPAGE:p.43
