# CVS $Revision$ $Author$ -- Wed Feb  4 23:22:04 2009 -- reformated by prettylst.pl v1.39 (build 9132)
# SOURCELONG:Dawnforge	SOURCESHORT:DF	SOURCEWEB:http://www.fantasyflightgames.com/dawnforge.html
# Original Entry by: Ratheof Blithwyn, conversion to Abilities by Eddy Anthony

# Ability Category						Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object						Plural description for UI			Display Location
ABILITYCATEGORY:Moon Elf Transformation			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MoonElfRacialTransformation			PLURAL:Moon Elf Transformations		DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Moon Elf Transformation Skill		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DawnElfTransfSkill					PLURAL:Moon Elf Transformation Skills	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Moon Elf Transformation Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:DawnElfTransformationFeat			PLURAL:Moon Elf Transformation Feats	DISPLAYLOCATION:Feats

ABILITYCATEGORY:Wood Elf Talent				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:WoodElfRacialTalent				PLURAL:Wood Elf Talents				DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Wood Elf Talent Skill			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:WoodElfTalentSkill					PLURAL:Wood Elf Talent Skills			DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Wood Elf Talent Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:DawnElfTalentFeat.ItemCreation.Metamagic	PLURAL:Wood Elf Talent Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Wood Elf Transformation			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:WoodElfRacialTransformation			PLURAL:Wood Elf Transformations		DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Wood Elf Transformation Skill		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DawnElfTransfSkill					PLURAL:Wood Elf Transformation Skills	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Wood Elf Transformation Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:DawnElfTransformationFeat			PLURAL:Wood Elf Transformation Feats	DISPLAYLOCATION:Feats

ABILITYCATEGORY:Forest Wight Talent				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ForestWightRacialTalent				PLURAL:Forest Wight Talents			DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Forest Wight Talent Skill			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ForestWightTalentSkill				PLURAL:Forest Wight Talent Skills		DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Forest Wight Talent Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:ForestWightTalentFeat				PLURAL:Forest Wight Talent Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Forest Wight Transformation		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ForestWightRacialTransformation		PLURAL:Forest Wight Transformations		DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Forest Wight Transformation Skill	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ForestWightTransfSkill				PLURAL:Forest Wight Transformation Skills	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Forest Wight Transformation Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:ForestWightTransformationFeat			PLURAL:Forest Wight Transformation Feats	DISPLAYLOCATION:Feats

ABILITYCATEGORY:Orc Trusting Ears				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:OrcTrustingEars					PLURAL:Orc Trusting Ears			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tiefling Covert Casting			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:TieflingCovertCasting				PLURAL:Tiefling Covert Casting		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tiefling Combat Maneuver			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:TieflingCombatManeuver				PLURAL:Tiefling Combat Maneuvers		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tiefling Martial Training			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:TieflingMartialTraining				PLURAL:Tiefling Martial Training		DISPLAYLOCATION:Feats


###
ABILITYCATEGORY:Night Hunter Gift				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:NightHunterGift					PLURAL:Night Hunter Gift			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Fey Traveler Choice				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:FeyTravelerChoice					PLURAL:Fey Traveler Choices			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Disciple Mystery Discipline		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DiscipleMysteryDiscipline			PLURAL:Disciple Mystery Disciplines		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Orc Adapter Cultural Study		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:Orc Adapter Cultural Study			PLURAL:Orc Adapter Cultural Study		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Circle Walker Gift				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:CircleWalkerGift					PLURAL:Circle Walker Gifts			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Circle Walker Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:CircleWalkerChoice					PLURAL:Circle Walker Choices			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Wilderness Guide Gift			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:WildernessGuideGift				PLURAL:Wilderness Guide Gifts			DISPLAYLOCATION:Class Abilities


ABILITYCATEGORY:Bravo Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Bravo							PLURAL:Bravo Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Disciple of St. Baedras Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:DiscipleStBaedras					PLURAL:Disciple of St. Baedras Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Unbroken Resistance Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:UnbrokenResistance					PLURAL:Unbroken Resistances			DISPLAYLOCATION:Class Abilities


ABILITYCATEGORY:Panthic Order Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PanthicOrder						PLURAL:Panthic Order Choices			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Orc Adapter Cultural Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:OrcAdapterCultural					PLURAL:OrcAdapterCultural Choices		DISPLAYLOCATION:Class Abilities


ABILITYCATEGORY:Binder Bind Item Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BindItem						PLURAL:Binder Bind Item Choices		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Binder School Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AnySchool						PLURAL:Binder School Choices			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Binder Item Creation Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:ItemCreation						PLURAL:Binder Item Creation Feats		DISPLAYLOCATION:Feats

ABILITYCATEGORY:Trueborn Staunch Bonus			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:HTrueStaunchBonus					PLURAL:Trueborn Staunch Bonus Choices	DISPLAYLOCATION:Racial Abilities

#
# End
#
