# CVS $Revision$ $Author$ -- Sun Oct 12 14:41:16 2008 -- reformated by prettylst.pl v1.38 (build 7302)
#SOURCELONG:Dawning Star-Operation Quick Launch	SOURCESHORT:DS-OQL	SOURCEWEB:http://www.dawningstar.com/oql.htm

# Ability Category						Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI			Display Location
ABILITYCATEGORY:Terraformer Occupation Skills		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Terraformer_Skills		PLURAL:Terraformer Occupation Skills	DISPLAYLOCATION:Background
ABILITYCATEGORY:Tribal Leader Occupation Skills		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Tribal_Leader_Skills	PLURAL:Tribal Leader Occupation Skills	DISPLAYLOCATION:Background
ABILITYCATEGORY:Xeno Expert Occupation Skills		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Xeno_Expert_Skills		PLURAL:Xeno Expert Occupation Skills	DISPLAYLOCATION:Background

# Ability Category						Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI			Display Location
ABILITYCATEGORY:Bureaucrat Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Bureaucrat			PLURAL:Bureaucrat Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Dissident Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Dissident			PLURAL:Dissident Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Explorer Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:ExplorerOccupation		PLURAL:Explorer Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Hunter Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Hunter				PLURAL:Hunter Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Nomad Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Nomad				PLURAL:Nomad Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Pilot Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Pilot				PLURAL:Pilot Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Ranch Hand Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:RanchHand			PLURAL:Ranch Hand Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Scientist Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Scientist			PLURAL:Scientist Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Spacer Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Spacer				PLURAL:Spacer Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Terraformer Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Terraformer			PLURAL:Terraformer Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tribal Leader Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:TribalLeader			PLURAL:Tribal Leader Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Xeno Expert Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:XenoExpert			PLURAL:Xeno Expert Feats			DISPLAYLOCATION:Feats

#
ABILITYCATEGORY:Air Runner Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:AirRunner			PLURAL:Air Runner Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Barter Jack Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:BarterKing			PLURAL:Barter Jack Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Colonial Leader Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:ColonialLeader		PLURAL:Colonial Leader Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Gunhand Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Gunhand			PLURAL:Gunhand Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Lawman Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Lawman				PLURAL:Lawman Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Rancher Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Rancher			PLURAL:Rancher Feats				DISPLAYLOCATION:Feats

ABILITYCATEGORY:Rebuilder Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Rebuilder			PLURAL:Rebuilder Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Velin Guardian Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:VelinGuardian		PLURAL:Velin Guardian Feats			DISPLAYLOCATION:Feats
#
ABILITYCATEGORY:Rebuilder Sworn Enemy Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:RebuilderSwornEnemy	PLURAL:Rebuilder Sworn Enemy Choices	DISPLAYLOCATION:Talent
ABILITYCATEGORY:Velin Guardian Sworn Enemy Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:VelinGuardianSwornEnemy	PLURAL:Velin Guardian Sworn Enemy Choices	DISPLAYLOCATION:Talent
#
ABILITYCATEGORY:Force of Law Choice				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ForceLaw			PLURAL:Force of Law Choices			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Word of Law Choice				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:WordLaw			PLURAL:Word of Law Choices			DISPLAYLOCATION:Class Abilities


#
# End
#
