#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00
SOURCELONG:Starfinder Core Rulebook	SOURCESHORT:SCR	SOURCEDATE:2017-09
# Original Entry by: Andrew Maitland, and Gwen T

# TYPE:Coin required for OS
# Equipment Name	Type			Cost
Cred Stick		TYPE:Credit.Coin	COST:1
Credit		TYPE:Credit.Coin	COST:1


###Block:BASIC MELEE WEAPONS
#Weapon


# One-Handed Weapons
# Equipment Name			Unique Key					Required Weapon Proficiency					Type																															Cost		Weight	Damage	Wield Category	Modify VAR			Quality and value									Special Property									MODIFY			PART
Unarmed strike			KEY:Unarmed strike			PROFICIENCY:WEAPON|Unarmed strike				TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr					COST:0			DAMAGE:1d3	WIELD:OneHanded					QUALITY:Level|0	QUALITY:Critical|-	QUALITY:Bulk|-		SPROP:Archaic.nonlethal								MODIFY:ItemLevel|SET|0	PART:1|MODIFY:Damage|SET|1d3
Club					KEY:Club					PROFICIENCY:WEAPON|Club						TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr					COST:0	WT:0.1	DAMAGE:1d6	WIELD:OneHanded	BONUS:VAR|BulkLight|1	QUALITY:Level|0	QUALITY:Critical|-	QUALITY:Bulk|L		SPROP:Analog.archaic								MODIFY:ItemLevel|SET|0	PART:1|MODIFY:Damage|SET|1d6
Knife, tactical			KEY:Knife (tactical)			PROFICIENCY:WEAPON|Knife (tactical)				TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.Damage_UseStr.Operative											COST:6000	WT:0.1	DAMAGE:2d4	WIELD:OneHanded	BONUS:VAR|BulkLight|1	QUALITY:Level|7	QUALITY:Critical|-	QUALITY:Bulk|L		SPROP:Analog, operative								MODIFY:ItemLevel|SET|7	PART:1|MODIFY:Damage|SET|2d4
Incapacitator			KEY:Incapacitator				PROFICIENCY:WEAPON|Incapacitator				TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.Damage_UseStr.Operative											COST:14200	WT:0.1	DAMAGE:3d4	WIELD:OneHanded	BONUS:VAR|BulkLight|1	QUALITY:Level|9	QUALITY:Critical|Staggered	QUALITY:Bulk|L	SPROP:Nonlethal, operative, powered (capacity 20, usage 2)		MODIFY:ItemLevel|SET|9	PART:1|MODIFY:Damage|SET|3d4
Dagger, ultrathin			KEY:Dagger (ultrathin)			PROFICIENCY:WEAPON|Dagger (ultrathin)			TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.Damage_UseStr.Operative											COST:32800	WT:0.1	DAMAGE:4d4	WIELD:OneHanded	BONUS:VAR|BulkLight|1	QUALITY:Level|12	QUALITY:Critical|-	QUALITY:Bulk|L		SPROP:Analog, operative								MODIFY:ItemLevel|SET|12	PART:1|MODIFY:Damage|SET|4d4
Dagger, zero-edge			KEY:Dagger (zero-edge)			PROFICIENCY:WEAPON|Dagger (zero-edge)			TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.Damage_UseStr.Operative											COST:64400	WT:0.1	DAMAGE:6d4	WIELD:OneHanded	BONUS:VAR|BulkLight|1	QUALITY:Level|14	QUALITY:Critical|-	QUALITY:Bulk|L		SPROP:Analog, operative								MODIFY:ItemLevel|SET|14	PART:1|MODIFY:Damage|SET|6d4
Dagger, molecular rift		KEY:Dagger (molecular rift)		PROFICIENCY:WEAPON|Dagger (molecular rift)		TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.Damage_UseStr.Operative											COST:275000	WT:0.1	DAMAGE:10d4	WIELD:OneHanded	BONUS:VAR|BulkLight|1	QUALITY:Level|17	QUALITY:Critical|-	QUALITY:Bulk|L		SPROP:Analog, operative								MODIFY:ItemLevel|SET|17	PART:1|MODIFY:Damage|SET|10d4
Baton, advanced			KEY:Baton (advanced)			PROFICIENCY:WEAPON|Baton (advanced)				TYPE:RESIZABLE.Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.Damage_UseStr.Operative											COST:540000	WT:0.1	DAMAGE:8d6	WIELD:OneHanded	BONUS:VAR|BulkLight|1	QUALITY:Level|19	QUALITY:Critical|-	QUALITY:Bulk|L		SPROP:Operative, powered (capacity 20, usage 1)				MODIFY:ItemLevel|SET|19	PART:1|MODIFY:Damage|SET|8d6

# Two-Handed Weapons
Spear, tactical			KEY:Spear (tactical)			PROFICIENCY:WEAPON|Spear (tactical)				TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:375	WT:1		DAMAGE:1d6	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|1	QUALITY:Critical|-	QUALITY:Bulk|1		SPROP:Analog, block, thrown (20 ft.)					MODIFY:ItemLevel|SET|1	PART:1|MODIFY:Damage|SET|1d6
Staff, battle			KEY:Staff (battle)			PROFICIENCY:WEAPON|Staff (battle)				TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:80	WT:1		DAMAGE:1d4	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|1	QUALITY:Critical|Knockdown	QUALITY:Bulk|1	SPROP:Analog, block								MODIFY:ItemLevel|SET|1	PART:1|MODIFY:Damage|SET|1d4
Staff, carbon			KEY:Staff (carbon)			PROFICIENCY:WEAPON|Staff (carbon)				TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:6150	WT:1		DAMAGE:1d8	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|7	QUALITY:Critical|Knockdown	QUALITY:Bulk|1	SPROP:Analog, block								MODIFY:ItemLevel|SET|7	PART:1|MODIFY:Damage|SET|1d8
Spear, sentinel			KEY:Spear (sentinel)			PROFICIENCY:WEAPON|Spear (sentinel)				TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:10000	WT:1		DAMAGE:2d6	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|8	QUALITY:Critical|-	QUALITY:Bulk|1		SPROP:Analog, block, thrown (20 ft.)					MODIFY:ItemLevel|SET|8	PART:1|MODIFY:Damage|SET|2d6
Spear, buzzblade			KEY:Spear (buzzblade)			PROFICIENCY:WEAPON|Spear (buzzblade)			TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:22650	WT:1		DAMAGE:3d6	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|11	QUALITY:Critical|-	QUALITY:Bulk|1		SPROP:Block, powered (capacity 40, usage 2), thrown (20 ft.)	MODIFY:ItemLevel|SET|11	PART:1|MODIFY:Damage|SET|3d6
Spear, zero-edge			KEY:Spear (zero-edge)			PROFICIENCY:WEAPON|Spear (zero-edge)			TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:107350	WT:1		DAMAGE:7d6	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|15	QUALITY:Critical|-	QUALITY:Bulk|1		SPROP:Analog, block, thrown (20 ft.)					MODIFY:ItemLevel|SET|15	PART:1|MODIFY:Damage|SET|7d6
Staff, hardlight			KEY:Staff (hardlight)			PROFICIENCY:WEAPON|Staff (hardlight)			TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Bludgeoning.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:320800	WT:1		DAMAGE:8d8	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|18	QUALITY:Critical|Knockdown	QUALITY:Bulk|1	SPROP:Analog, block								MODIFY:ItemLevel|SET|18	PART:1|MODIFY:Damage|SET|8d8
Spear, gravity			KEY:Spear (gravity)			PROFICIENCY:WEAPON|Spear (gravity)				TYPE:RESIZABLE.Weapon.Melee.Prof Group Basic Melee.ToHit_UseStr.Damage_UseStr.Two-Handed Weapon	TYPE:Piercing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized	COST:552000	WT:1		DAMAGE:12d6	WIELD:TwoHanded	BONUS:VAR|Bulk|1		QUALITY:Level|19	QUALITY:Critical|-	QUALITY:Bulk|1		SPROP:Block, powered (capacity 40, usage 2), thrown (20 ft.)	MODIFY:ItemLevel|SET|19	PART:1|MODIFY:Damage|SET|12d6


###Block:ADVANCED MELEE WEAPONS

# One-Handed Weapons
# Equipment Name				Unique Key									Required Weapon Proficiency					Type																						Cost		Weight	Damage		Wield Category					Range		Ability													Modify VAR			Quality and value																		Special Property												MODIFY			PART
Skyfire sword, tactical			KEY:Skyfire sword (tactical)						PROFICIENCY:WEAPON|Skyfire sword (tactical)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Fire.Flame				COST:6120	WT:1		DAMAGE:2d4		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|7	QUALITY:Critical|Burn 1d8	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 2)								MODIFY:ItemLevel|SET|7	PART:1|MODIFY:Damage|SET|2d4
Skyfire sword, inferno			KEY:Skyfire sword (inferno)						PROFICIENCY:WEAPON|Skyfire sword (inferno)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Fire.Flame				COST:246000	WT:1		DAMAGE:7d8		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|17	QUALITY:Critical|Burn 4d12	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 1)								MODIFY:ItemLevel|SET|17	PART:1|MODIFY:Damage|SET|7d8
Plasma sword, tactical			KEY:Plasma sword (tactical)						PROFICIENCY:WEAPON|Plasma sword (tactical)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Fire.Plasma				COST:14550	WT:1		DAMAGE:2d8		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|9	QUALITY:Critical|Severe wound	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 2)								MODIFY:ItemLevel|SET|9	PART:1|MODIFY:Damage|SET|2d8
Plasma sword, red star			KEY:Plasma sword (red star)						PROFICIENCY:WEAPON|Plasma sword (red star)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Fire.Plasma				COST:54300	WT:1		DAMAGE:4d8		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|13	QUALITY:Critical|Severe wound	QUALITY:Bulk|1										SPROP:Powered (capacity 40, usage 4)								MODIFY:ItemLevel|SET|13	PART:1|MODIFY:Damage|SET|4d8
Plasma sword, yellow star		KEY:Plasma sword (yellow star)					PROFICIENCY:WEAPON|Plasma sword (yellow star)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Fire.Plasma				COST:127000	WT:1		DAMAGE:5d8		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|15	QUALITY:Critical|Severe wound	QUALITY:Bulk|1										SPROP:Powered (capacity 40, usage 4)								MODIFY:ItemLevel|SET|15	PART:1|MODIFY:Damage|SET|5d8
Plasma sword, white star		KEY:Plasma sword (white star)						PROFICIENCY:WEAPON|Plasma sword (white star)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Fire.Plasma				COST:415600	WT:1		DAMAGE:8d8		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|18	QUALITY:Critical|Severe wound	QUALITY:Bulk|1										SPROP:Powered (capacity 40, usage 4)								MODIFY:ItemLevel|SET|18	PART:1|MODIFY:Damage|SET|8d8
Plasma sword, blue star			KEY:Plasma sword (blue star)						PROFICIENCY:WEAPON|Plasma sword (blue star)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Fire.Plasma				COST:920250	WT:1		DAMAGE:10d8		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|20	QUALITY:Critical|Severe wound	QUALITY:Bulk|1										SPROP:Powered (capacity 40, usage 4)								MODIFY:ItemLevel|SET|20	PART:1|MODIFY:Damage|SET|10d8
Shock truncheon, static			KEY:Shock truncheon (static)						PROFICIENCY:WEAPON|Shock truncheon (static)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Shock				COST:9150	WT:1		DAMAGE:1d12		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|8	QUALITY:Critical|Arc 1d4	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 2), stun							MODIFY:ItemLevel|SET|8	PART:1|MODIFY:Damage|SET|1d12
Shock truncheon, aurora			KEY:Shock truncheon (aurora)						PROFICIENCY:WEAPON|Shock truncheon (aurora)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Shock				COST:23000	WT:1		DAMAGE:2d12		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|11	QUALITY:Critical|Arc 2d4	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 2), stun							MODIFY:ItemLevel|SET|11	PART:1|MODIFY:Damage|SET|2d12
Shock truncheon, storm			KEY:Shock truncheon (storm)						PROFICIENCY:WEAPON|Shock truncheon (storm)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Shock				COST:80200	WT:1		DAMAGE:3d12		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|16	QUALITY:Critical|Arc 3d4	QUALITY:Bulk|1										SPROP:Powered (capacity 40, usage 2), stun							MODIFY:ItemLevel|SET|16	PART:1|MODIFY:Damage|SET|3d12
Shock truncheon, tempest		KEY:Shock truncheon (tempest)						PROFICIENCY:WEAPON|Shock truncheon (tempest)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Electricity.Shock				COST:545000	WT:1		DAMAGE:6d12		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|19	QUALITY:Critical|Arc 6d4	QUALITY:Bulk|1										SPROP:Powered (capacity 40, usage 2), stun							MODIFY:ItemLevel|SET|19	PART:1|MODIFY:Damage|SET|6d12
Pulse gauntlet, thunderstrike		KEY:Pulse gauntlet (thunderstrike)					PROFICIENCY:WEAPON|Pulse gauntlet (thunderstrike)	TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Bludgeoning.Sonic				COST:475	WT:1		DAMAGE:1d6		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|2	QUALITY:Critical|Knockdown	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 1)								MODIFY:ItemLevel|SET|2	PART:1|MODIFY:Damage|SET|1d6
Pulse gauntlet, LFD			KEY:Pulse gauntlet (LFD)						PROFICIENCY:WEAPON|Pulse gauntlet (LFD)			TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Bludgeoning.Sonic				COST:7340	WT:1		DAMAGE:2d6		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|7	QUALITY:Critical|Knockdown	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 1)								MODIFY:ItemLevel|SET|7	PART:1|MODIFY:Damage|SET|2d6
Pulse gauntlet, HFD			KEY:Pulse gauntlet (HFD)						PROFICIENCY:WEAPON|Pulse gauntlet (HFD)			TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Bludgeoning.Sonic				COST:31300	WT:1		DAMAGE:5d6		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|12	QUALITY:Critical|Knockdown	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 1)								MODIFY:ItemLevel|SET|12	PART:1|MODIFY:Damage|SET|5d6
Pulse gauntlet, banshee			KEY:Pulse gauntlet (banshee)						PROFICIENCY:WEAPON|Pulse gauntlet (banshee)		TYPE:RESIZABLE.Weapon.Melee.Prof Group Advanced Melee.Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Bludgeoning.Sonic				COST:148200	WT:1		DAMAGE:10d6		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|16	QUALITY:Critical|Knockdown	QUALITY:Bulk|1										SPROP:Powered (capacity 20, usage 1)								MODIFY:ItemLevel|SET|16	PART:1|MODIFY:Damage|SET|10d6


# UNCATEGORIZED
Hammer, assault				KEY:Hammer (assault)							PROFICIENCY:WEAPON|Hammer (assault)				TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr	TYPE:Bludgeoning					COST:95	WT:1		DAMAGE:1d6		WIELD:OneHanded																					BONUS:VAR|Bulk|1		QUALITY:Level|1	QUALITY:Critical|-	QUALITY:Bulk|1											SPROP:Analog												MODIFY:ItemLevel|SET|1	PART:1|MODIFY:Damage|SET|1d6
