SOURCELONG:System Reference Document 5.0	SOURCESHORT:SRD5	SOURCEWEB:http://dnd.wizards.com/articles/features/systems-reference-document-srd
# Original Entry: See contributors listed in PCC file.

# Monsters begin on page 264, appendix creatures are on page 361

###Block: Monsters -- Page 264
Aboleth							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Aboleth								SOURCEPAGE:p.13			SIZE:L	RACETYPE:Aberration	KIT:1|LE	BONUS:VAR|AC_Natural_Armor|8|TYPE=Racial	MONSTERCLASS:Hit Die:18	MOVE:Walk,10,Swim,40	BONUS:STAT|STR|10	BONUS:STAT|DEX|-2	BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	BONUS:VAR|DarkvisionRange|120|TYPE=Base	BONUS:VAR|TelepathyRange|120|TYPE=Base	CR:10
Angel (Deva)					OUTPUTNAME:Deva								ABILITY:Internal|AUTOMATIC|Racial Trait ~ Angel (Deva)									SOURCEPAGE:p.16		KEY:Angel (Deva)					SORTKEY:Angel	SIZE:M	RACETYPE:Celestial	KIT:1|LG	BONUS:VAR|AC_Natural_Armor|3|TYPE=Racial	MONSTERCLASS:Hit Die:16	MOVE:Walk,30,Fly,90	BONUS:STAT|STR|8	BONUS:STAT|DEX|8	BONUS:STAT|CON|8	BONUS:STAT|INT|6	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10	BONUS:VAR|DarkvisionRange|120|TYPE=Base	CR:10
Bugbear							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Bugbear							SOURCEPAGE:p.33			SIZE:M	RACETYPE:Humanoid	RACESUBTYPE:Goblinoid	KIT:1|CE	MONSTERCLASS:Hit Die:5	MOVE:Walk,30	BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|0	BONUS:STAT|CHA|-2	BONUS:VAR|DarkvisionRange|60|TYPE=Base	CR:1
Bulette							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Bulette								SOURCEPAGE:p.34			SIZE:L	RACETYPE:Monstrosity	KIT:1|UA	BONUS:VAR|AC_Natural_Armor|7|TYPE=Racial	MONSTERCLASS:Hit Die:9	MOVE:Walk,40,Burrow,40	BONUS:STAT|STR|8	BONUS:STAT|DEX|0	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|0	BONUS:STAT|CHA|-6	BONUS:VAR|DarkvisionRange,TremorSenseRange|60|TYPE=Base	CR:5

Centaur							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Centaur								SOURCEPAGE:p.38			SIZE:L	RACETYPE:Monstrosity	KIT:1|NG	MONSTERCLASS:Hit Die:6	MOVE:Walk,50	BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|0	CR:2
Chimera							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Chimera								SOURCEPAGE:p.39			SIZE:L	RACETYPE:Monstrosity	KIT:1|CE	BONUS:VAR|AC_Natural_Armor|4|TYPE=Racial	MONSTERCLASS:Hit Die:12	MOVE:Walk,30,Fly,60	BONUS:STAT|STR|8	BONUS:STAT|DEX|0	BONUS:STAT|CON|8	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|0	BONUS:VAR|DarkvisionRange|60|TYPE=Base	CR:6
Chuul								ABILITY:Internal|AUTOMATIC|Racial Trait ~ Chuul									SOURCEPAGE:p.40			SIZE:L	RACETYPE:Aberration	KIT:1|CE	BONUS:VAR|AC_Natural_Armor|6|TYPE=Racial	MONSTERCLASS:Hit Die:11	MOVE:Walk,30,Swim,30	BONUS:STAT|STR|8	BONUS:STAT|DEX|0	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|0	BONUS:STAT|CHA|-6	BONUS:VAR|DarkvisionRange|60|TYPE=Base	CR:4
Cloaker							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Cloaker								SOURCEPAGE:p.41			SIZE:L	RACETYPE:Aberration	KIT:1|CN	BONUS:VAR|AC_Natural_Armor|2|TYPE=Racial	MONSTERCLASS:Hit Die:12	MOVE:Walk,10,Fly,40	BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	BONUS:VAR|DarkvisionRange|60|TYPE=Base	CR:8
Cockatrice							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Cockatrice								SOURCEPAGE:p.42			SIZE:S	RACETYPE:Monstrosity	KIT:1|UA	MONSTERCLASS:Hit Die:6	MOVE:Walk,20,Fly,40	BONUS:STAT|STR|-4	BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6	BONUS:VAR|DarkvisionRange|60|TYPE=Base	CR:1/2
Couatl							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Couatl								SOURCEPAGE:p.43			SIZE:M	RACETYPE:Celestial	KIT:1|LG	BONUS:VAR|AC_Natural_Armor|4|TYPE=Racial	MONSTERCLASS:Hit Die:13	MOVE:Walk,30,Fly,90	BONUS:STAT|STR|6	BONUS:STAT|DEX|10	BONUS:STAT|CON|6	BONUS:STAT|INT|8	BONUS:STAT|WIS|10	BONUS:STAT|CHA|8	BONUS:VAR|TruesightRange,TelepathyRange|120|TYPE=Base	CR:4

Darkmantle							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Darkmantle								SOURCEPAGE:p.46			SIZE:S	RACETYPE:Monstrosity	KIT:1|UA	MONSTERCLASS:Hit Die:5	MOVE:Walk,10,Fly,30	BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|0	BONUS:STAT|CHA|-6	BONUS:VAR|BlindsightRange|60|TYPE=Base	CR:1/2
# Incomplete
## Demons
# Balor								ABILITY:Internal|AUTOMATIC|Racial Trait ~ Balor									SOURCEPAGE:p.55			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Dretch							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Dretch								SOURCEPAGE:p.57			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Glabrezu							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Glabrezu								SOURCEPAGE:p.58			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Hezrou							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Hezrou								SOURCEPAGE:p.60			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Marilith 							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Marilith 								SOURCEPAGE:p.61			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Nalfeshnee							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Nalfeshnee								SOURCEPAGE:p.62			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
Quasit		SOURCEPAGE:p.	SIZE:T	RACETYPE:Fiend	RACESUBTYPE:Demon|Shapechanger			KIT:2|CE|Default Creature ~ Quasit			MONSTERCLASS:Hit Die:3	MOVE:Walk,40		BONUS:STAT|STR|-6	BONUS:STAT|DEX|6	BONUS:STAT|CON|0	BONUS:STAT|INT|-4	BONUS:STAT|WIS|0	BONUS:STAT|CHA|0	BONUS:VAR|DarkvisionRange|120	CR:1	ABILITY:Internal|AUTOMATIC|Racial Trait ~ Quasit
# Vrock								ABILITY:Internal|AUTOMATIC|Racial Trait ~ Vrock									SOURCEPAGE:p.64			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
## Devils
# Barbed Devil						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Barbed Devil							SOURCEPAGE:p.70			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Bearded Devil						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Bearded Devil							SOURCEPAGE:p.70			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Bone Devil							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Bone Devil								SOURCEPAGE:p.71			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Chain Devil							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Chain Devil								SOURCEPAGE:p.72			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Erinyes							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Erinyes								SOURCEPAGE:p.73			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Horned Devil						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Horned Devil							SOURCEPAGE:p.74			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Ice Devil							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Ice Devil								SOURCEPAGE:p.75			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Imp								ABILITY:Internal|AUTOMATIC|Racial Trait ~ Imp									SOURCEPAGE:p.76			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Lemure							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Lemure								SOURCEPAGE:p.76			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Pit Fiend							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Pit Fiend								SOURCEPAGE:p.77			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
## Dinosaurs
# Plesiosaurus						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Plesiosaurus							SOURCEPAGE:p.80			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Triceratops							ABILITY:Internal|AUTOMATIC|Racial Trait ~ Triceratops								SOURCEPAGE:p.80			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Tyrannosaurus Rex						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Tyrannosaurus Rex							SOURCEPAGE:p.80			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:

# Doppelganger						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Doppelganger							SOURCEPAGE:p.82			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:

## Dragons, Chromatic
# Ancient Black Dragon					ABILITY:Internal|AUTOMATIC|Racial Trait ~ Ancient Black Dragon						SOURCEPAGE:p.87			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Adult Black Dragon					ABILITY:Internal|AUTOMATIC|Racial Trait ~ Adult Black Dragon						SOURCEPAGE:p.88			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Young Black Dragon					ABILITY:Internal|AUTOMATIC|Racial Trait ~ Young Black Dragon						SOURCEPAGE:p.88			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Black Dragon Wyrmling					ABILITY:Internal|AUTOMATIC|Racial Trait ~ Black Dragon Wyrmling						SOURCEPAGE:p.88			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:

# Ancient Blue Dragon					ABILITY:Internal|AUTOMATIC|Racial Trait ~ Ancient Blue Dragon						SOURCEPAGE:p.90			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Adult Blue Dragon						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Adult Blue Dragon							SOURCEPAGE:p.91			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Young Blue Dragon						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Young Blue Dragon							SOURCEPAGE:p.91			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:
# Blue Dragon Wyrmling					ABILITY:Internal|AUTOMATIC|Racial Trait ~ Blue Dragon Wyrmling						SOURCEPAGE:p.91			SIZE:	RACETYPE:	KIT:1|	BONUS:VAR|NaturalArmor|x|TYPE=Racial	MONSTERCLASS:Hit Die:	MOVE:Walk,	BONUS:STAT|STR|	BONUS:STAT|DEX|	BONUS:STAT|CON|	BONUS:STAT|INT|	BONUS:STAT|WIS|	BONUS:STAT|CHA|	BONUS:VAR|DarkvisionRange|0|TYPE=Base	CR:

