# CVS $Revision: 21407 $ $Author: evilmynex $ -- Tue Dec 15 01:48:08 2015 -- reformated by PCGen PrettyLST v6.06.00
SOURCELONG:Core Rulebook	SOURCESHORT:CR	SOURCEWEB:http://paizo.com/store/downloads/pathfinder/pathfinderRPG/v5748btpy88yj	SOURCEDATE:2009-08
# Original RSRD Entry by: abernat
# Pathfinder RPG Entry by: Stefan Radermacher

# SIMPLE WEAPONS
# -- unarmed
# Weapon Name			Type
Sling					TYPE:Simple.Ranged.Bludgeoning.RangedBludgeoning

# Martial
# -- light
Throwing Axe			TYPE:Martial.Light.Thrown.Slashing.Axe.LightMartial
Light Hammer			TYPE:Martial.Light.Thrown.Melee.Bludgeoning.Hammer.LightMartial
Handaxe				TYPE:Martial.Light.Melee.Slashing.MeleeSlashing.Axe.LightMartial
Kukri					TYPE:Martial.Light.Melee.Slashing.MeleeSlashing.LightMartial
Light Pick			TYPE:Martial.Light.Melee.Piercing.MeleePiercing.Pick.Axe.LightMartial
Sap					TYPE:Martial.Light.Melee.Bludgeoning.MeleeBludgeoning.LightMartial
#Shieldbash (Light)		TYPE:Martial.Light.Melee.Bludgeoning.MeleeBludgeoning
Spiked Armor			TYPE:Martial.Light.Melee.Piercing.MeleePiercing.LightMartial
Starknife				TYPE:Martial.Light.Melee.Ranged.Piercing.MeleePiercing.RangedPiercing.Dagger.LightMartial
Short Sword			TYPE:Martial.Light.Melee.Piercing.MeleePiercing.Sword.LightMartial
# 1-handers
Battleaxe				TYPE:Martial.OneHanded.Melee.Slashing.MeleeSlashing.Axe.OneHandedMartial
Light Flail					TYPE:Martial.OneHanded.Melee.Bludgeoning.Flail.MeleeBludgeoning.OneHandedMartial
Longsword				TYPE:Martial.OneHanded.Melee.Slashing.MeleeSlashing.Sword.OneHandedMartial
Heavy Pick			TYPE:Martial.OneHanded.Melee.Piercing.MeleePiercing.Pick.Axe.OneHandedMartial
Rapier				TYPE:Martial.OneHanded.Melee.Piercing.MeleePiercing.Sword.OneHandedMartial
Scimitar				TYPE:Martial.OneHanded.Melee.Slashing.MeleeSlashing.Sword.OneHandedMartial
#Shieldbash (Heavy)		TYPE:Martial.OneHanded.Melee.Bludgeoning.MeleeBludgeoning
Trident				TYPE:Martial.OneHanded.Melee.Thrown.Piercing.RangedPiercing.MeleePiercing.Spear.OneHandedMartial
Warhammer				TYPE:Martial.OneHanded.Melee.Bludgeoning.MeleeBludgeoning.Hammer.OneHandedMartial
# 2-handers
Falchion				TYPE:Martial.TwoHanded.Melee.Slashing.MeleeSlashing.Sword
Glaive				TYPE:Martial.TwoHanded.Melee.Slashing.MeleeSlashing.Polearm
Greataxe				TYPE:Martial.TwoHanded.Melee.Slashing.MeleeSlashing.Axe
Greatclub				TYPE:Martial.TwoHanded.Melee.Bludgeoning.MeleeBludgeoning.Club
Heavy Flail			TYPE:Martial.TwoHanded.Melee.Bludgeoning.MeleeBludgeoning.Flail
Greatsword				TYPE:Martial.TwoHanded.Melee.Slashing.MeleeSlashing.Sword
Guisarme				TYPE:Martial.TwoHanded.Melee.Slashing.MeleeSlashing.Polearm
Halberd				TYPE:Martial.TwoHanded.Melee.Slashing.MeleeSlashing.Polearm.Piercing.MeleePiercing
Lance					TYPE:Martial.TwoHanded.Melee.Piercing.MeleePiercing.Spear

Ranseur				TYPE:Martial.TwoHanded.Melee.Piercing.MeleePiercing.Polearm
Scythe				TYPE:Martial.TwoHanded.Melee.Slashing.MeleeSlashing.Piercing.MeleePiercing
Bastard Sword			TYPE:Martial.TwoHanded.Exotic.Melee.Slashing.MeleeSlashing.Sword
Dwarven Waraxe			TYPE:Martial.TwoHanded.Exotic.Melee.Slashing.MeleeSlashing.Axe.Dwarven
# --ranged
Longbow				TYPE:Martial.Ranged.Piercing.RangedPiercing.Archery
Shortbow				TYPE:Martial.Ranged.Piercing.RangedPiercing.Archery
# EXOTIC
# -- light
Kama					TYPE:Exotic.Light.Melee.Slashing.MeleeSlashing
Nunchaku				TYPE:Exotic.Light.Melee.Bludgeoning.MeleeBludgeoning
Sai					TYPE:Exotic.Light.Melee.Thrown.Bludgeoning.MeleeBludgeoning
Siangham				TYPE:Exotic.Light.Melee.Piercing.MeleePiercing
# -- 1-handers
Whip					TYPE:Exotic.OneHanded.Melee.Slashing.MeleeSlashing.Reach
# -- 2-handers
Orc Double Axe			TYPE:Exotic.TwoHanded.Melee.Slashing.MeleeSlashing.Orc.Axe.DoubleWeapon
Spiked Chain			TYPE:Exotic.TwoHanded.Melee.Piercing.MeleePiercing.Reach
Elven Curve Blade		TYPE:Exotic.TwoHanded.Melee.Slashing.MeleeSlashing.Sword.Elven
Dire Flail			TYPE:Exotic.TwoHanded.Melee.Bludgeoning.MeleeBludgeoning.Flail
Gnome Hooked Hammer		TYPE:Exotic.TwoHanded.Melee.Bludgeoning.MeleeBludgeoning.Piercing.MeleePiercing.Hammer.Pick.Gnome
Two-Bladed Sword		TYPE:Exotic.TwoHanded.Melee.Slashing.MeleeSlashing.Sword.DoubleWeapon
Dwarven Urgrosh			TYPE:Exotic.TwoHanded.Melee.Slashing.MeleeSlashing.Piercing.MeleePiercing.Axe.DoubleWeapon.Dwarven
# -- ranged
Bolas					TYPE:Exotic.Thrown.Bludgeoning
Hand Crossbow			TYPE:Exotic.Ranged.Piercing.RangedPiercing.Crossbow.Archery
Repeating Heavy Crossbow	TYPE:Exotic.Ranged.Piercing.RangedPiercing.Crossbow.Archery
Repeating Light Crossbow	TYPE:Exotic.Ranged.Piercing.RangedPiercing.Crossbow.Archery
Net					TYPE:Exotic.Thrown.Net
Shuriken				TYPE:Exotic.Thrown.Piercing.RangedPiercing
Halfling Sling Staff		TYPE:Exotic.Ranged.Bludgeoning.RangedBludgeoning.Halfling

# SPECIALS
Flurry of Blows			TYPE:Special.Light.Melee.Unarmed.Bludgeoning.Monk
Improvised Weapon			TYPE:Improvised

# Thrown Rocks
Rock					TYPE:Simple.Ranged.Bludgeoning.Thrown.Rock

###Block: Weapon Groups:

#Axes:
# Weapon Name				Type
Battleaxe.MOD				TYPE:Axe.Weapon Group Axes
Dwarven Waraxe.MOD			TYPE:Axe.Weapon Group Axes.Weapon Group Axes TwoHanded
Greataxe.MOD				TYPE:Axe.Weapon Group Axes.Weapon Group Axes TwoHanded
Handaxe.MOD					TYPE:Axe.Weapon Group Axes
Heavy Pick.MOD				TYPE:Axe.Weapon Group Axes
Light Pick.MOD				TYPE:Axe.Weapon Group Axes
Orc Double Axe.MOD			TYPE:Axe.Weapon Group Axes.Weapon Group Axes TwoHanded
Throwing Axe.MOD			TYPE:Axe.Weapon Group Axes

#Blades, Heavy:
Bastard Sword.MOD			TYPE:Bladeheavy.Weapon Group Blades Heavy.Weapon Group Blades Heavy TwoHanded
Elven Curve Blade.MOD			TYPE:Bladeheavy.Weapon Group Blades Heavy
Falchion.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy
Greatsword.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy.Weapon Group Blades Heavy TwoHanded
Longsword.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy
Scimitar.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy
Scythe.MOD					TYPE:Bladeheavy.Weapon Group Blades Heavy.Weapon Group Blades Heavy TwoHanded
Two-Bladed Sword.MOD			TYPE:Bladeheavy.Weapon Group Blades Heavy.Weapon Group Blades Heavy TwoHanded

#Blades, Light:
Dagger.MOD					TYPE:Bladelight.Weapon Group Blades Light
Kama.MOD					TYPE:Bladelight.Weapon Group Blades Light
Kukri.MOD					TYPE:Bladelight.Weapon Group Blades Light
Rapier.MOD					TYPE:Bladelight.Weapon Group Blades Light
Short Sword.MOD				TYPE:Bladelight.Weapon Group Blades Light
Sickle.MOD					TYPE:Bladelight.Weapon Group Blades Light
Starknife.MOD				TYPE:Bladelight.Weapon Group Blades Light

#Bows:
#Composite Longbow.MOD	TYPE:Bow
#Composite Shortbow.MOD	TYPE:Bow
Longbow.MOD					TYPE:Bow.Weapon Group Bows
Shortbow.MOD				TYPE:Bow.Weapon Group Bows

#Close:
Gauntlet.MOD				TYPE:Close.Weapon Group Close
#Heavy Shield.MOD	TYPE:Close
#Light Shield.MOD	TYPE:Close
Shieldbash.MOD				TYPE:Close.Weapon Group Close
Punching Dagger.MOD			TYPE:Close.Weapon Group Close
Sap.MOD					TYPE:Close.Weapon Group Close
Spiked Armor.MOD				TYPE:Close.Weapon Group Close
Spiked Gauntlet.MOD			TYPE:Close.Weapon Group Close
#Spiked Shield.MOD				TYPE:Close.Weapon Group Close
Unarmed Strike.MOD			TYPE:Close.Weapon Group Close

#Crossbows:
Hand Crossbow.MOD			TYPE:Crossbow.Weapon Group Crossbows
Heavy Crossbow.MOD			TYPE:Crossbow.Weapon Group Crossbows
Repeating Heavy Crossbow.MOD	TYPE:Crossbow.Weapon Group Crossbows
Light Crossbow.MOD			TYPE:Crossbow.Weapon Group Crossbows
Repeating Light Crossbow.MOD	TYPE:Crossbow.Weapon Group Crossbows

#Double:
Dire Flail.MOD				TYPE:Double.Weapon Group Double.Weapon Group Double TwoHanded
Dwarven Urgrosh.MOD			TYPE:Double.Weapon Group Double.Weapon Group Double TwoHanded
Gnome Hooked Hammer.MOD		TYPE:Double.Weapon Group Double.Weapon Group Double TwoHanded
Orc Double Axe.MOD			TYPE:Double.Weapon Group Double.Weapon Group Double TwoHanded
Quarterstaff.MOD				TYPE:Double.Weapon Group Double.Weapon Group Double TwoHanded
Two-Bladed Sword.MOD			TYPE:Double.Weapon Group Double.Weapon Group Double TwoHanded


#Flails:
Dire Flail.MOD				TYPE:Flail.Weapon Group Flails.Weapon Group Flails TwoHanded
Light Flail.MOD					TYPE:Flail.Weapon Group Flails
Heavy Flail.MOD				TYPE:Flail.Weapon Group Flails.Weapon Group Flails TwoHanded
Morningstar.MOD				TYPE:Flail.Weapon Group Flails
Spiked Chain.MOD			TYPE:Flail.Weapon Group Flails
Whip.MOD					TYPE:Flail.Weapon Group Flails

#Hammers:
Club.MOD					TYPE:Hammer.Weapon Group Hammers
Greatclub.MOD				TYPE:Hammer.Weapon Group Hammers.Weapon Group Hammers TwoHanded
Heavy Mace.MOD				TYPE:Hammer.Weapon Group Hammers
Light Hammer.MOD			TYPE:Hammer.Weapon Group Hammers
Light Mace.MOD				TYPE:Hammer.Weapon Group Hammers
Warhammer.MOD				TYPE:Hammer.Weapon Group Hammers

#Monk:
Kama.MOD					TYPE:Monk.Weapon Group Monk
Quarterstaff.MOD				TYPE:Monk.Weapon Group Monk.Weapon Group Monk TwoHanded
Sai.MOD					TYPE:Monk.Weapon Group Monk
Shuriken.MOD				TYPE:Monk.Weapon Group Monk
Unarmed Strike.MOD			TYPE:Monk.Natural.Weapon Group Monk

#Natural:
Unarmed Strike.MOD			TYPE:Weapon Group Natural
#Bite.MOD	TYPE:Natural
#Claw.MOD	TYPE:Natural
#Gore.MOD	TYPE:Natural
#Tail.MOD	TYPE:Natural
#Wing.MOD	TYPE:Natural

#Pole Arms:
Glaive.MOD					TYPE:Polearm.Weapon Group Pole Arms.Weapon Group Pole Arms TwoHanded
Guisarme.MOD				TYPE:Polearm.Weapon Group Pole Arms.Weapon Group Pole Arms TwoHanded
Halberd.MOD					TYPE:Polearm.Weapon Group Pole Arms.Weapon Group Pole Arms TwoHanded
Ranseur.MOD					TYPE:Polearm.Weapon Group Pole Arms.Weapon Group Pole Arms TwoHanded

#Spears:
Javelin.MOD					TYPE:Spear.Weapon Group Spears
#Harpoon.MOD	TYPE:Spear
Lance.MOD					TYPE:Spear.Weapon Group Spears
Longspear.MOD				TYPE:Spear.Weapon Group Spears.Weapon Group Spears TwoHanded
Shortspear.MOD				TYPE:Spear.Weapon Group Spears
Spear.MOD					TYPE:Spear.Weapon Group Spears
Trident.MOD					TYPE:Spear.Weapon Group Spears

#Thrown:
Blowgun.MOD					TYPE:Thrown.Weapon Group Thrown
Bolas.MOD					TYPE:Thrown.Weapon Group Thrown
Club.MOD					TYPE:Thrown.Weapon Group Thrown
Dagger.MOD					TYPE:Thrown.Weapon Group Thrown
Dart.MOD					TYPE:Thrown.Weapon Group Thrown
Halfling Sling Staff.MOD		TYPE:Thrown.Weapon Group Thrown
Javelin.MOD					TYPE:Thrown.Weapon Group Thrown
Light Hammer.MOD			TYPE:Thrown.Weapon Group Thrown
Net.MOD					TYPE:Thrown.Weapon Group Thrown
Shortspear.MOD				TYPE:Thrown.Weapon Group Thrown
Shuriken.MOD				TYPE:Thrown.Weapon Group Thrown
Sling.MOD					TYPE:Thrown.Weapon Group Thrown
Spear.MOD					TYPE:Thrown.Weapon Group Thrown
Starknife.MOD				TYPE:Thrown.Weapon Group Thrown
Throwing Axe.MOD			TYPE:Thrown.Weapon Group Thrown
Trident.MOD					TYPE:Thrown.Weapon Group Thrown



# swordlike weapons (including bastard swords, daggers, elven curve blades, falchions, greatswords, kukris, longswords,
#punching daggers, rapiers, scimitars, short swords, and two-bladed swords).
Bastard Sword.MOD			TYPE:SwordLike.Tengu
Dagger.MOD					TYPE:SwordLike.Tengu
Elven Curve Blade.MOD			TYPE:SwordLike.Tengu
Falchion.MOD				TYPE:SwordLike.Tengu
Greatsword.MOD				TYPE:SwordLike.Tengu
Kukri.MOD					TYPE:SwordLike.Tengu
Longsword.MOD				TYPE:SwordLike.Tengu
Punching Dagger.MOD			TYPE:SwordLike.Tengu
Rapier.MOD					TYPE:SwordLike.Tengu
Scimitar.MOD				TYPE:SwordLike.Tengu
Short Sword.MOD				TYPE:SwordLike.Tengu
Two-Bladed Sword.MOD			TYPE:SwordLike.Tengu

# Simplify the system to avoid user confusion.
#Bastard Sword (Exotic)			TYPE:ExoticExtra.SwordLike.Tengu
#Dwarven Waraxe (Exotic)			TYPE:ExoticExtra
