# CVS $Revision$ $Author$ -- Sun Oct 12 14:46:31 2008 -- reformated by prettylst.pl v1.38 (build 7302)
# Original Entry by: Arknight
#
# Ability Categories
#

###Block: Ability Categories
# Ability Category		Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object	Type of Object	Plural description for UI	Display Location
ABILITYCATEGORY:Wanderer Occupation Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Wanderer_Skills														PLURAL:Wanderer Occupation Skills			DISPLAYLOCATION:Background

# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object															Plural description for UI				Display Location
ABILITYCATEGORY:Slave Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Slave																PLURAL:Slave Feats					DISPLAYLOCATION:Feats

# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object															Plural description for UI				Display Location
ABILITYCATEGORY:Feral Background Skills				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Feral_Skills															PLURAL:Feral Background Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Tribal Background Skills				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Tribal_Skills														PLURAL:Tribal Background Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Ritual Preservationist Background Skills	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Ritual_Preservationist_Skills												PLURAL:Ritual Preservationist Background Skills	DISPLAYLOCATION:Background
ABILITYCATEGORY:Resentful Background Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Resentful_Skills														PLURAL:Resentful Background Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Radical Background Skills				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Radical_Skills														PLURAL:Radical Background Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Degenerate Background Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Degenerate_Skills														PLURAL:Degenerate Background Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Resurrector Background Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Resurrector_Skills														PLURAL:Resurrector Background Skills		DISPLAYLOCATION:Background
ABILITYCATEGORY:Visionary Reinventor Background Skills	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Visionary_Reinventor_Skills												PLURAL:Visionary Reinventor Background Skills	DISPLAYLOCATION:Background
ABILITYCATEGORY:Guardian Background Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Guardian_Skills														PLURAL:Guardian Background Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Hedonist Background Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Hedonist_Skills														PLURAL:Hedonist Background Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Advanced Background Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Starting Occupation	TYPE:Advanced_Skills														PLURAL:Advanced Background Skills			DISPLAYLOCATION:Background

# Background Bonus Feat Pools
# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object															Plural description for UI				Display Location
ABILITYCATEGORY:Feral Background Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Feral																PLURAL:Feral Background Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tribal Background Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Tribal																PLURAL:Tribal Background Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Resentful Background Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Resentful															PLURAL:Resentful Background Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Radical Background Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Radical															PLURAL:Radical Background Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Hedonist Background Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Hedonist															PLURAL:Hedonist Background Feats			DISPLAYLOCATION:Feats

# Advanced Class Bonus Feat Pools
# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object															Plural description for UI				Display Location
ABILITYCATEGORY:Barbarian Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Barbarian															PLURAL:Barbarian Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Demagogue Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Demagogue															PLURAL:Demagogue Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Guardian Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Guardian															PLURAL:Guardian Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Juju Doctor Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:JujuDoc															PLURAL:Juju Doctor Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Psionic Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Psionic															PLURAL:Psionic Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Psionic Neural Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:NeuralFeat															PLURAL:Psionic Neural Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Raider Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Raider																PLURAL:Raider Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Road Warrior Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:RdWarrior															PLURAL:Road Warrior Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Scav Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Scav																PLURAL:Scav Feats						DISPLAYLOCATION:Feats
ABILITYCATEGORY:Scholar Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Scholar															PLURAL:Scholar Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Skulk Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Skulk																PLURAL:Skulk Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Sister of the Desert Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:SisOTD																PLURAL:Sister of the Desert Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Survivalist Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Survivalist															PLURAL:Survivalist Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Symbiote Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Symbiote															PLURAL:Symbiote Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tinker Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Tinker																PLURAL:Tinker Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Trader Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Trader																PLURAL:Trader Feats					DISPLAYLOCATION:Feats

# Epic Class Talent Pools
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object	Type of Object			Plural description for UI	Display where?

ABILITYCATEGORY:Mech Mastercraft					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:MechMastercraft														PLURAL:Mech Mastercraft					DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Medicine Man Drugs					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:MedicineManDrugs														PLURAL:Medicine Man Drugs				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Medicine Man Minor Miracle			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:MedicineManMinorMiracle													PLURAL:Medicine Man Minor Miracles			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Medicine Man Ancient Med Tech			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:AncientMedTech														PLURAL:Medicine Man Ancient Med Tech		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Scientist Smart Weapon				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:ScientistTalent														PLURAL:Scientist Smart Weapons			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Warrior Monk Superior Ability			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:WMSuperior															PLURAL:Warior Monk Talents				DISPLAYLOCATION:Talents

# Epic Class Bonus Feat Pools
# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object															Plural description for UI				Display Location
ABILITYCATEGORY:Champion Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Champion															PLURAL:Champion Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Mech Feat						VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Mech																PLURAL:Mech Feats						DISPLAYLOCATION:Feats
ABILITYCATEGORY:Mutant Hunter Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:MutantHunter															PLURAL:Mutant Hunter Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Scientist Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Scientist															PLURAL:Scientist Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tech Looter Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:TechLooter															PLURAL:Tech Looter Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Warrior Monk Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:WarriorMonk.Barbarian.Guardian.Gunslinger.MartialArtist.Raider.RdWarrior.Survivalist.SisOTD	PLURAL:Warrior Monk Feats				DISPLAYLOCATION:Feats

# Creature Type Proficiency Bonus Feat Pools
# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object															Plural description for UI				Display Location
ABILITYCATEGORY:Aberration Proficiency				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:AberrationProficiency													PLURAL:Aberration Proficiencies			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Fey Proficiency					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:FeyProficiency														PLURAL:Fey Proficiencies				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Giant Proficiency					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:GiantProficiency														PLURAL:Giant Proficiencies				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Humanoid Proficiency				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:HumanoidProficiency													PLURAL:Humanoid Proficiencies				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Monstrous Humanoid Proficiency			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:MonstrousHumanoidProficiency												PLURAL:Monstrous Humanoid Proficiencies		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Outsider Proficiency				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:OutsiderProficiency													PLURAL:Outsider Proficiencies				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Undead Proficiency					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:UndeadProficiency														PLURAL:Undead Proficiencies				DISPLAYLOCATION:Feats

# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object															Plural description for UI				Display Location
ABILITYCATEGORY:Strong Plus Talent					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:StrongPlus															PLURAL:Strong Plus Talents				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Fast Plus Talent					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:FastPlus															PLURAL:Fast Plus Talents				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Tough Plus Talent					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:ToughPlus.EnergyResistance												PLURAL:Tough Plus Talents				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Smart Plus Talent					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:SmartPlus															PLURAL:Smart Plus Talents				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Dedicated Plus Talent				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:DedicatedPlus														PLURAL:Dedicated Plus Talents				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Charismatic Plus Talent				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Talent			TYPE:CharismaticPlus														PLURAL:Charismatic Plus Talents			DISPLAYLOCATION:Class Abilities

#
# End
#
