# CVS $Revision: $ $Author: $ -- Sun Apr 22 08:08:02 2012 -- reformated by prettylst.pl v1.39 (build )

# ORIGINAL ENTRY: Douglas Limmer
# ORIGINAL ENTRY DATE: 14 March 2012

###Block: Crossblooded Sorcerer ability categories
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI			Display Location
ABILITYCATEGORY:Crossblooded Bloodline		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SorcererCrossbloodline	PLURAL:Crossblooded Bloodlines		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Anarchic ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:AnarchicCrossbloodlineFeat	ABILITYLIST:Toughness|Spell Focus|Great Fortitude|Agile Maneuvers|Defensive Combat Training|Enlarge Spell|Improved Great Fortitude|Skill Focus (Craft)
ABILITYCATEGORY:Aquatic ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:AquaticCrossbloodlineFeat	ABILITYLIST:Skill Focus (Swim)|Dodge|Athletic|Brew Potion|Defensive Combat Training|Mobility|Silent Spell|Toughness
ABILITYCATEGORY:Arcane ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:ArcaneCrossbloodlineFeat	ABILITYLIST:Still Spell|Spell Focus|Skill Focus (Knowledge (Arcana))|Scribe Scroll|Iron Will|Improved Initiative|Improved Counterspell|Combat Casting
ABILITYCATEGORY:Arial ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:ArialCrossbloodlineFeat	ABILITYLIST:Dodge|Wind Stance|Skill Focus (Fly)|Point-Blank Shot|Great Fortitude|Far Shot|Enlarge Spell|Deadly Aim
ABILITYCATEGORY:Bedrock ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:BedrockCrossbloodlineFeat	ABILITYLIST:Acrobatic Steps|Alertness|Blind-Fight|Forge Ring|Nimble Moves|Skill Focus (Perception)|Stealthy|Still Spell
ABILITYCATEGORY:Boreal ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:BorealCrossbloodlineFeat	ABILITYLIST:Arcane Strike|Diehard|Endurance|Empower Spell|Exotic Weapon Proficiency|Skill Focus (Intimidate)|Toughness|Power Attack
ABILITYCATEGORY:Brutal ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:BrutalCrossbloodlineFeat	ABILITYLIST:Augment Summoning|Cleave|Empower Spell|Great Fortitude|Improved Bull Rush|Improved Sunder|Power Attack|Skill Focus (Knowledge (Planes))
ABILITYCATEGORY:Celestial ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:CelestialCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Religion))|Ride-By Attack|Mounted Combat|Mobility|Iron Will|Extend Spell|Dodge
ABILITYCATEGORY:Deepearth ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:DeepearthCrossbloodlineFeat	ABILITYLIST:Acrobatic Steps|Alertness|Blind-Fight|Forge Ring|Nimble Moves|Skill Focus (Perception)|Stealthy|Still Spell
ABILITYCATEGORY:Destined ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:DestinedCrossbloodlineFeat	ABILITYLIST:Arcane Strike|Diehard|Endurance|Weapon Focus|Skill Focus (Knowledge (History))|Leadership|Lightning Reflexes|Maximize Spell
ABILITYCATEGORY:Djinni ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:DjinniCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Planes))|Power Attack|Lightning Reflexes|Improved Initiative|Great Fortitude|Empower Spell|Dodge
ABILITYCATEGORY:Draconic ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:DraconicCrossbloodlineFeat	ABILITYLIST:Blind-Fight|Great Fortitude|Improved Initiative|Power Attack|Quicken Spell|Skill Focus (Fly)|Skill Focus (Knowledge (Arcana))|Toughness
ABILITYCATEGORY:Dreamspun ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:DreamspunCrossbloodlineFeat	ABILITYLIST:Skill Focus (Sense Motive)|Great Fortitude|Alertness|Blind-Fight|Combat Expertise|Deceitful|Improved Feint|Persuasive
ABILITYCATEGORY:Efreet ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:EfreetCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Planes))|Power Attack|Lightning Reflexes|Improved Initiative|Great Fortitude|Empower Spell|Dodge
ABILITYCATEGORY:Elemental ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:ElementalCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Planes))|Power Attack|Lightning Reflexes|Improved Initiative|Great Fortitude|Empower Spell|Dodge
ABILITYCATEGORY:Empyreal ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:EmpyrealCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Religion))|Ride-By Attack|Mounted Combat|Mobility|Iron Will|Extend Spell|Dodge
ABILITYCATEGORY:Envenomed ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:EnvenomedCrossbloodlineFeat	ABILITYLIST:Stealthy|Skill Focus (Bluff)|Silent Spell|Persuasive|Deft Hands|Deceitful|Combat Reflexes|Combat Casting
ABILITYCATEGORY:Fey ~ Crossbloodline Feat			CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:FeyCrossbloodlineFeat	ABILITYLIST:Mobility|Skill Focus (Knowledge (Nature))|Quicken Spell|Precise Shot|Point-Blank Shot|Mobility|Lightning Reflexes|Improved Initiative|Dodge
ABILITYCATEGORY:Groveborn ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:GrovebornCrossbloodlineFeat	ABILITYLIST:Toughness|Endurance|Acrobatic Steps|Craft Staff|Extend Spell|Fleet|Nimble Moves|Skill Focus (Knowledge (Nature))
ABILITYCATEGORY:Infernal ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:InfernalCrossbloodlineFeat	ABILITYLIST:Blind-Fight|Combat Expertise|Deceitful|Extend Spell|Improved Disarm|Skill Focus (Knowledge (Planes))|Iron Will|Spell Penetration
ABILITYCATEGORY:Karmic ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:KarmicCrossbloodlineFeat	ABILITYLIST:Arcane Strike|Diehard|Endurance|Weapon Focus|Skill Focus (Knowledge (History))|Leadership|Lightning Reflexes|Maximize Spell
ABILITYCATEGORY:Linnorm ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:LinnormCrossbloodlineFeat	ABILITYLIST:Blind-Fight|Great Fortitude|Improved Initiative|Power Attack|Quicken Spell|Skill Focus (Fly)|Skill Focus (Knowledge (Arcana))|Toughness
ABILITYCATEGORY:Maestro ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:MaestroCrossbloodlineFeat	ABILITYLIST:Still Spell|Spellsong|Spell Focus (Enchantment)|Skill Focus (Perform)|Persuasive|Lingering Performance|Greater Spell Focus (Enchantment)|Deceitful
ABILITYCATEGORY:Marid ~ Crossbloodline Feat		CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:MaridCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Planes))|Power Attack|Lightning Reflexes|Improved Initiative|Great Fortitude|Empower Spell|Dodge
ABILITYCATEGORY:Pit-Touched ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:PitTouchedCrossbloodlineFeat	ABILITYLIST:Blind-Fight|Combat Expertise|Deceitful|Extend Spell|Improved Disarm|Skill Focus (Knowledge (Planes))|Iron Will|Spell Penetration
ABILITYCATEGORY:Primal ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:PrimalCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Planes))|Power Attack|Lightning Reflexes|Improved Initiative|Great Fortitude|Empower Spell|Dodge
ABILITYCATEGORY:Protean ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:ProteanCrossbloodlineFeat	ABILITYLIST:Toughness|Spell Focus|Great Fortitude|Agile Maneuvers|Defensive Combat Training|Enlarge Spell|Improved Great Fortitude|Skill Focus (Craft)
ABILITYCATEGORY:Rakshasa ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:RakshasaCrossbloodlineFeat	ABILITYLIST:Empower Spell|Stealthy|Deceitful|Arcane Armor Mastery|Arcane Armor Training|Armor Proficiency (Light)|Detect Expertise|Martial Weapon Proficiency
ABILITYCATEGORY:Rime-Blooded ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:RimeBloodedCrossbloodlineFeat	ABILITYLIST:Arcane Strike|Diehard|Empower Spell|Endurance|Exotic Weapon Proficiency|Skill Focus (Intimidate)|Toughness|Power Attack
ABILITYCATEGORY:Sage ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:SageCrossbloodlineFeat	ABILITYLIST:Still Spell|Spell Focus|Skill Focus (Knowledge (Arcana))|Scribe Scroll|Iron Will|Improved Initiative|Improved Counterspell|Combat Casting
ABILITYCATEGORY:Sanguine ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:SanguineCrossbloodlineFeat	ABILITYLIST:Toughness|Combat Casting|Diehard|Still Spell|Spell Focus|Skill Focus (Knowledge (Religion))|Iron Will|Endurance
ABILITYCATEGORY:Seaborn ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:SeabornCrossbloodlineFeat	ABILITYLIST:Skill Focus (Swim)|Dodge|Athletic|Brew Potion|Defensive Combat Training|Mobility|Silent Spell|Toughness
ABILITYCATEGORY:Serpentine ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:SerpentineCrossbloodlineFeat	ABILITYLIST:Stealthy|Skill Focus (Bluff)|Silent Spell|Persuasive|Deft Hands|Deceitful|Combat Reflexes|Combat Casting
ABILITYCATEGORY:Shadow ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:ShadowCrossbloodlineFeat	ABILITYLIST:Dodge|Acrobatic|Blind-Fight|Quick Draw|Stealthy|Weapon Finesse|Silent Spell|Skill Focus (Stealth)
ABILITYCATEGORY:Shaitan ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:ShaitanCrossbloodlineFeat	ABILITYLIST:Weapon Finesse|Skill Focus (Knowledge (Planes))|Power Attack|Lightning Reflexes|Improved Initiative|Great Fortitude|Empower Spell|Dodge
ABILITYCATEGORY:Starsoul ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:StarsoulCrossbloodlineFeat	ABILITYLIST:Skill Focus (Perception)|Iron Will|Dodge|Toughness|Quicken Spell|Improved Iron Will|Blind-Fight|Craft Rod|Endurance|Improved Counterspell
ABILITYCATEGORY:Stormborn ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:StormbornCrossbloodlineFeat	ABILITYLIST:Dodge|Wind Stance|Skill Focus (Fly)|Point-Blank Shot|Great Fortitude|Far Shot|Enlarge Spell|Deadly Aim
ABILITYCATEGORY:Sylvan ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:SylvanCrossbloodlineFeat	ABILITYLIST:Skill Focus (Knowledge (Nature))|Quicken Spell|Precise Shot|Point-Blank Shot|Mobility|Lightning Reflexes|Improved Initiative|Dodge
ABILITYCATEGORY:Umbral ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:UmbralCrossbloodlineFeat	ABILITYLIST:Dodge|Acrobatic|Blind-Fight|Quick Draw|Stealthy|Weapon Finesse|Silent Spell|Skill Focus (Stealth)
ABILITYCATEGORY:Undead ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:UndeadCrossbloodlineFeat	ABILITYLIST:Toughness|Combat Casting|Diehard|Still Spell|Spell Focus|Skill Focus (Knowledge (Religion))|Iron Will|Endurance
ABILITYCATEGORY:Verdant ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:VerdantCrossbloodlineFeat	ABILITYLIST:Toughness|Endurance|Acrobatic Steps|Craft Staff|Extend Spell|Fleet|Nimble Moves|Skill Focus (Knowledge (Nature))
ABILITYCATEGORY:Visionary ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:VisionaryCrossbloodlineFeat	ABILITYLIST:Skill Focus (Sense Motive)|Great Fortitude|Alertness|Blind-Fight|Combat Expertise|Deceitful|Improved Feint|Persuasive
ABILITYCATEGORY:Void-Touched ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:VoidTouchedCrossbloodlineFeat	ABILITYLIST:Iron Will|Dodge|Toughness|Skill Focus (Perception)|Quicken Spell|Improved Iron Will|Blind-Fight|Craft Rod|Endurance|Improved Counterspell
ABILITYCATEGORY:Warped ~ Crossbloodline Feat	CATEGORY:Crossblooded Sorcerer Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO	DISPLAYLOCATION:Feats	TYPE:WarpedCrossbloodlineFeat	ABILITYLIST:Skill Focus (Knowledge (Dungeoneering))|Silent Spell|Iron Will|Improved Unarmed Strike|Improved Initiative|Improved Grapple|Improved Disarm|Combat Casting
#
# End
#
