# CVS $Revision$ $Author$ -- Fri Mar 14 13:24:47 2008 -- reformated by prettylst.pl v1.38 (build 5225)
SOURCELONG:Revised (v.3.5) System Reference Document	SOURCESHORT:RSRD	SOURCEWEB:http://www.wizards.com/default.asp?x=d20/article/srd35
# Author: Andargor <andargor@yahoo.com>

###Block: Epic Horizon Walker Terrain Abilities
# Ability Name			Category of Ability		Type				Visible		Required Ability								Var. Max. Value										Special ABility										Define					Stackable?	Multiple?	Choose		Modify VAR						Source Page
Improved Cold Planar		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Cold Planar		PREVARLTEQ:ImprovedColdPlanar,ceil((CL=Horizon Walker)/10)			SAB:Improved Cold Planar Mastery +%|ImprovedColdPlanar			DEFINE:ImprovedColdPlanar|1		STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedColdPlanar|1		SOURCEPAGE:epicclasses.rtf
Improved Shifting Planar	CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Shifting Planar		PREVARLTEQ:ImprovedShiftingPlanar,ceil((CL=Horizon Walker)/10)		SAB:Improved Shifting Planar Mastery +%|ImprovedShiftingPlanar		DEFINE:ImprovedShiftingPlanar|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedShiftingPlanar|1		SOURCEPAGE:epicclasses.rtf
Improved Aligned Planar		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Aligned Planar		PREVARLTEQ:ImprovedAlignedPlanar,ceil((CL=Horizon Walker)/10)		SAB:Improved Aligned Planar Mastery +%|ImprovedAlignedPlanar		DEFINE:ImprovedAlignedPlanar|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedAlignedPlanar|1		SOURCEPAGE:epicclasses.rtf
Improved Cavernous Planar	CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Cavernous Planar	PREVARLTEQ:ImprovedCavernousPlanar,ceil((CL=Horizon Walker)/10)		SAB:Improved Cavernous Planar Mastery +%|ImprovedCavernousPlanar		DEFINE:ImprovedCavernousPlanar|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedCavernousPlanar|1		SOURCEPAGE:epicclasses.rtf
Improved Other Planar		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Other Planar		PREVARLTEQ:ImprovedOtherPlanar,ceil((CL=Horizon Walker)/10)			SAB:Improved Other Planar Mastery +%|ImprovedOtherPlanar			DEFINE:ImprovedOtherPlanar|1		STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedOtherPlanar|1		SOURCEPAGE:epicclasses.rtf

###Block: Epic Infiltrator Specialist Training
# Ability Name		Category of Ability		Type				Visible		Required Class			Special ABility							Define			Stackable?	Multiple?	Choose		Bonus to skill												Modify VAR				Source Page
Concealment Specialist	CATEGORY:Special Ability	TYPE:SpecialistTraining	VISIBLE:DISPLAY	PRECLASS:1,Epic Infiltrator=2	SAB:Specalist Training (Concealment) +%|EIConcealment	DEFINE:EIConcealment|0	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:SKILL|Bluff,Disguise,Forgery|EIConcealment						BONUS:VAR|EIConcealment|3	SOURCEPAGE:epicprestigeclasses.rtf
Subterfuge Specialist	CATEGORY:Special Ability	TYPE:SpecialistTraining	VISIBLE:DISPLAY	PRECLASS:1,Epic Infiltrator=2	SAB:Specalist Training (Subterfuge) +%|EISubterfuge	DEFINE:EISubterfuge|0	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:SKILL|Hide,Move Silently,Open Lock,Sleight of Hand|EISubterfuge			BONUS:VAR|EISubterfuge|3	SOURCEPAGE:epicprestigeclasses.rtf
Espionage Specialist	CATEGORY:Special Ability	TYPE:SpecialistTraining	VISIBLE:DISPLAY	PRECLASS:1,Epic Infiltrator=2	SAB:Specalist Training (Espionage) +%|EIEspionage	DEFINE:EIEspionage|0	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:SKILL|Listen,Search,Spot|EIEspionage							BONUS:VAR|EIEspionage|3		SOURCEPAGE:epicprestigeclasses.rtf
Interaction Specialist	CATEGORY:Special Ability	TYPE:SpecialistTraining	VISIBLE:DISPLAY	PRECLASS:1,Epic Infiltrator=2	SAB:Specalist Training (Interaction) +%|EIInteraction	DEFINE:EIInteraction|0	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:SKILL|Diplomacy,Gather Information,Intimidate,Sense Motive|EIInteraction	BONUS:VAR|EIInteraction|3	SOURCEPAGE:epicprestigeclasses.rtf

#
# End
#
