# CVS $Revision$ $Author$ -- Sun Mar 18 17:17:27 2012 -- reformated by prettylst.pl v1.39 (build 15052)
# SOURCELONG:Revised (v.3.5) System Reference Document	SOURCESHORT:RSRD	SOURCEWEB:http://www.wizards.com/default.asp?x=d20/article/srd35

###Block: Epic Core Class Feat Pools
# Ability Category			Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object	Type of Object					Plural description for UI	Display Location
ABILITYCATEGORY:Epic Blackguard Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicBlackguard		PLURAL:Epic Blackguard Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Dragon Disciple Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicDragonDisciple		PLURAL:Epic Dragon Disciple Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Duelist Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicDuelist			PLURAL:Epic Duelist Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Dwarven Defender Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicDwarvenDefender	PLURAL:Epic Dwarven Defender Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Eldritch Knight Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicEldritchKnight		PLURAL:Epic Eldritch Knight Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Horizon Walker Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicHorizonWalker		PLURAL:Epic Horizon Walker Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Loremaster Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicLoremaster		PLURAL:Epic Loremaster Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Mystic Theurge Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicMysticTheurge		PLURAL:Epic Mystic Theurge Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Epic Shadowdancer Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:EpicShadowdancer		PLURAL:Epic Shadowdancer Feats	DISPLAYLOCATION:Feats

###Block: Epic Prestige Class Abilities
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object		Plural description for UI			Display Location
ABILITYCATEGORY:Improved Terrain Mastery		VISIBLE:QUALIFY	EDITABLE:NO			EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ImprovedTerrain	PLURAL:Improved Terrain Mastery		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Infiltrator Specialist Training	VISIBLE:QUALIFY	EDITABLE:NO			EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SpecialistTraining	PLURAL:Infiltrator Specialist Training	DISPLAYLOCATION:Class Abilities

###Block: Epic Class Feat Pools
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object	Type of Object			Plural description for UI		Display Location
ABILITYCATEGORY:Agent Retriever Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:AgentRetriever		PLURAL:Agent Retriever Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Cosmic Descryer Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:CosmicDescryer		PLURAL:Cosmic Descryer Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Divine Emissary Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:DivineEmissary		PLURAL:Divine Emissary Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Guardian Paramount Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:GuardianParamount		PLURAL:Guardian Paramount Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:High Proselytizer Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:HighProselytizer		PLURAL:High Proselytizer Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Legendary Dreadnought Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:LegendaryDreadnought	PLURAL:Legendary Dreadnought Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Perfect Wight Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:PerfectWight			PLURAL:Perfect Wight Feats		DISPLAYLOCATION:Feats

###Block: Epic Spellcasting Support
# Ability Category				Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object		Specific choices list		Plural description for UI		Display Location
ABILITYCATEGORY:Epic Spellcasting Type	VISIBLE:QUALIFY	EDITABLE:NO			EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:EpicSpells							PLURAL:Epic Spellcasting Types	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Familiar Spell Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:FamiliarSpell						PLURAL:Familiar Spell Choices		DISPLAYLOCATION:Feats

ABILITYCATEGORY:Tenacious Magic Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT							ABILITYLIST:Tenacious Magic	PLURAL:Tenacious Magic Choices	DISPLAYLOCATION:Feats

#
# End
#
