# CVS $Revision: $ $Author: $ -- Sat Feb 20 12:41:35 2016 -- reformated by PCGen PrettyLST v6.06.00
SOURCELONG:Inner Sea Gods	SOURCESHORT:ISG	SOURCEDATE:2014-04
# Original Entry by: Andrew Maitland, Stefan Radermacher

# Domain Name		Multiple Requirements										Ability																																																													Source Page		Description																						List of Domain Spells by Level																																																																																														FACT
Arson Subdomain		PREMULT:1,[PREDOMAIN:1,Arson Subdomain],[PREVARLT:FireDomain,1]			ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Call Fire|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Fire)|PREVARGTEQ:DomainFireAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Fire Resistance|PREVARGTEQ:DomainFireAbilityTriggerLVL,6	ABILITY:Internal|AUTOMATIC|Domain Base ~ Fire										SOURCEPAGE:p.224	DESC:You express your devotion by setting the world ablaze.														SPELLLEVEL:DOMAIN|Arson Subdomain=1|Burning Hands	SPELLLEVEL:DOMAIN|Arson Subdomain=2|Flaming Sphere	SPELLLEVEL:DOMAIN|Arson Subdomain=3|Fireball	SPELLLEVEL:DOMAIN|Arson Subdomain=4|Wall of Fire	SPELLLEVEL:DOMAIN|Arson Subdomain=5|Flame Strike	SPELLLEVEL:DOMAIN|Arson Subdomain=6|Fire Seeds	SPELLLEVEL:DOMAIN|Arson Subdomain=7|Delayed Blast Fireball	SPELLLEVEL:DOMAIN|Arson Subdomain=8|Incendiary Cloud	SPELLLEVEL:DOMAIN|Arson Subdomain=9|Elemental Swarm (Fire Spell Only)																	FACT:Domain|Fire
Moon Subdomain		PREMULT:1,[PREDOMAIN:1,Moon Subdomain],[PREVARLT:DarknessDomain,1]		ABILITY:FEAT|AUTOMATIC|Blind-Fight	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Touch of Darkness|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Darkness)|PREVARGTEQ:DomainDarknessAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Moonfire|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Darkness	SOURCEPAGE:p.226	DESC:Even amid the darkness of night, the power of the illuminating moon has always fascinated you.							SPELLLEVEL:DOMAIN|Moon Subdomain=1|Faerie Fire	SPELLLEVEL:DOMAIN|Moon Subdomain=2|Blindness/Deafness (Blindness Only)	SPELLLEVEL:DOMAIN|Moon Subdomain=3|Deeper Darkness	SPELLLEVEL:DOMAIN|Moon Subdomain=4|Moonstruck	SPELLLEVEL:DOMAIN|Moon Subdomain=5|Summon Monster V (1d3 Shadows)	SPELLLEVEL:DOMAIN|Moon Subdomain=6|Dream	SPELLLEVEL:DOMAIN|Moon Subdomain=7|Power Word Blind	SPELLLEVEL:DOMAIN|Moon Subdomain=8|Shadow Evocation (Greater)	SPELLLEVEL:DOMAIN|Moon Subdomain=9|Shades																		FACT:Domain|Darkness
Revelry Subdomain		PREMULT:1,[PREDOMAIN:1,Revelry Subdomain],[PREVARLT:ChaosDomain,1]		ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Touch of Chaos|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Chaos)|PREVARGTEQ:DomainChaosAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Intense Celebration|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Chaos							SOURCEPAGE:p.226	DESC:You know how to best celebrate the good times in life.														SPELLLEVEL:DOMAIN|Revelry Subdomain=1|Protection from Law	SPELLLEVEL:DOMAIN|Revelry Subdomain=2|Hideous Laughter	SPELLLEVEL:DOMAIN|Revelry Subdomain=3|Good Hope	SPELLLEVEL:DOMAIN|Revelry Subdomain=4|Chaos Hammer	SPELLLEVEL:DOMAIN|Revelry Subdomain=5|Dispel Law	SPELLLEVEL:DOMAIN|Revelry Subdomain=6|Heroes' Feast	SPELLLEVEL:DOMAIN|Revelry Subdomain=7|Word of Chaos	SPELLLEVEL:DOMAIN|Revelry Subdomain=8|Irresistible Dance	SPELLLEVEL:DOMAIN|Revelry Subdomain=9|Summon Monster IX (Chaos Spell Only)													FACT:Domain|Chaos
Rivers Subdomain		PREMULT:1,[PREDOMAIN:1,Rivers Subdomain],[PREVARLT:WaterDomain,1]			ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Storm Burst|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Water)|PREVARGTEQ:DomainWaterAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Current Flow|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Water										SOURCEPAGE:p.226	DESC:Freshwater rivers and streams are the lifeblood of both the land and your life.									SPELLLEVEL:DOMAIN|Rivers Subdomain=1|Hydraulic Push	SPELLLEVEL:DOMAIN|Rivers Subdomain=2|Slipstream	SPELLLEVEL:DOMAIN|Rivers Subdomain=3|Water Breathing	SPELLLEVEL:DOMAIN|Rivers Subdomain=4|Control Water	SPELLLEVEL:DOMAIN|Rivers Subdomain=5|Elemental Body II	SPELLLEVEL:DOMAIN|Rivers Subdomain=6|Fluid Form	SPELLLEVEL:DOMAIN|Rivers Subdomain=7|Elemental Body IV (Water Only)	SPELLLEVEL:DOMAIN|Rivers Subdomain=8|Horrid Wilting	SPELLLEVEL:DOMAIN|Rivers Subdomain=9|Elemental Swarm (Water Spell Only)														FACT:Domain|Water
Saurian Subdomain		PREMULT:1,[PREDOMAIN:1,Saurian Subdomain],[PREVARLT:ScalykindDomain,1]		ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Venomous Stare|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Scalykind)|PREVARGTEQ:DomainScalykindAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Dinosaur Companion|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,4	ABILITY:Internal|AUTOMATIC|Domain Base ~ Scalykind						SOURCEPAGE:p.224	DESC:Few creatures demand your respect and awe like the mighty dinosaur.											SPELLLEVEL:DOMAIN|Saurian Subdomain=1|Magic Fang	SPELLLEVEL:DOMAIN|Saurian Subdomain=2|Animal Trance	SPELLLEVEL:DOMAIN|Saurian Subdomain=3|Magic Fang (Greater)	SPELLLEVEL:DOMAIN|Saurian Subdomain=4|Summon Nature's Ally IV (deinonychus or pteranodon only)	SPELLLEVEL:DOMAIN|Saurian Subdomain=5|Beast Shape III	SPELLLEVEL:DOMAIN|Saurian Subdomain=6|Eyebite	SPELLLEVEL:DOMAIN|Saurian Subdomain=7|Summon Nature's Ally VII (brachiosaurus or tyrannosaurus only)	SPELLLEVEL:DOMAIN|Saurian Subdomain=8|Animal Shapes (Reptiles Only)	SPELLLEVEL:DOMAIN|Saurian Subdomain=9|Shapechange	FACT:Domain|Scalykind
Slavery Subdomain		PREMULT:1,[PREDOMAIN:1,Slavery Subdomain],[PREVARLT:LawDomain,1]			ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Touch of Law|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Law)|PREVARGTEQ:DomainLawAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Master's Yoke|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Law									SOURCEPAGE:p.226	DESC:You believe the natural order of the world is for the strong to subjugate the weak, so you work to spread slavery.				SPELLLEVEL:DOMAIN|Slavery Subdomain=1|Charm Person	SPELLLEVEL:DOMAIN|Slavery Subdomain=2|Align Weapon (Law Only)	SPELLLEVEL:DOMAIN|Slavery Subdomain=3|Magic Circle against Chaos	SPELLLEVEL:DOMAIN|Slavery Subdomain=4|Order's Wrath	SPELLLEVEL:DOMAIN|Slavery Subdomain=5|Dominate Person	SPELLLEVEL:DOMAIN|Slavery Subdomain=6|Hold Monster	SPELLLEVEL:DOMAIN|Slavery Subdomain=7|Dictum	SPELLLEVEL:DOMAIN|Slavery Subdomain=8|Binding	SPELLLEVEL:DOMAIN|Slavery Subdomain=9|Summon Monster IX (Law Spell Only)													FACT:Domain|Law
Stars Subdomain		PREMULT:1,[PREDOMAIN:1,Stars Subdomain],[PREVARLT:VoidDomain,1]			ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Guarded Mind|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Void)|PREVARGTEQ:DomainVoidAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ The Stars Are Right|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Void								SOURCEPAGE:p.227	DESC:The firmament provides you inspiration, and you draw power from the stars' distant light.								SPELLLEVEL:DOMAIN|Stars Subdomain=1|Feather Fall	SPELLLEVEL:DOMAIN|Stars Subdomain=2|Hypnotic Pattern	SPELLLEVEL:DOMAIN|Stars Subdomain=3|Fly	SPELLLEVEL:DOMAIN|Stars Subdomain=4|Planar Binding (Lesser)	SPELLLEVEL:DOMAIN|Stars Subdomain=5|Overland Flight	SPELLLEVEL:DOMAIN|Stars Subdomain=6|Planar Binding	SPELLLEVEL:DOMAIN|Stars Subdomain=7|Sunbeam	SPELLLEVEL:DOMAIN|Stars Subdomain=8|Planar Binding (Greater)	SPELLLEVEL:DOMAIN|Stars Subdomain=9|Meteor Swarm																			FACT:Domain|Void
Torture Subdomain		PREMULT:1,[PREDOMAIN:1,Torture Subdomain],[PREVARLT:DestructionDomain,1]	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Painful Smite|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Destruction)|PREVARGTEQ:DomainDestructionAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Destructive Aura|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Destruction					SOURCEPAGE:p.227	DESC:You revel in the pleasure of causing pain in others, whether to extract information or simply for the sake of causing suffering.	SPELLLEVEL:DOMAIN|Torture Subdomain=1|True Strike	SPELLLEVEL:DOMAIN|Torture Subdomain=2|Pain Strike	SPELLLEVEL:DOMAIN|Torture Subdomain=3|Rage	SPELLLEVEL:DOMAIN|Torture Subdomain=4|Inflict Critical Wounds	SPELLLEVEL:DOMAIN|Torture Subdomain=5|Symbol of Pain	SPELLLEVEL:DOMAIN|Torture Subdomain=6|Harm	SPELLLEVEL:DOMAIN|Torture Subdomain=7|Disintegrate	SPELLLEVEL:DOMAIN|Torture Subdomain=8|Demand	SPELLLEVEL:DOMAIN|Torture Subdomain=9|Implosion																					FACT:Domain|Destruction
Tyranny Subdomain		PREMULT:1,[PREDOMAIN:1,Tyranny Subdomain],[PREVARLT:LawDomain,1]			ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Touch of Law|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Law)|PREVARGTEQ:DomainLawAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Tyrannical Strike|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Law									SOURCEPAGE:p.227	DESC:Nothing-not even the suffering of others-will stand between you and the power you seek.								SPELLLEVEL:DOMAIN|Tyranny Subdomain=1|Bestow Curse,Command	SPELLLEVEL:DOMAIN|Tyranny Subdomain=2|Align Weapon (Law Only)	SPELLLEVEL:DOMAIN|Tyranny Subdomain=3|Magic Circle against Chaos	SPELLLEVEL:DOMAIN|Tyranny Subdomain=4|Order's Wrath	SPELLLEVEL:DOMAIN|Tyranny Subdomain=5|Dispel Chaos	SPELLLEVEL:DOMAIN|Tyranny Subdomain=6|Hold Monster	SPELLLEVEL:DOMAIN|Tyranny Subdomain=7|Symbol of Persuasion	SPELLLEVEL:DOMAIN|Tyranny Subdomain=8|Shield of Law	SPELLLEVEL:DOMAIN|Tyranny Subdomain=9|Summon Monster IX (Law Spell Only)									FACT:Domain|Law
Venom Subdomain		PREMULT:1,[PREDOMAIN:1,Venom Subdomain],[PREVARLT:ScalykindDomain,1]		ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Venomous Saliva|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Scalykind)|PREVARGTEQ:DomainScalykindAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Serpent Companion|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Scalykind						SOURCEPAGE:p.227	DESC:Poison may not course through your veins, but it's ever on your mind and plays a vital part in your faith and your daily worship.	SPELLLEVEL:DOMAIN|Venom Subdomain=1|Magic Fang	SPELLLEVEL:DOMAIN|Venom Subdomain=2|Pernicious Poison	SPELLLEVEL:DOMAIN|Venom Subdomain=3|Magic Fang (Greater)	SPELLLEVEL:DOMAIN|Venom Subdomain=4|Poison	SPELLLEVEL:DOMAIN|Venom Subdomain=5|Animal Growth (Reptiles Only)	SPELLLEVEL:DOMAIN|Venom Subdomain=6|Cloudkill	SPELLLEVEL:DOMAIN|Venom Subdomain=7|Creeping Doom	SPELLLEVEL:DOMAIN|Venom Subdomain=8|Animal Shapes (Reptiles Only)	SPELLLEVEL:DOMAIN|Venom Subdomain=9|Shapechange																		FACT:Domain|Scalykind
Whimsy Subdomain		PREMULT:1,[PREDOMAIN:1,Whimsy Subdomain],[PREVARLT:ChaosDomain,1]			ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Touch of Chaos|!PREABILITY:1,CATEGORY=Internal,DisableDomainLVL1 (Chaos)|PREVARGTEQ:DomainChaosAbilityTriggerLVL,1	ABILITY:Special Ability|AUTOMATIC|Domain Power ~ Unexpected Whimsy|PREVARGTEQ:DomainCommunityAbilityTriggerLVL,8	ABILITY:Internal|AUTOMATIC|Domain Base ~ Chaos								SOURCEPAGE:p.227	DESC:You find the humor in all things, and enjoy spreading laughter through pranks and trickery, even in the direst of situations.		SPELLLEVEL:DOMAIN|Whimsy Subdomain=1|Hideous Laughter	SPELLLEVEL:DOMAIN|Whimsy Subdomain=2|Align Weapon (Chaos Only)	SPELLLEVEL:DOMAIN|Whimsy Subdomain=3|Magic Circle against Law	SPELLLEVEL:DOMAIN|Whimsy Subdomain=4|Confusion	SPELLLEVEL:DOMAIN|Whimsy Subdomain=5|Dispel Law	SPELLLEVEL:DOMAIN|Whimsy Subdomain=6|Cloak of Dreams	SPELLLEVEL:DOMAIN|Whimsy Subdomain=7|Word of Chaos	SPELLLEVEL:DOMAIN|Whimsy Subdomain=8|Cloak of Chaos	SPELLLEVEL:DOMAIN|Whimsy Subdomain=9|Summon Monster IX (Chaos Spell Only)													FACT:Domain|Chaos

#
# End
#
