
#OPTION DESIGN
#There are certain design conditions and statements found in every option. Use the guidelines listed here to determine when they apply. If any of these conditions are not listed under an option, they are not applicable.
#Automatic/Dice/Defensive Option: Tells you if the option is an automatic, dice, or defensive option and provides all the necessary rules for using it. Any rules not provided in this condition refer back to the default rules provided in Chapter I: Rules.
#Base Option: This condition is listed for each of the five base options and is available to all characters.
#Critical: All dice options will list the benefits gained for rolling a critical hit. Options creating a pool do not have a Critical listing.
#Focus: Denotes the option can only be gained from a focus or is available without spending training points to a particular focus. You can always apply the focus dice gained from your focus on these options, regardless of the circumstances.
#Professional: Certain options are only available to those who have dedicated their training within a particular focus. To access these options, you must have a certain number of focus dice available in a particular focus.
#Range: The standard range for the option.
#Stunt Option: Certain options require such determination and awesome power, they count as a stunt. If you complete the option successfully, you gain a boost or suffer a blunder on a failed roll.
#Trained: If the option requires your character to spend training points, it will say so here. The exact number of training points required will be listed.
#Trigger: Defensive options provide details for the trigger created by this option.
#Untrained: Some base options can be used "untrained," meaning an application outside the normal boundaries. These applications inflict serious penalties, but are available for all characters to provide extra possibilities.
#Weapon: If the option can be gained from a weapon, it lists so here. Some weapon options can allow for additional training points to increase its potential.
#To do so, you must already have spent the training points to gain a
#trained, focus, or professional option. To increase a trained option, you have
#to spend either 2 training points or half the listed points for a trained option
#(whichever is higher, rounded up) to gain +1d8 whenever you use that option
#from now on. Focus and professional options require a number of training
#points equal to the amount required to learn the focus it originated from -1.
#You can also spend 3 training points to increase the option dice with a
#weapon option, but you can only apply these additional option dice with a
#mastered weapon.


# OptionName ~ Professional Purchase	BONUS:VAR|TrainingPool|Cost-1
# OptionName ~ Focus Purchase			BONUS:VAR|TrainingPool|Cost-1
# OptionName ~ WeaponAddition			BONUS:VAR|TrainingPool|-3
#	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	
#Free		KEY:Free ~ Option			COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Base
#Move		KEY:Move ~ Option			COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Base
#Quick		KEY:Quick ~ Option		COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Base
#Ready		KEY:Ready ~ Option		COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Base, Defensive


# Trained Option ~ 
Aim		KEY:Trained Option ~ Aim			ABILITY:Special Ability|AUTOMATIC|Aim		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Focus, Trained (2 points) or Weapon
Alert		KEY:Trained Option ~ Alert			ABILITY:Special Ability|AUTOMATIC|Alert		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Focus, Trained (2 points)
Detour	KEY:Trained Option ~ Detour			ABILITY:Special Ability|AUTOMATIC|Detour		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Defensive, Trained (2 points)
Dual Strike	KEY:Trained Option ~ Dual Strike		ABILITY:Special Ability|AUTOMATIC|Dual Strike	COST:0	PREVARGTEQ:TrainingPool,5	BONUS:VAR|TrainingPool|-5	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Dice, Trained (5 points)
Guardian	KEY:Trained Option ~ Guardian			ABILITY:Special Ability|AUTOMATIC|Guardian	COST:0	PREVARGTEQ:TrainingPool,3	BONUS:VAR|TrainingPool|-3	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Defensive, Trained (3 points)
Heal		KEY:Trained Option ~ Heal			ABILITY:Special Ability|AUTOMATIC|Heal		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Dice, Stunt, Trained (2 points)
Parry		KEY:Trained Option ~ Parry			ABILITY:Special Ability|AUTOMATIC|Parry		COST:0	PREVARGTEQ:TrainingPool,3	BONUS:VAR|TrainingPool|-3	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Defensive, Trained (3 points)
# Weapon Option
Burst		KEY:Weapon Granted Option ~ Burst		ABILITY:Special Ability|AUTOMATIC|Burst		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Weapon
Full Auto	KEY:Weapon Granted Option ~ Full Auto	ABILITY:Special Ability|AUTOMATIC|Full Auto	COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Weapon
Sever		KEY:Weapon Granted Option ~ Sever		ABILITY:Special Ability|AUTOMATIC|Sever		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Stunt, Weapon
Smash		KEY:Weapon Granted Option ~ Smash		ABILITY:Special Ability|AUTOMATIC|Smash		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Stunt, Weapon
Aim		KEY:Weapon Granted Option ~ Aim		ABILITY:Special Ability|AUTOMATIC|Aim		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption
# Focus Option
Aim		KEY:Focus Granted Option ~ Aim		ABILITY:Special Ability|AUTOMATIC|Aim		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Automatic, Focus, Trained (2 points) or Weapon
Alert		KEY:Focus Granted Option ~ Alert		ABILITY:Special Ability|AUTOMATIC|Alert		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Automatic, Focus, Trained (2 points)
Anticipate	KEY:Focus Granted Option ~ Anticipate	ABILITY:Special Ability|AUTOMATIC|Anticipate	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Defensive, Focus, Professional
Bullshit	KEY:Focus Granted Option ~ Bullshit		ABILITY:Special Ability|AUTOMATIC|Bullshit	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Concentrate	KEY:Focus Granted Option ~ Concentrate	ABILITY:Special Ability|AUTOMATIC|Concentrate	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Deadly	KEY:Focus Granted Option ~ Deadly		ABILITY:Special Ability|AUTOMATIC|Deadly		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Disable	KEY:Focus Granted Option ~ Disable		ABILITY:Special Ability|AUTOMATIC|Disable		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Drive		KEY:Focus Granted Option ~ Drive		ABILITY:Special Ability|AUTOMATIC|Drive		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Explosives	KEY:Focus Granted Option ~ Explosives	ABILITY:Special Ability|AUTOMATIC|Explosives	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Hack		KEY:Focus Granted Option ~ Hack		ABILITY:Special Ability|AUTOMATIC|Hack		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Lock		KEY:Focus Granted Option ~ Lock		ABILITY:Special Ability|AUTOMATIC|Lock		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Maneuver	KEY:Focus Granted Option ~ Maneuver		ABILITY:Special Ability|AUTOMATIC|Maneuver	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Defensive, Focus, Professional
Reflex	KEY:Focus Granted Option ~ Reflex		ABILITY:Special Ability|AUTOMATIC|Reflex		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Search	KEY:Focus Granted Option ~ Search		ABILITY:Special Ability|AUTOMATIC|Search		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Shadow	KEY:Focus Granted Option ~ Shadow		ABILITY:Special Ability|AUTOMATIC|Shadow		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Shatter	KEY:Focus Granted Option ~ Shatter		ABILITY:Special Ability|AUTOMATIC|Shatter		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Surprise	KEY:Focus Granted Option ~ Surprise		ABILITY:Special Ability|AUTOMATIC|Surprise	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Defensive, Focus, Professional
Survival	KEY:Focus Granted Option ~ Survival		ABILITY:Special Ability|AUTOMATIC|Survival	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus

#Recover	KEY:Recover ~ Option		COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Dice, Professional
###Block: Option Display - These will be granted to avoid upsetting the pool
Disable	KEY:Disable		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus, Professional	BENEFIT:&nl;When they're first starting out, Techs aren't used to some of the violence of other assassins and most oftheir skills are useful in the back of a van using a laptop with Internet access. As their career puts them closer and closer to danger, they learn how to become useful in the field. This professional option allows a Tech to render a piece of technology inoperable or disengage its ability to perform a particular function.	BENEFIT:&nl; Dice Option: Make an active Mind vs. Hard difficulty (or any predetermined difficulty) while in range of a particular piece of technology, gear, or weapon. If successful, the item cannot function until the start of the next series. For every hit gained by this roll, the item cannot function for an additional series.	BENEFIT:&nl; Critical: The item is completely unable to function and cannot be used against you or your Team in this objective.	BENEFIT:&nl; Focus: This option is only available to Techs.	BENEFIT:&nl; Professional: Only Techs with at least +3d12 Tech focus dice gain this option.	BENEFIT:&nl; Range:  Adjacent

Drive	KEY:Drive		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus	BENEFIT:&nl;Anyone can drive a car in a high speed chase, but only professionals can predict when their pursuers will attempt a PIT maneuver or know when to race between two transport trucks before it's too late. For them, it's not just about what to do in the moment, but how to plan ahead and plot the next turn before even reaching the intersection.	BENEFIT:&nl; Dice Option: This option can only be rolled while operating a vehicle with your Driver focus dice. Make an active Sense vs. Normal difficulty roll. Certain modifiers can be added by the Director based on the current conditions of the road and the events in the current chase. Every hit rolled goes into your Drive pool and can be exchanged for bonus hits for any roll made using your Driver focus dice. You can also reduce any hits from a successful roll made against you so long as you continue to operate a vehicle using your Driver focus dice.	BENEFIT:&nl; Focus: This option is only available to Drivers.	BENEFIT:&nl; Range:  Personal

Dual Strike	KEY:Dual Strike		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Trained (5 points)	BENEFIT:&nl;Brandishing a weapon in each hand can be intimidating, but foolhardy in the wrong hands. To do this properly and effectively, one must be trained. The Dual Strike option allows you to make two simultaneous attacks either melee or ranged at either a single opponent or two adjacent opponents. When you use this option, you must declare which is your primary and secondary weapon. Your secondary weapon cannot be heavier than your primary and both must be one-handed weapons. Only mastered weapons can be used with this option.	BENEFIT:&nl; Dice Option: You make an attack roll using 2d20 base dice instead of the usual 1d20 when using this option. Each base dice represents its own result, one from the primary weapon and the other from your secondary, and shared with all remaining dice applied to your roll. For example, all focus dice rolled are the same between each weapon; only the base dice vary. Each base dice is used to determine its own success and damage and must be opposed individually; if you attack the same opponent with both base dice, the opponent gets to make two defense rolls. If at least one roll is higher than the opposed or defense roll, the entire option is considered successful.	BENEFIT:&nl; Critical: You can make an additional attack roll with the same weapon.	BENEFIT:&nl; Range:  Based on the range of your weapons.	BENEFIT:&nl; Trained: You must have spent training points to gain this option. For an additional 2 training points, you can use this option in combination with any weapon option linked to your chosen mastered weapon, such as Burst or Full Auto.

Explosives	KEY:Explosives		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus	BENEFIT:&nl;In the wrong hands, any explosive device can detonate during construction, delivery, or never go off at all. Using an explosive charge in any capacity requires education, hours of practice, and respect for the device. This option allows you to construct and detonate any explosive device of your own design, such as a bomb or improvised incendiary device. Equipment such as grenades do not apply under this option unless you are utilizing a grenade as part of an improvised explosive.	BENEFIT:&nl;This option is broken into two parts: construction and detonation.	BENEFIT:&nl;Dice Option (Construction): Before making any dice rolls, you must explain the concept for an explosive device to the Director. Use the chart below to determine the difficulty of the construction process and make an active Mind roll against the additional difficulty beyond Normal given below to build your Explosives pool. Every point in your Explosives pool can be used to incorporate one element in your design, based on the list above. You can only roll once per day per device and can make additional rolls to add more points to your device. If you do not roll enough points in time to complete the device, you can still proceed with your existing Explosives points to construct the device. For example, if you build a bomb inside a delivery package triggered to explode when opened, you make an active Mind roll vs 1d20 + 2d10 (1d10 for a hidden explosive, 1d10 for the trigger). If you roll only 1 point initially, you will only be able to build the initial device within the first day and must wait until the following day to enhance it further. Any remaining points available from your Explosives pool can be used to create bonus hits when inflicting damage on the target. The maximum number of points you can accumulate is equal to twice the number of points required to build your explosive device.	BENEFIT:&nl; Critical: You've created the perfect bomb capable of precise and devastating destruction. You can choose to target only a single opponent adjacent to the bomb and avoid rolling the standard burst attack when the device detonates or you can change the damage to normal instead of lethal.	BENEFIT:&nl;Dice Option (Detonation): Once you have a manufactured device, it's time to put it to work. Make a Mind burst attack against all opponents within 1 Move option of the device when the explosive device detonates. All damage caused by the device is lethal and can target all opponents within 1 Move option of the device's position by default.	BENEFIT:&nl; Critical: The blast's intensity destroys a single modifier of your choice and prevents all opponents within the burst range from accessing that modifier.	BENEFIT:&nl; Focus: This option is only available to Bombers.	BENEFIT:&nl; Range:  Personal (construction); Burst (detonation)

Free	KEY:Free		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Automatic, Base	BENEFIT:&nl;Some things are just far too easy to pull off, yet can lead to that crucial advantage in a scene. There are many possibilities we take for granted, placing them in the Free option. Communicating and sharing information with Teammates or opponents, setting unique conditions or preparations, pulling the hammer back on a sniper rifle, and many more fall within this option's realm.	BENEFIT:&nl; Automatic Option: Any task within this option cannot require a dice roll. Your Team can perform up to as many tasks as there are Teammates with this option. If a teammate tries to make a 4th task it costs them an option. You can also use a Free option to draw a weapon or grab hold of any item or gear on your person. For example, it only take a Free option to take a weapon from a holster and arm yourself with it or reach into a pocket and pull out a flashlight. If the item or gear is located inside a bag or container, you must use a Quick option.	BENEFIT:&nl; Base Option: The Free option is a base option and available to all everyone in Killshot.	BENEFIT:&nl; Range:  Personal

Full Auto	KEY:Full Auto		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Weapon	BENEFIT:&nl;Desperate times call for desperate measures and that's where the Full Auto option comes into play. This option allows your character to unload a firearm's entire magazine with just one roll, though at a significant cost if not used properly.	BENEFIT:&nl; Dice Option: When you use the Full Auto option to attack using an appropriate firearm, you can target multiple opponents and add the weapon's burst option dice (see below) to your attack rolls. Using this weapon option requires you to spent at least half your weapon's total ammo slots. For example, you must have at least 3 ammo slots remaining on a machine gun to use the Full Auto option. Add the option dice listed on the chart below with your first ammo slot. For every additional ammo slot used in this option, you to gain +1d8 on the attack roll. You can target a single opponent with all the dice or multiple opponents with any combination of option dice you wish. Each additional opponent must be within 1 Move option of another or else you must spend +1 ammo slots to access an opponent no more than +1 Move option away in distance. Otherwise, this option works identical to the Active option for attack rolls. You must roll individual attacks against each opponent with all your option dice rolled simultaneously. After all your attacks are rolled, if your weapon is reduced to 0 ammo slots, it cannot be used again until reloaded (a Quick option).	BENEFIT:&nl; Critical: Your aim is fierce and accurate, unleashing an onslaught of death and destruction causing your opponents to cower in fear. Choose another Team in the series; it loses 1 action.	BENEFIT:&nl; Range:  Equal to your weapon's range.	BENEFIT:&nl; Weapon: You must use a weapon with the Full Auto option.

Guardian	KEY:Guardian		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Defensive, Trained (3 points)	BENEFIT:&nl;Loyal to the end and never leaving an ally behind, you gained the training to maintain a rigid defense to all those you fight beside. When a Teammate faces a deadly attack, you step in to do what you can to keep her alive.	BENEFIT:&nl; Defensive Option: As a defensive option, you must declare it on your Team's turn and choose a Teammate within range. Using this option sets a trigger.	BENEFIT:&nl; Trigger: When the chosen Teammate fails their own defense roll, the trigger goes off and you can replace the failed defense roll with your own. Your defense roll faces the same stat and modifiers as those placed on your Teammate. If your defense roll succeeds, you steal the Edge from the attacker. If your defense roll fails, you are instead affected by the attack, not your Teammate.	BENEFIT:&nl; Critical: Your Teammate can recover 2 points of normal damage or 1 point of lethal damage or gain a bonus hit on their next attack roll against the attacking opponent.	BENEFIT:&nl; Range:  Adjacent. If you use a mastered range weapon, you can use this option from a range no greater than the weapon's range, but if you fail your defense roll, the Teammate will still suffer damage from the attack.	BENEFIT:&nl; Trained: You must have spent training points to gain this option.

Hack	KEY:Hack		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus	BENEFIT:&nl;Whether you're trying to access sensitive information locked in a computer file or cause a device to malfunction, the Hack option allows a Tech to thwart its original design to accomplish what he needs. Rather than a specific attempt to complete an individual task, this option allows the Tech to make generic observations of their need and tweak the following rolls made in a series as needed.	BENEFIT:&nl; Dice Option: Make an active Mind vs. Normal difficulty roll and place each hit rolled into your Hack pool. Whenever you make a roll using your Tech focus dice, you can use Hack points to gain bonus hits needed to complete individual components of your task. You can also exchange Hack points to remove circumstance dice and/or modifiers rolled against your attempts so long as you can apply your Hack focus dice to the active roll. If you have any points remaining in your Hack pool at the end of a scene, you can use them to augment your Countermeasures feature. For every Hack point in this manner, you can incorporate an additional countermeasure. For 3 Hack points, you can apply a countermeasure without declaring it in advance and in response to the Director's actions.	BENEFIT:&nl; Focus: This option is only available to Techs.	BENEFIT:&nl; Range:  Personal

Heal	KEY:Heal		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Stunt, Trained (2 points)	BENEFIT:Blood flows freely in a world of death and danger. A good knowledge of anatomy and medicine allows you to treat wounds quickly and help your Teammates get home with most of their parts intact.	BENEFIT:&nl; Dice Option: Choose an adjacent character wounded by at least 1 point of damage; this character must remain still and cannot make any active rolls or use a single Move option. Make an active Sense or Mind vs. Normal difficulty roll + 1d10 difficulty dice per hit penalty inflicted on the character. For every hit rolled, the wounded character recovers 1 point of normal damage. For every 2 hits rolled, the wounded character recovers 1 point of lethal damage or remove a single half penalty. If the wounded character suffers from additional afflictions, such as additional damage at the start of a series, you must roll a number of hits equal to the additional damage received to negate the loss.	BENEFIT:&nl; Critical: Your fast hands and thorough treatment of the wound has made a remarkable difference. You can negate a blunder or an additional point of normal or lethal damage.	BENEFIT:&nl; Range:  Adjacent.	BENEFIT:&nl; Stunt Option: Because of the care and attention required on a wounded character, the Heal option is considered a stunt option. Succeeding or failing on this roll counts as if your character was making a stunt roll.	BENEFIT:&nl; Trained: You must have spent training points to gain this option.

Lock	KEY:Lock		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus, Professional	BENEFIT:Even assassins find themselves engaged in a full-on firefight, making Snipers even more important as back-up in the Team's favor. Keeping track of who's gone where in all the commotion become integral to not only succeeding, but killing the mark in such a skirmish. This option allows a Sniper to relocate a particular opponent after engaging others in combat.	BENEFIT:&nl; Dice Option: Choose a single opponent within range of your weapon and make a matching Sense roll against the opponent. On a successful roll, you can deviate from the opponent to attack others and maintain your Aim option dice against that the locked opponent later in the same series. Your locked opponent must make another successful Sense roll of their own to shake off your ability to relocate them. So long as the opponent remains within your weapon's range, you can reengage him with your Lock option dice. For example, if you roll 2 hits with your Lock roll, the opponent cannot escape the effects of this option until they gain at least 2 hits of their own with an active Sense roll. By sacrificing 1 hit, you can maintain this lock on the opponent into the next series.	BENEFIT:&nl; Critical: Choose a single modifier the opponent can or has used in their opposed Sense roll against you; that modifier cannot be used again until the start of the next series.	BENEFIT:&nl; Focus: This option is only available to Snipers.	BENEFIT:&nl; Professional: Only Snipers with at least +3d12 Sniper focus dice gain this option.	BENEFIT:&nl; Range:  Based on your weapon's range.

Maneuver	KEY:Maneuver		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Defensive, Focus, Professional	BENEFIT:Already exceptional masters of their chosen vehicles, Drivers can learn tricks and tactics allowing them to anticipate an opponent's next move and counter it with a trigger putting the situation back under their control.	BENEFIT:&nl; Defensive Option: You must declare this option on your Team's turn while operating a vehicle with your Driver focus dice and choose an opponent's vehicle within sight. Using this option sets a trigger against the opposing vehicle.	BENEFIT:&nl; Trigger: You can set this trigger to go off when the opposing vehicle makes an active roll against you. If your opposed or defense roll is successful, you immediately steal the Edge and can immediately make an active or attack roll against the same opponent or immediately use a Move option without using one of your Team's actions.	BENEFIT:&nl; Critical: The opposing vehicle stops moving because it is rammed into another vehicle or your specific maneuver causes it to spin out of control. The driver of the opposing vehicle must use a Move option to get the vehicle back on the road and on track before it can start moving forward; this Move option cannot be used to maintain a pursuit or move any distance.	BENEFIT:&nl; Focus: This option is only available to Drivers.	BENEFIT:&nl; Professional: Only Drivers with at least +3d12 Driver focus dice gain this option.	BENEFIT:&nl; Range:  Your vehicle must be adjacent or within 1 Move option of the opposing vehicle.

Move	KEY:Move		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Automatic, Base	BENEFIT:Movement in Killshot is as quintessential as any attack roll. Without it, you'll never be able to reach your opponent, leap over a table to avoid oncoming gunfire, or slide into the hallway to make good your escape. Movement can place your character in to and out of danger. The Move option repositions you through an abstract measurement of distance based on the number of Move options it would take an ordinary person to reach that distance on foot. If the distance between you and your objective is listed as 2 Move options, you must spend 2 Move options to reach that target.	BENEFIT:&nl; Automatic Option: You move a distance no greater than 1 Move option. All movement uses an automatic option and limits your movement to 1 Move option per use. If your movement requires a dice roll (such as jumping or grabbing hold of a ledge on the way down), you must make a stunt roll in combination with an Active option to complete it successfully.	BENEFIT:&nl; Base Option: The Move option is a base option and available to everyone in Killshot.	BENEFIT:&nl; Range:  Personal

Parry	KEY:Parry		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Defensive, Trained (3 points)	BENEFIT:A good offense is a great defense, they say. If you've never been killed in a fight, it's safe to say the idea holds merit. You excel at defense rolls to the point you can anticipate your opponent's next move and counteract it with greater ease than your standard critical defense.	BENEFIT:&nl; Defensive Option: You must declare this option on your Team's turn. This option can only be used against melee attacks. Using this option sets a trigger against an opponent within range.	BENEFIT:&nl; Trigger: When you make a successful defense roll against the chosen opponent, you can convert it into a critical defense (as if you rolled 3 hits on a successful defense roll), thereby stealing the Edge from the opponent.	BENEFIT:&nl; Critical: The opponent gains a blunder to any trained option or skill of your choice, or takes a half penalty to the stat used in their failed attack roll.	BENEFIT:&nl; Range:  Adjacent	BENEFIT:&nl; Trained: You must have spent training points to gain this option.

Quick	KEY:Quick		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Automatic, Base	BENEFIT:Simple actions like drawing a weapon, opening a door, and many more fall within the Quick option. These tasks require concentration, but not so much that they face the risk of failure; you simply perform the task. Generally they are more involved then the actions you can take with a Free option.	BENEFIT:&nl; Automatic Option: You complete a minor task requiring active concentration. All Quick options happen automatically. The individual option must require physical or mental concentration to complete. The following list contains some of the most common uses of this option. Grabbing an Item: If you take an item, weapon, or gear from a bag or container or located within 10' of your current position, you must use a Quick option. If the item is already located on your person, you only need a Free option.	BENEFIT:&nl; Perfect Modifiers: There will be times when you need to make the most of a modifier, such as hugging the wall with the Cover modifier to avoid getting shot. You can use the Quick option to gain a perfect modifier, converting every d10 circumstance die gained from a modifier into a bonus hit towards all opposed rolls. These bonus hits will remain until you make an attack roll, use a Move option, or do anything causing you to no longer benefit from the modifier.	BENEFIT:&nl; Reload: All firearms require a Quick option to reload magazines, refreshing all the weapon's ammo slots or individual shots, depending on the weapon, back to full.	BENEFIT:&nl; Shrug It Off: You can use a Quick option to remove 1 point of normal damage. If you successfully use a Quick option to shrug it off as part of a stunt, you can remove 1 point of lethal damage.	BENEFIT:&nl; Base Option: The Quick option is a base option and available to everyone in Killshot.	BENEFIT:&nl; Range:  Personal

Ready	KEY:Ready		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Base, Defensive	BENEFIT:Surprise is an essential element in professional assassination, from standing on the opposite side of a closed door with guns drawn to grabbing the mark as they step into the hallway. The Ready option allows anyone to take any of their known options and convert it into a defensive option.	BENEFIT:&nl; Base Option: The Ready option is a base option and available to everyone in Killshot.	BENEFIT:&nl; Defensive Option: You must declare this option on your Team's turn and must describe the conditions for your specific trigger. The trigger must be set off by a particular option or active roll and cannot use opposed or defense rolls. Doing so creates a trigger using any other base, focus, or trained option when the trigger goes off. Your triggered option must be applicable to the trigger and all other factors must apply (i.e. range). You cannot use any other options until the trigger goes off. If you have to make an opposed or defense roll before the trigger goes off, you take a half penalty to your base dice.	BENEFIT:&nl; Trigger: When the trigger occurs, you steal the Edge immediately and perform your triggered option.	BENEFIT:&nl; Range:  Based on the triggered option.

Recover	KEY:Recover		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Professional	BENEFIT:Certain marks are prepared for the worst and will put up one hell of a fight. They're able to collect their wits, pull themselves together, and suck it up through the pain to escape or fire off a few more shots to kill you before you can kill them.	BENEFIT:&nl; Dice Option: Make a matching Body, Sense, or Mind roll (your choice) against the nearest opponent. Every hit rolled removes 1 point of normal damage or you can use 2 hits to recover 1 point of lethal damage.	BENEFIT:&nl; Critical: You can remove a single half penalty or blunder.	BENEFIT:&nl; Professional: Only those who have gained at least 10 achievements can gain this option.	BENEFIT:&nl; Range:  Personal

Reflex	KEY:Reflex		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus, Professional	BENEFIT:Practice makes perfect and experienced Enforcers have a knack for perfection when others would get their ass blown off. What normally requires an automatic option can easily be replaced by this option.	BENEFIT:&nl; Dice Option: You can use this option to replace any action requiring a Quick option to complete. Make an active Body vs. Impressive difficulty to complete the task and gain a bonus option.	BENEFIT:&nl; Critical: You can carry over any additional hits towards the next dice option immediately following this roll.	BENEFIT:&nl; Focus: This option is only available to Enforcers.	BENEFIT:&nl; Professional: Only Enforcers with at least +3d12 Enforcer focus dice gain this option.	BENEFIT:&nl; Range:  Personal

