# CVS $Revision$ $Author$ -- Thu Apr  6 15:59:04 2006 -- reformated by prettylst.pl v1.35 (build 561)
SOURCELONG:Fantasy Flight Games - Spells and Spellcraft	SOURCESHORT:Spellcraft	SOURCEWEB:http://www.fantasyflightgames.com/ll.html
#Original entry by: Paul "Yes, that Paul" Grosse

#Potion Name
# Equipment Name					Output Name				Type								Cost		Weight	Source Page
Potion (Tickle Finger)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:50	WT:0		SOURCEPAGE:p.44
Potion (Trigger Trap)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:750	WT:0		SOURCEPAGE:p.44
Potion (Unravel)					OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:50	WT:0		SOURCEPAGE:p.46
Potion (Valus's Mass Missile)			OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:750	WT:0		SOURCEPAGE:p.46
Potion (Vigilant Guardians)			OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:300	WT:0		SOURCEPAGE:p.47
Potion (Weightless Cube)			OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:300	WT:0		SOURCEPAGE:p.49
Potion (Whirlwind of Ice)			OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:50	WT:0		SOURCEPAGE:p.49
Potion (Zone of Visibility)			OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable				COST:750	WT:0		SOURCEPAGE:p.50

# Scrolls
# Equipment Name					Output Name				Type								Cost		Weight	Source Page
Scroll (Acidic Vapors)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.10
Scroll (Aegis of the Gods)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:25	WT:.01	SOURCEPAGE:p.11
Scroll (Animate Images)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1125	WT:.01	SOURCEPAGE:p.11
Scroll (Aura of Darkness)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.12
Scroll (Aura of Light)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.12
Scroll (Bandersnatch)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1125	WT:.01	SOURCEPAGE:p.13
Scroll (Black Cloud of Horror)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.13
Scroll (Bloodblade)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.13
Scroll (Burrowing Bony Digits)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.14
Scroll (Catalytic Mouth)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.14
Scroll (Chameleon Skin)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:150	WT:.01	SOURCEPAGE:p.14
Scroll (Claws of the Demon)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:150	WT:.01	SOURCEPAGE:p.14
Scroll (Cleanse Minor Vermin)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.15
Scroll (Command Construct)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:3825	WT:.01	SOURCEPAGE:p.15
Scroll (Conjurer's Toolbelt)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:12.5	WT:.01	SOURCEPAGE:p.16
Scroll (Crescendo of Indefatigability)	OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:50	WT:.01	SOURCEPAGE:p.16
Scroll (Dark Channeling)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:3000	WT:.01	SOURCEPAGE:p.16
Scroll (Dawnspear)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:1650	WT:.01	SOURCEPAGE:p.17
Scroll (Debilitating Decrescendo)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:525	WT:.01	SOURCEPAGE:p.17
Scroll (Desiccate)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.17
Scroll (Detect Ward)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.17
Scroll (Dig)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine.Divine	COST:150	WT:.01	SOURCEPAGE:p.18
Scroll (Dirge of the Walking Dead)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:200	WT:.01	SOURCEPAGE:p.18
Scroll (Disintegration Sphere)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:3000	WT:.01	SOURCEPAGE:p.18
Scroll (Disruption Missiles)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.18
Scroll (Disruption Wave)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:2275	WT:.01	SOURCEPAGE:p.19
Scroll (Divine Heart)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:150	WT:.01	SOURCEPAGE:p.20
Scroll (Doom Fog)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:375	WT:.01	SOURCEPAGE:p.20
Scroll (Dramatic Visage)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:200	WT:.01	SOURCEPAGE:p.20
Scroll (Dreamstealer)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:3825	WT:.01	SOURCEPAGE:p.21
Scroll (Eagle Eyes)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:25	WT:.01	SOURCEPAGE:p.21
Scroll (Enlarge Ward)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.21
Scroll (Exhaust)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.21
Scroll (False History)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:525	WT:.01	SOURCEPAGE:p.22
Scroll (False Love's Kiss)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.22
Scroll (Fearsome Fortissimo)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:525	WT:.01	SOURCEPAGE:p.22
Scroll (Felonious Friend I)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.23
Scroll (Felonious Friend II)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.23
Scroll (Felonious Friend III)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1650	WT:.01	SOURCEPAGE:p.24
Scroll (Finger of Life)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:1125	WT:.01	SOURCEPAGE:p.24
Scroll (Fleet Feet)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:150	WT:.01	SOURCEPAGE:p.24
Scroll (Floor of Fire)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:700	WT:.01	SOURCEPAGE:p.24
Scroll (Flying Abomination)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:1125	WT:.01	SOURCEPAGE:p.24
Scroll (Forgetfulness)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.25
Scroll (Gandar's Chatterbox)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:200	WT:.01	SOURCEPAGE:p.26
Scroll (Glittering Robe)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.27
Scroll (Gossip)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:525	WT:.01	SOURCEPAGE:p.27
Scroll (Greater Finger of Life)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:3000	WT:.01	SOURCEPAGE:p.27
Scroll (Hall of Fire)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:1125	WT:.01	SOURCEPAGE:p.27
Scroll (Halo of Vengeance)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:1125	WT:.01	SOURCEPAGE:p.28
Scroll (Hammerstrike)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.28
Scroll (Hesitate)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.28
Scroll (Horrific Aspect)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1650	WT:.01	SOURCEPAGE:p.28
Scroll (Illusionary Bolt)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.29
Scroll (Immobilize)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:200	WT:.01	SOURCEPAGE:p.29
Scroll (Imprint)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.29
Scroll (Improved Simulacrum)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:3000	WT:.01	SOURCEPAGE:p.30
Scroll (Inspire)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:200	WT:.01	SOURCEPAGE:p.31
Scroll (Instability)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.31
Scroll (Jester's Gift)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:50	WT:.01	SOURCEPAGE:p.31
Scroll (Keen Ear)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:25	WT:.01	SOURCEPAGE:p.31
Scroll (Lethargy)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.32
Scroll (Lucius's Rustling Leaves)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:25	WT:.01	SOURCEPAGE:p.32
Scroll (Maddening Babble)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1000	WT:.01	SOURCEPAGE:p.32
Scroll (Magical Vacuum)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:2275	WT:.01	SOURCEPAGE:p.32
Scroll (Malediction of Razors)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.33
Scroll (Mantle of Shadows)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.33
Scroll (Marathon Prowess)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:375	WT:.01	SOURCEPAGE:p.33
Scroll (Multi Image)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.34
Scroll (Necrotic Blast)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1125	WT:.01	SOURCEPAGE:p.34
Scroll (Pack of Ghouls)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:700	WT:.01	SOURCEPAGE:p.35
Scroll (Paraphasic Pianissimo)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:525	WT:.01	SOURCEPAGE:p.35
Scroll (Perivax's Poison Pillar)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:1125	WT:.01	SOURCEPAGE:p.35
Scroll (Poisoned Goblet)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.35
Scroll (Privacy)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.36
Scroll (Protect Book)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.36
Scroll (Protection From Wards)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:2275	WT:.01	SOURCEPAGE:p.36
Scroll (Pulsing Fireball)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1650	WT:.01	SOURCEPAGE:p.36
Scroll (Puppet Master)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:2400	WT:.01	SOURCEPAGE:p.37
Scroll (Quakethrust)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.37
Scroll (Quill)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:12.5	WT:.01	SOURCEPAGE:p.38
Scroll (Repel Undead)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:700	WT:.01	SOURCEPAGE:p.38
Scroll (Rescue)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:375	WT:.01	SOURCEPAGE:p.38
Scroll (Restore Book)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:1650	WT:.01	SOURCEPAGE:p.38
Scroll (Restore Page)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.39
Scroll (Reveal Ward)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.39
Scroll (Rumor of the Earth)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:700	WT:.01	SOURCEPAGE:p.39
Scroll (Scribe)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.40
Scroll (Shadow Sight)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.40
Scroll (Shelve)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:12.5	WT:.01	SOURCEPAGE:p.40
Scroll (Shockwave)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:150	WT:.01	SOURCEPAGE:p.41
Scroll (Slipping the Ranks)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.41
Scroll (Spirit Knife)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:2275	WT:.01	SOURCEPAGE:p.41
Scroll (Stench)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.41
Scroll (Stonelore)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:150	WT:.01	SOURCEPAGE:p.41
Scroll (Strength of Mind)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:25	WT:.01	SOURCEPAGE:p.42
Scroll (Strongoak's Affinity with Nature)	OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:375	WT:.01	SOURCEPAGE:p.42
Scroll (Summarize)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:12.5	WT:.01	SOURCEPAGE:p.42
Scroll (Sumptuous Feast)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:700	WT:.01	SOURCEPAGE:p.43
Scroll (Surface)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:150	WT:.01	SOURCEPAGE:p.43
Scroll (Sword of Justice)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:375	WT:.01	SOURCEPAGE:p.43
Scroll (Syron's Dancing Shield)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.43
Scroll (Syron's Energy Armor)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.44
