# CVS $Revision$ $Author$ -- Fri Oct 19 20:16:09 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:System Reference Document	SOURCESHORT:SRD	SOURCEWEB:http://groups.yahoo.com/group/pcgen/files/3.0%20SRD/	SOURCEDATE:2000-01


#Potions
# Equipment Name						Output Name				Type					Cost		Weight	Source Page
Potion (Cure Moderate Wounds)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Remove Paralysis)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Levitate)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Aid)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Invisibility)					OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (See Invisibility)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Cat's Grace)					OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Bull's Strength)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:300	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Truth)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:500	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Glibness)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:500	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Nondetection)					OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Tongues)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:900	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Water Breathing)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Negative Energy Protection)			OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Displacement)					OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Neutralize Poison)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Cure Serious Wounds)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Fly)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Protection from Elements/Cold)		OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Protection from Elements/Electricity)	OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Protection from Elements/Fire)		OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Protection from Elements/Acid)		OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Protection from Elements/Sonic)		OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Haste)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Gaseous Form)					OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:750	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Oil of Slipperiness)				OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:900	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Heroism)						OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:900	WT:0		SOURCEPAGE:srdmagicitemspotions
Potion (Fire Breath)					OUTPUTNAME:Potion of [NAME]	TYPE:Magic.Potion.Consumable	COST:900	WT:0		SOURCEPAGE:srdmagicitemspotions

#Poisons
Poison (Small centipede poison)			OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:90	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Greenblood oil)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:100	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Medium-size spider venom)			OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:150	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Bloodroot)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:100	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Purple worm poison)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:700	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Large scorpion venom)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:200	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Wyvern poison)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:3000	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Blue whinnis)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:120	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Giant wasp poison)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:210	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Shadow essence)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:250	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Black adder venom)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:120	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Deathblade)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:1800	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Malyss root paste)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:500	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Nitharit)						OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:650	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Dragon bile)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:1500	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Sassone leaf residue)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:300	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Terinav root)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:750	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Carrion crawler brain juice)		OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:200	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Black lotus extract)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:4500	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Oil of taggit)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:90	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Id moss)						OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:125	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Striped toadstool)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:180	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Arsenic)						OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:120	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Lich dust)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:250	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Dark reaver powder)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:300	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Ungol dust)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:1000	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Burnt othur fumes)				OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:2100	WT:0		SOURCEPAGE:srdspecialabilities
Poison (Insanity mist)					OUTPUTNAME:[NAME]			TYPE:Goods.Poison.Consumable	COST:1500	WT:0		SOURCEPAGE:srdspecialabilities
