# CVS $Revision$ $Author$ -- Wed Sep  3 17:24:32 2008 -- reformated by prettylst.pl v1.38 (build 7233)

SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA	SOURCEWEB:http://www.paradigmconcepts.com	SOURCEDATE:2004-06

## NOTE: All domain spells identified in DOMAIN file

# Spell Name				Classes of caster
# Spell Name									Product Identity?	Output Name								Classes of caster	School			Sub-School			Spell Descriptors	Spell Variations				Type				Components		Clear Casting Time	Casting Time			Clear Range		Range			Item		Target Area or Effect																						Clear Duration	Duration								Save Info									Spell Resistance					Clear Description	Description																																														Stat bonus								Source, Long Desc.				Source, Short Desc.	Source Page
Cure Light Wounds (EB)								NAMEISPI:YES	OUTPUTNAME:Cure Light Wounds, Elorii Bloodline					SCHOOL:Conjuration	SUBSCHOOL:Healing											TYPE:Arcane.Divine	COMPS:V, S						CASTTIME:1 standard action				RANGE:Touch				TARGETAREA:Creature touched																								DURATION:Instantaneous						SAVEINFO:Will half (harmless)						SPELLRES:Yes (harmless)							DESC:Cures 1d8+(CASTERLEVEL) damage																																																			SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.143
Bear's Endurance (EB)								NAMEISPI:YES	OUTPUTNAME:Bear's Endurance, Elorii Bloodline					SCHOOL:Transmutation														TYPE:Arcane.Divine	COMPS:V, S, DF					CASTTIME:1 standard action				RANGE:Touch		ITEM:Potion	TARGETAREA:Creature touched																								DURATION:(CASTERLEVEL*2) minutes				SAVEINFO:Will negates (harmless)					SPELLRES:Yes								DESC:Subject gains +4 to Con for (CASTERLEVEL*2) minutes.																																						BONUS:STAT|CON|4|PREAPPLY:ANYPC|TYPE=Enhancement	SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.143
Summon Monster V (Berokene)							NAMEISPI:YES	OUTPUTNAME:Summon Monster V, Elorii Bloodline					SCHOOL:Conjuration	SUBSCHOOL:Summoning										TYPE:Arcane.Divine	COMPS:V, S, F/DF					CASTTIME:1 round						RANGE:Close				TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart														DURATION:(CASTERLEVEL) rounds [D]				SAVEINFO:None								SPELLRES:No									DESC:Calls a large Water Elemental to fight for you.																																																SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.144
Summon Monster V (Kelekene)							NAMEISPI:YES	OUTPUTNAME:Summon Monster V, Elorii Bloodline					SCHOOL:Conjuration	SUBSCHOOL:Summoning										TYPE:Arcane.Divine	COMPS:V, S, F/DF					CASTTIME:1 round						RANGE:Close				TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart														DURATION:(CASTERLEVEL) rounds [D]				SAVEINFO:None								SPELLRES:No									DESC:Calls a large Fire Elemental to fight for you.																																																SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.144
Summon Monster V (Marokene)							NAMEISPI:YES	OUTPUTNAME:Summon Monster V, Elorii Bloodline					SCHOOL:Conjuration	SUBSCHOOL:Summoning										TYPE:Arcane.Divine	COMPS:V, S, F/DF					CASTTIME:1 round						RANGE:Close				TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart														DURATION:(CASTERLEVEL) rounds [D]				SAVEINFO:None								SPELLRES:No									DESC:Calls a large Earth Elemental to fight for you.																																																SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.144
Summon Monster V (Osalikene)							NAMEISPI:YES	OUTPUTNAME:Summon Monster V, Elorii Bloodline					SCHOOL:Conjuration	SUBSCHOOL:Summoning										TYPE:Arcane.Divine	COMPS:V, S, F/DF					CASTTIME:1 round						RANGE:Close				TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart														DURATION:(CASTERLEVEL) rounds [D]				SAVEINFO:None								SPELLRES:No									DESC:Calls a large Air Elemental to fight for you.																																																SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.144
Feather Fall (EB)									NAMEISPI:YES	OUTPUTNAME:Feather Fall, Elorii Bloodline						SCHOOL:Transmutation														TYPE:Arcane										CASTTIME:1 free action					RANGE:Close		ITEM:Potion	TARGETAREA:(CASTERLEVEL) Medium or smaller freefalling objects or creatures, no two of which may be more than 20 ft. apart - NO VERBAL COMPONENT				DURATION:Until landing or (CASTERLEVEL) rounds		SAVEINFO:Will negates (harmless) or Will negates (object)	SPELLRES:Yes (object)							DESC:Objects or creatures fall slowly.																																																		SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.144
Cure Light Wounds (Mass EB)							NAMEISPI:YES	OUTPUTNAME:Cure Light Wounds, Mass, Elorii Bloodline				SCHOOL:Conjuration	SUBSCHOOL:Healing											TYPE:Arcane.Divine	COMPS:V, S						CASTTIME:1 standard action				RANGE:Close		ITEM:Potion	TARGETAREA:(CASTERLEVEL) creatures, no two of which can be more than 30 ft. apart															DURATION:Instantaneous						SAVEINFO:Will half (harmless) or Will half; see text		SPELLRES:Yes (harmless) or Yes; see text				DESC:Cures 1d8+(CASTERLEVEL) damage for many creatures.																																															SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:p.144

Shield Other (KoTO)											OUTPUTNAME:Shield Other									SCHOOL:Abjuration															TYPE:Divine			COMPS:V, S, F					CASTTIME:1 standard action				RANGE:Close		ITEM:Potion	TARGETAREA:Up to (max(CHA,1)) creature(s)																						DURATION:(CASTERLEVEL) hours [D]				SAVEINFO:Will negates (harmless)					SPELLRES:Yes (harmless)							DESC:You take half of subject's damage.  Uses one of your daily channeling attempts.																																										SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsS.rtf
Polymorph (OID)												OUTPUTNAME:Polymorph, Succubus							SCHOOL:Transmutation														TYPE:Divine			COMPS:V, S, M					CASTTIME:1 standard action				RANGE:Personal	ITEM:Potion	TARGETAREA:You																										DURATION:Unlimited [D]						SAVEINFO:None								SPELLRES:No									DESC:You may change shape into any humanoid form.																																																SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsP-R.rtf

#### Val Power Spells
Disrupt Undead (Ishi)								NAMEISPI:YES	OUTPUTNAME:Disrupt Undead, Bloodline						SCHOOL:Necromancy															TYPE:Divine			COMPS:V, S						CASTTIME:1 standard action				RANGE:Close		ITEM:Potion	TARGETAREA:One ray per Val Blood Rank																						DURATION:Instantaneous						SAVEINFO:None								SPELLRES:Yes								DESC:A number of rays equal to Bloodrank that deal 1d6 damage undead.  Each ray requires its own seperate ranged touch attack																																				SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsD-E.rtf
Cure Light Wounds (Mass Ishi)							NAMEISPI:YES	OUTPUTNAME:Mass Cure Light Wounds, Bloodline					SCHOOL:Conjuration	SUBSCHOOL:Healing											TYPE:Divine			COMPS:V, S						CASTTIME:1 standard action				RANGE:Close		ITEM:Potion	TARGETAREA:A number of creatures equal to your Bloodrank, no two of which can be more than 30 ft. apart											DURATION:Instantaneous						SAVEINFO:Will half (harmless) or Will half; see text		SPELLRES:Yes (harmless) or Yes; see text				DESC:Cures 1d8+(min(CASTERLEVEL,25)) damage for many creatures.																																														SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsC.rtf
Heal (Mass Ishi)									NAMEISPI:YES	OUTPUTNAME:Mass Heal, Bloodline							SCHOOL:Conjuration	SUBSCHOOL:Healing											TYPE:Divine			COMPS:V, S						CASTTIME:1 standard action				RANGE:Close		ITEM:Potion	TARGETAREA:Up to (CASTERLEVEL) creatures, no two of which can be more than 30 ft. apart														DURATION:Instantaneous						SAVEINFO:Will negates (harmless)					SPELLRES:Yes (harmless)							DESC:Cures (CASTERLEVEL*25) points of damage, all diseases, and mental conditions for effected creatures.																																							SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsH-L.rtf
Water Walk (Yarris)								NAMEISPI:YES	OUTPUTNAME:Water Walk, Bloodline							SCHOOL:Transmutation					DESCRIPTOR:Water							TYPE:Divine			COMPS:V, S, DF					CASTTIME:1 standard action				RANGE:Touch		ITEM:Potion	TARGETAREA:You																										DURATION:(CASTERLEVEL*10) minutes [D]			SAVEINFO:Will negates (harmless)					SPELLRES:Yes (harmless)							DESC:Subject treads on water as if solid.																																																		SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsT-Z.rtf
Control Water (Yarris)								NAMEISPI:YES	OUTPUTNAME:Control Water, Bloodline							SCHOOL:Transmutation					DESCRIPTOR:Water	VARIANTS:Lower Water|Raise Water	TYPE:Divine			COMPS:V, S, M/DF					CASTTIME:1 standard action				RANGE:Long				TARGETAREA:Water in a volume of (TL*10) ft by (TL*10) ft by (TL*2) ft [S]																DURATION:(CASTERLEVEL*10) minutes [D]			SAVEINFO:None; see text							SPELLRES:No									DESC:Raises or lowers bodies of water.																																																		SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsC.rtf
Elemental Swarm (Virdan)							NAMEISPI:YES	OUTPUTNAME:Elemental Swarm, Bloodline						SCHOOL:Conjuration	SUBSCHOOL:Summoning										TYPE:Divine			COMPS:V, S						CASTTIME:10 minutes					RANGE:Medium			TARGETAREA:Two or more summoned fire elementals, no two of which can be more than 30 ft. apart													DURATION:(CASTERLEVEL*10) minutes [D]			SAVEINFO:None								SPELLRES:No									DESC:Summons multiple fire elementals.																																																		SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsD-E.rtf
Protection from Energy (Virdan)						NAMEISPI:YES	OUTPUTNAME:Protection from Energy, Bloodline					SCHOOL:Abjuration															TYPE:Arcane.Divine	COMPS:V, S, DF					CASTTIME:1 standard action				RANGE:Touch		ITEM:Potion	TARGETAREA:Creature touched																								DURATION:(CASTERLEVEL*10) minutes or until discharged	SAVEINFO:Fortitude negates (harmless)				SPELLRES:Yes (harmless)							DESC:Absorb (min(ValBloodrank*2,10)*12) points of damage from fire only.																																												SOURCELONG:Player's Guide to Arcanis					SOURCEPAGE:SpellsP-R.rtf
Dispel Magic (Assante)								NAMEISPI:YES	OUTPUTNAME:Dispel Magic, Bloodline							SCHOOL:Abjuration															TYPE:Divine			COMPS:V, S						CASTTIME:1 standard action				RANGE:Medium	ITEM:Potion	TARGETAREA:One spellcaster, creature, or object; or 20-ft.-radius burst																	DURATION:Instantaneous						SAVEINFO:None								SPELLRES:No									DESC:Cancels magical spells and effects of the Illusion school or with the Shadow descriptor.																																									SOURCELONG:Player's Guide to Arcanis	SOURCESHORT:PGtA		SOURCEPAGE:SpellsD-E.rtf
Light (Assante)									NAMEISPI:YES	OUTPUTNAME:Light, Bloodline								SCHOOL:Evocation						DESCRIPTOR:Light							TYPE:Arcane.Divine	COMPS:V, M/DF					CASTTIME:1 standard action				RANGE:Touch		ITEM:Potion	TARGETAREA:One small floating globe																							DURATION:(CASTERLEVEL*10) minutes [D]			SAVEINFO:None								SPELLRES:No									DESC:Small globe must remain within 2 feet of the Val																																																SOURCELONG:Player's Guide to Arcanis					SOURCEPAGE:SpellsH-L.rtf

Blink.COPY=Blink (Emman)
Blink (Emman).MOD									NAMEISPI:YES	OUTPUTNAME:Blink, Bloodline					CLASSES:.CLEARALL																																																																			DURATION:.CLEAR	DURATION:% rounds|ValBloodrank
Cause Fear.COPY=Cause Fear (Baucisz)
Cause Fear (Baucisz).MOD							NAMEISPI:YES	OUTPUTNAME:Cause Fear, Bloodline				CLASSES:.CLEARALL																																					RANGE:Close				TARGETAREA:% living creature(s) with 5 or fewer HD|ValBloodrank																																															DESC:% creature(s) of 5 HD or less flees for 1d4 rounds. all targets must have a clear line of sight to the Val; any form of visual concealment, such as obscuring mist, negates the effects; and any targets who are blind or otherwise cannot see the Val are immune.|ValBloodrank																					SOURCEPAGE:SpellsC.rtf
Fly.COPY=Fly (Haupt)
Fly (Haupt).MOD									NAMEISPI:YES	OUTPUTNAME:Fly, Bloodline					CLASSES:.CLEARALL																																		RANGE:.CLEAR	RANGE:Personal			TARGETAREA:You
Glyph of Warding.COPY=Glyph of Warding (Spell Glyph-Baucisz)
Glyph of Warding (Spell Glyph-Baucisz).MOD				NAMEISPI:YES	OUTPUTNAME:Glyph of Warding (Spell Glyph), Bloodline	CLASSES:.CLEARALL																																										TARGETAREA:Object touched or up to (CASTERLEVEL*5) sq. ft																																																DESC:Inscription harms those who pass it. Spell stored is Summon Monster III or bloodline equivalent. Summons double amount of demons, devils or fiendish creatures.																																								SOURCEPAGE:SpellsF-G.rtf
Phantasmal Lover.COPY=Phantasmal Lover (Sheem)
Phantasmal Lover (Sheem).MOD							NAMEISPI:YES	OUTPUTNAME:Phantasmal Lover, Bloodline			CLASSES:.CLEARALL																																										TARGETAREA:(ValBloodrank) conscious living creature(s)
Polymorph.COPY=Polymorph (Baucisz)
Polymorph (Baucisz).MOD								NAMEISPI:YES	OUTPUTNAME:Polymorph, Bloodline				CLASSES:.CLEARALL																																		RANGE:.CLEAR	RANGE:Personal			TARGETAREA:You																																																							DESC:Can turn self into cat, bat or rat.																																																													SOURCEPAGE:SpellsP-R.rtf
Protection from Energy.COPY=Protection from Energy (Emman)
Protection from Energy (Emman).MOD						NAMEISPI:YES	OUTPUTNAME:Protection From Energy, Bloodline		CLASSES:.CLEARALL																																																																																																DESC:.CLEARALL	DESC:Absorb (min(CASTERLEVEL,10)*12) points of fire																																																											SOURCEPAGE:SpellsP-R.rtf
Resist Energy.COPY=Resist Energy (Fire)
Resist Energy (Fire).MOD																			CLASSES:.CLEARALL																																																																																																DESC:.CLEARALL	DESC:Ignores first ((1+(min(floor((CASTERLEVEL-3)/4),2)))*10) points of damage/attack from Fire.
Speak with Animals.COPY=Speak with Animals (Baucisz)
Speak with Animals (Baucisz).MOD						NAMEISPI:YES	OUTPUTNAME:Speak with Animals, Bloodline			CLASSES:.CLEARALL																																																																																																			DESC:You can communicate with felines per Sarish.																																																											SOURCEPAGE:SpellsS.rtf
Summon Monster III.COPY=Summon Monster III (Baucisz)
Summon Monster III (Baucisz).MOD						NAMEISPI:YES	OUTPUTNAME:Summon Monster III, Bloodline			CLASSES:.CLEARALL																									CASTTIME:.CLEAR		CASTTIME:1 standard action																																																																		DESC:Calls demons, devils or fiendish creature to fight for you.																																																									SOURCEPAGE:SpellsS.rtf
Summon Nature's Ally I.COPY=Summon Nature's Ally I (MoH)
Summon Nature's Ally I (MoH).MOD									OUTPUTNAME:Summon Nature's Ally I (Canines Only)	CLASSES:.CLEARALL
Summon Nature's Ally II.COPY=Summon Nature's Ally II (MoH)
Summon Nature's Ally II (MoH).MOD									OUTPUTNAME:Summon Nature's Ally II (Canines Only)	CLASSES:.CLEARALL
Summon Nature's Ally III.COPY=Summon Nature's Ally III (MoH)
Summon Nature's Ally III (MoH).MOD									OUTPUTNAME:Summon Nature's Ally III (Canines Only)	CLASSES:.CLEARALL
Summon Nature's Ally IV.COPY=Summon Nature's Ally IV (MoH)
Summon Nature's Ally IV (MoH).MOD									OUTPUTNAME:Summon Nature's Ally IV (Canines Only)	CLASSES:.CLEARALL
Summon Nature's Ally V.COPY=Summon Nature's Ally V (Dellenov)
Summon Nature's Ally V (Dellenov).MOD					NAMEISPI:YES	OUTPUTNAME:Summon Nature's Ally V, Bloodline		CLASSES:.CLEARALL																									CASTTIME:.CLEAR		CASTTIME:1 standard action																																																																																																																																					SOURCEPAGE:SpellsS.rtf
Tree Stride.COPY=Tree Stride (Dellanov)
