#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00

# 0th-Level Nightblade Spells:
# Spell Name					Classes of caster
frost fall.MOD					CLASSES:Nightblade=2
ghostly disguise.MOD				CLASSES:Nightblade=2
glide.MOD						CLASSES:Nightblade=2
glitterdust.MOD					CLASSES:Nightblade=2
haunting mists.MOD				CLASSES:Nightblade=2
hidden speech.MOD					CLASSES:Nightblade=2
hypnotic pattern.MOD				CLASSES:Nightblade=2
invisibility.MOD					CLASSES:Nightblade=2
knock.MOD						CLASSES:Nightblade=2
shadow conjuration (lesser).MOD		CLASSES:Nightblade=2
shadow necromancy (lesser).MOD		CLASSES:Nightblade=2
locate object.MOD					CLASSES:Nightblade=2
minor image.MOD					CLASSES:Nightblade=2
mirror image.MOD					CLASSES:Nightblade=2
misdirection.MOD					CLASSES:Nightblade=2
muffle sound.MOD					CLASSES:Nightblade=2
night shield.MOD					CLASSES:Nightblade=2
pernicious poison.MOD				CLASSES:Nightblade=2
phantasmal foe.MOD				CLASSES:Nightblade=2
pilfering hand.MOD				CLASSES:Nightblade=2
protective penumbra.MOD				CLASSES:Nightblade=2
scare.MOD						CLASSES:Nightblade=2
see invisibility.MOD				CLASSES:Nightblade=2
shadow anchor.MOD					CLASSES:Nightblade=2
shadow ball.MOD					CLASSES:Nightblade=2
shadow binding.MOD				CLASSES:Nightblade=2
share memory.MOD					CLASSES:Nightblade=2
silence.MOD						CLASSES:Nightblade=2
silent table.MOD					CLASSES:Nightblade=2
sound burst.MOD					CLASSES:Nightblade=2
spider climb.MOD					CLASSES:Nightblade=2
stricken heart.MOD				CLASSES:Nightblade=2
tongues.MOD						CLASSES:Nightblade=2
twilight haze.MOD					CLASSES:Nightblade=2
umbral berserker.MOD				CLASSES:Nightblade=2
web.MOD						CLASSES:Nightblade=2
whip of spiders.MOD				CLASSES:Nightblade=2
whispering wind.MOD				CLASSES:Nightblade=2
# 3rd-Level Nightblade Spells:
adjustable disguise.MOD				CLASSES:Nightblade=3
blink.MOD						CLASSES:Nightblade=3
chain of perdition.MOD				CLASSES:Nightblade=3
clairaudience/clairvoyance.MOD		CLASSES:Nightblade=3
darkvision (communal).MOD			CLASSES:Nightblade=3
tongues (communal).MOD				CLASSES:Nightblade=3
contagion.MOD					CLASSES:Nightblade=3
daylight.MOD					CLASSES:Nightblade=3
deeper darkness.MOD				CLASSES:Nightblade=3
dispel magic.MOD					CLASSES:Nightblade=3
displacement.MOD					CLASSES:Nightblade=3
fear.MOD						CLASSES:Nightblade=3
fearsome duplicate.MOD				CLASSES:Nightblade=3
fly.MOD						CLASSES:Nightblade=3
gloomblind bolts.MOD				CLASSES:Nightblade=3
haste.MOD						CLASSES:Nightblade=3
howling agony.MOD					CLASSES:Nightblade=3
illusory script.MOD				CLASSES:Nightblade=3
invisibility sphere.MOD				CLASSES:Nightblade=3
shadow evocation (lesser).MOD			CLASSES:Nightblade=3
lightning bolt.MOD				CLASSES:Nightblade=3
loathsome veil.MOD				CLASSES:Nightblade=3
major image.MOD					CLASSES:Nightblade=3
night terror.MOD					CLASSES:Nightblade=3
nondetection.MOD					CLASSES:Nightblade=3
pain strike.MOD					CLASSES:Nightblade=3
phantom driver.MOD				CLASSES:Nightblade=3
phantom steed.MOD					CLASSES:Nightblade=3
pierce disguise.MOD				CLASSES:Nightblade=3
ray of exhaustion.MOD				CLASSES:Nightblade=3
sands of time.MOD					CLASSES:Nightblade=3
scrying.MOD						CLASSES:Nightblade=3
secret page.MOD					CLASSES:Nightblade=3
seek thoughts.MOD					CLASSES:Nightblade=3
sensory deprivation.MOD				CLASSES:Nightblade=3
shadow courier.MOD				CLASSES:Nightblade=3
shadow form.MOD					CLASSES:Nightblade=3
shadow structure.MOD				CLASSES:Nightblade=3
shadow vortex.MOD					CLASSES:Nightblade=3
shadow wound.MOD					CLASSES:Nightblade=3
sleet storm.MOD					CLASSES:Nightblade=3
slow.MOD						CLASSES:Nightblade=3
stinking cloud.MOD				CLASSES:Nightblade=3
twilight knife.MOD				CLASSES:Nightblade=3
umbral defender.MOD				CLASSES:Nightblade=3
vampiric touch.MOD				CLASSES:Nightblade=3
vision of hell.MOD				CLASSES:Nightblade=3
wall of darkness.MOD				CLASSES:Nightblade=3
wall of nausea.MOD				CLASSES:Nightblade=3
witness.MOD						CLASSES:Nightblade=3
# 4th-Level Nightblade Spells:
air walk.MOD					CLASSES:Nightblade=4
ball lightning.MOD				CLASSES:Nightblade=4
bestow curse.MOD					CLASSES:Nightblade=4
black tentacles.MOD				CLASSES:Nightblade=4
nondetection (communal).MOD			CLASSES:Nightblade=4
phantom steed (communal).MOD			CLASSES:Nightblade=4
creeping ice.MOD					CLASSES:Nightblade=4
detect scrying.MOD				CLASSES:Nightblade=4
enervation.MOD					CLASSES:Nightblade=4
eyes of the void.MOD				CLASSES:Nightblade=4
feast on fear.MOD					CLASSES:Nightblade=4
aggressive thundercloud (greater).MOD	CLASSES:Nightblade=4
darkvision (greater).MOD			CLASSES:Nightblade=4
false life (greater).MOD			CLASSES:Nightblade=4
invisibility (greater).MOD			CLASSES:Nightblade=4
shadow ball (greater).MOD			CLASSES:Nightblade=4
hallucinatory terrain.MOD			CLASSES:Nightblade=4
ice storm.MOD					CLASSES:Nightblade=4
illusory strike.MOD				CLASSES:Nightblade=4
illusory wall.MOD					CLASSES:Nightblade=4
legend lore.MOD					CLASSES:Nightblade=4
simulacrum (lesser).MOD				CLASSES:Nightblade=4
locate creature.MOD				CLASSES:Nightblade=4
negative image.MOD				CLASSES:Nightblade=4
night armor.MOD					CLASSES:Nightblade=4
phantasmal killer.MOD				CLASSES:Nightblade=4
phantom chariot.MOD				CLASSES:Nightblade=4
rainbow pattern.MOD				CLASSES:Nightblade=4
sending.MOD						CLASSES:Nightblade=4
shadow conjuration.MOD				CLASSES:Nightblade=4
shadow necromancy.MOD				CLASSES:Nightblade=4
shadow projection.MOD				CLASSES:Nightblade=4
shadow step.MOD					CLASSES:Nightblade=4
shadow touch.MOD					CLASSES:Nightblade=4
shadowy haven.MOD					CLASSES:Nightblade=4
shocking image.MOD				CLASSES:Nightblade=4
solid fog.MOD					CLASSES:Nightblade=4
treasure stitching.MOD				CLASSES:Nightblade=4
umbral informant.MOD				CLASSES:Nightblade=4
wall of blindness/deafness.MOD		CLASSES:Nightblade=4
wall of ice.MOD					CLASSES:Nightblade=4
# 5th-Level Nightblade Spells:
acidic spray.MOD					CLASSES:Nightblade=5
air walk (communal).MOD				CLASSES:Nightblade=5
cone of cold.MOD					CLASSES:Nightblade=5
cloudkill.MOD					CLASSES:Nightblade=5
curse of the lightless.MOD			CLASSES:Nightblade=5
damnation stride.MOD				CLASSES:Nightblade=5
deathwings.MOD					CLASSES:Nightblade=5
dream.MOD						CLASSES:Nightblade=5
false vision.MOD					CLASSES:Nightblade=5
contagion (greater).MOD				CLASSES:Nightblade=5
dispel magic (greater).MOD			CLASSES:Nightblade=5
wall of darkness (greater).MOD		CLASSES:Nightblade=5
icy prison.MOD					CLASSES:Nightblade=5
magic jar.MOD					CLASSES:Nightblade=5
curse (major).MOD					CLASSES:Nightblade=5
pain strike (mass).MOD				CLASSES:Nightblade=5
mirage arcana.MOD					CLASSES:Nightblade=5
mislead.MOD						CLASSES:Nightblade=5
nightmare.MOD					CLASSES:Nightblade=5
overland flight.MOD				CLASSES:Nightblade=5
persistent image.MOD				CLASSES:Nightblade=5
phantasmal web.MOD				CLASSES:Nightblade=5
possess object.MOD				CLASSES:Nightblade=5
prying eyes.MOD					CLASSES:Nightblade=5
seeming.MOD						CLASSES:Nightblade=5
shadow evocation.MOD				CLASSES:Nightblade=5
shadow field.MOD					CLASSES:Nightblade=5
shadow gate.MOD					CLASSES:Nightblade=5
shadow walk.MOD					CLASSES:Nightblade=5
suffocation.MOD					CLASSES:Nightblade=5
umbral magician.MOD				CLASSES:Nightblade=5
unwilling shield.MOD				CLASSES:Nightblade=5
vampiric shadow shield.MOD			CLASSES:Nightblade=5
void field.MOD					CLASSES:Nightblade=5
waves of fatigue.MOD				CLASSES:Nightblade=5
whip of centipedes.MOD				CLASSES:Nightblade=5
# 6th-Level Nightblade Spells:
acid fog.MOD					CLASSES:Nightblade=6
banish light.MOD					CLASSES:Nightblade=6
banish shadows.MOD				CLASSES:Nightblade=6
banshee blast.MOD					CLASSES:Nightblade=6
chain lightning.MOD				CLASSES:Nightblade=6
circle of death.MOD				CLASSES:Nightblade=6
cold ice strike.MOD				CLASSES:Nightblade=6
eyebite.MOD						CLASSES:Nightblade=6
find the path.MOD					CLASSES:Nightblade=6
freezing sphere.MOD				CLASSES:Nightblade=6
scrying (greater).MOD				CLASSES:Nightblade=6
sensory deprivation (greater).MOD		CLASSES:Nightblade=6
lunar veil.MOD					CLASSES:Nightblade=6
bull's strength (mass).MOD			CLASSES:Nightblade=6
cat's grace (mass).MOD				CLASSES:Nightblade=6
eagle's splendor (mass).MOD			CLASSES:Nightblade=6
invisibility (mass).MOD				CLASSES:Nightblade=6
shadow binding (mass).MOD			CLASSES:Nightblade=6
permanent image.MOD				CLASSES:Nightblade=6
phantasmal polymorph.MOD			CLASSES:Nightblade=6
plague storm.MOD					CLASSES:Nightblade=6
programmed image.MOD				CLASSES:Nightblade=6
project image.MOD					CLASSES:Nightblade=6
scintillating pattern.MOD			CLASSES:Nightblade=6
shadow blast.MOD					CLASSES:Nightblade=6
shadow space.MOD					CLASSES:Nightblade=6
shadow terrain.MOD				CLASSES:Nightblade=6
simulacrum.MOD					CLASSES:Nightblade=6
sonic form.MOD					CLASSES:Nightblade=6
true seeing.MOD					CLASSES:Nightblade=6
umbral nightblade.MOD				CLASSES:Nightblade=6
veil.MOD						CLASSES:Nightblade=6
waves of exhaustion.MOD				CLASSES:Nightblade=6
whip of ants.MOD					CLASSES:Nightblade=6


###Block: New Spells
# Spell Name			Unique Key					Classes of caster													School			Sub-School			Descriptor						Components																	Casting Time			Range				Target Area or Effect																								Duration								Save Info											Spell Resistance				Source Page		Description
Banish Light			KEY:Banish Light				CLASSES:antipaladin=4|cleric=7|nightblade=6|sorcerer,wizard=7					SCHOOL:abjuration						DESCRIPTOR:darkness				COMPS:V, S																	CASTTIME:1 standard action	RANGE:30 ft.		TARGETAREA:30 ft.-radius emanation, centered on you																			DURATION:10 min./level (D)					SAVEINFO:none										SPELLRES:no					SOURCEPAGE:p.46	DESC:A field of pure darkness emanates from you and follows you, removing all light within the area. The lighting within the spell's area becomes supernatural darkness, as a deeper darkness spell, regardless of existing lighting conditions. All non-magical light sources in the area are snuffed out. Supernatural abilities that create light or fire and spells with the light or fire descriptor are suppressed within the area of the spell, as an antimagic field. Positive energy effects in the area deal only half their normal damage to undead creatures and heal half their normal hit points to living creatures. Banish light can be used to counter or dispel a spell with the fire or light descriptor of any level, even those with a higher level than banish light.
Banish Shadows			KEY:Banish Shadows			CLASSES:cleric=7|nightblade=6|paladin=4|sorcerer,wizard=7						SCHOOL:abjuration						DESCRIPTOR:light					COMPS:V, S																	CASTTIME:1 standard action	RANGE:30 ft.		TARGETAREA:30 ft.-radius emanation, centered on you																			DURATION:10 min./level (D)					SAVEINFO:none										SPELLRES:no					SOURCEPAGE:p.46	DESC:A field of brilliant light emanates from you and follows you, removing all darkness within the area. The lighting within the spell's area becomes bright light, as a daylight spell, regardless of existing lighting conditions. Supernatural abilities that create darkness, spells with the darkness or shadow descriptor, and spells of the shadow subschool are suppressed within the area of the spell, as an antimagic field. Creatures within the area of the spell do not cast a shadow. If an object or creature is hidden away within a creature's shadow, such as a nightblade's shadow bond ability or an object hidden by a shadow courier spell, the hidden object or creature cannot be accessed or utilized while in the area of this spell. Negative energy effects in the area deal only half their normal damage to living creatures and heal half their normal hit points to undead creatures. Banish shadows can be used to counter or dispel a spell of the shadow subschool or a spell with the shadow or darkness descriptor of any level, even those with a higher level than banish shadows.
Control Light			KEY:Control Light				CLASSES:cleric=4|druid=4|shaman=4										SCHOOL:evocation						DESCRIPTOR:darkness|light			COMPS:V, S, M (a pearl and a piece of obsidian, each worth at least 10 gp)						CASTTIME:1 standard action	RANGE:60 ft.		TARGETAREA:60-ft. radius centered on you																					DURATION:10 min./level (D)					SAVEINFO:none										SPELLRES:no					SOURCEPAGE:p.47	DESC:As you cast this spell, the gem that you hold in each hand dissolves away, the pearl staining one hand with a silvery glow, the obsidian blackening your other hand with darkness. Upon casting this spell, you designate the light level that you wish to maintain (bright light, normal light, dim light, or darkness). The lighting within 60 feet of you is changed to that light level, regardless of existing conditions. By concentrating on the spell (a standard action) you can change the lightning level this spell creates by one step in either direction. Nonmagical sources of light or shadows do not have any effect within the area of this spell. Any magical source of light or darkness that would alter the lighting to a different light level than you have designated has a chance of being suppressed. You must make an opposed caster level check against the caster of the other source of light or darkness. Success means the other source of light or darkness has no effect inside the area of this spell for the remaining duration of this spell, even if the area of light or darkness is brought outside the area of this spell and later brought back in. Failure means the other spell's effects supersede the lighting or darkness created by control light for the duration of the spell. Control light counters or dispels any light or darkness spell of the same level or lower, such as daylight or snuff.
Curse Of The Lightless		KEY:Curse Of The Lightless		CLASSES:cleric=5|nightblade=5|sorcerer,wizard=6|witch=6						SCHOOL:necromancy						DESCRIPTOR:curse|darkness			COMPS:V, S, F (a broken mirror)													CASTTIME:1 standard action	RANGE:touch			TARGETAREA:creature touched																							DURATION:permanent						SAVEINFO:Will partial									SPELLRES:yes				SOURCEPAGE:p.47	DESC:With a touch you curse your foe to a life of exile and darkness. Upon failing its saving throw, the creature's shadow immediately and permanently vanishes. Any spells that utilize its shadow, such as shadow courier or shadow wound, are dispelled and cannot be used on the target as long as the curse persists. Creatures with the shadow surge class feature lose any shadow surges they currently have and cannot gain shadow surges as long as they are cursed. Any object or creature hidden in the creature's shadow, such as from a nightblade's shadow bond ability, is expelled and appears in an adjacent space to the creature. Exposing the target to bright light staggers it so long as it remains in the light. The creature is also treated as an undead creature for determining the damage of spells that deal additional damage to undead, such as wall of fire or sunburst. This does not grant the creature the ability to be healed by negative energy, nor is it harmed by positive energy (unless it already was beforehand). Twenty-four hours after the curse is bestowed, the creature's weakness to bright light becomes lethal. From then on, exposing the creature to direct sunlight staggers it on the first round of exposure and destroys it utterly on the second consecutive round of exposure if it does not escape, similar to a vampire. This is in addition to the previously described penalties the curse brings. A creature that makes its Will save is staggered for 1 round if it is in bright light, but suffers no further effects. The curse bestowed by this spell cannot be dispelled, but it can be removed with a break enchantment, limited wish, miracle, remove curse, or wish spell. While a creature can learn to live with the curse, in lands where vampires are a threat or feared, the curse can make the creature the subject of superstition or outright hostility from others.
Dark Confinement			KEY:Dark Confinement			CLASSES:antipaladin=2|inquisitor=2|nightblade=2|sorcerer,wizard=2|witch=2			SCHOOL:illusion		SUBSCHOOL:shadow		DESCRIPTOR:darkness|shadow			COMPS:V, S, M (a spider web)														CASTTIME:1 standard action	RANGE:Close			TARGETAREA:one creature per level, no two of which can be more than 30 ft. apart														DURATION:1 round/level						SAVEINFO:Will negates									SPELLRES:yes				SOURCEPAGE:p.47	DESC:Each creature targeted by this spell finds itself unable to enter well-lit areas. As long as dark confinement persists, affected creatures must remain within areas of dim light, darkness, or supernatural darkness and cannot willingly enter into areas of normal light or bright light; attempts to do so feel as if struggling against a solid wall. This spell has no effect on creatures that are not in an area of dim light, darkness, or supernatural darkness at the time of casting. If an affected creature is forcefully moved into an area of normal or bright light (such as by a bull rush maneuver), or if the space containing the creature is brought to normal light or brighter, the spell is suppressed for that creature until it moves back into an area of dim light or darker, at which point the effects of dark confinement resume (assuming the spell has duration remaining). A creature is not compelled to move back into darker areas if moved in such a manner.
Dark Recovery			KEY:Dark Recovery				CLASSES:nightblade=2												SCHOOL:evocation						DESCRIPTOR:darkness				COMPS:V																	CASTTIME:1 swift action		RANGE:personal		TARGETAREA:you																									DURATION:instantaneous						SAVEINFO:none										SPELLRES:no					SOURCEPAGE:p.48	DESC:With a hushed whisper, you gather the power of shadows around you, granting yourself a shadow surge. You must be able to use shadow surges to cast this spell and must be below your maximum number of shadow surges at the time of casting.
Deathwings				KEY:Deathwings				CLASSES:cleric=6|nightblade=5|sorcerer,wizard=5|witch=6						SCHOOL:necromancy						DESCRIPTOR:darkness				COMPS:V, S, M (a raven's feather)													CASTTIME:1 standard action	RANGE:touch			TARGETAREA:creature touched																							DURATION:10 min./level						SAVEINFO:Will negates (harmless), Will half, see text				SPELLRES:yes (harmless)			SOURCEPAGE:p.48	DESC:The creature you touch sprouts wings made of shadows and negative energy. This grants the creature a fly speed of 60 feet with good maneuverability, as a fly spell. The wings can be used to attack. The two wings are secondary natural attacks, dealing 1d4 points of damage (for a medium creature) plus half the creature's Strength bonus. The wings also inflict negative energy damage equal to 1d6 + 1 per two caster levels (maximum +10) on a successful hit. At any point during the spell's duration, the recipient of the spell can release the negative energy in the wings in a single burst. This functions as a cleric channeling negative energy, using your caster level as cleric levels to determine the damage the channeled energy deals (or the amount it heals undead, should the creature use it in that manner). The DC of the Will save to take half damage is equal to the DC of deathwings. Upon using the deathwings to channel negative energy, the spell ends; if the creature is in the air when this occurs, it falls to the ground slowly, as a fly spell does.
Entropic Storm			KEY:Entropic Storm			CLASSES:cleric=9|sorcerer,wizard=9										SCHOOL:necromancy													COMPS:V, S																	CASTTIME:1 standard action	RANGE:Medium		TARGETAREA:30-ft. radius spread																						DURATION:concentration, up to 1 round/level, see text	SAVEINFO:Fortitude partial, see text; Spell Resistance yes									SOURCEPAGE:p.48	DESC:You create a gateway to the destructive void between the Plane of Shadows and the Plane of Negative Energy, exposing those within to entropic oblivion. Creatures in the area age a single age category (no save). The creature immediately takes the age penalties to Strength, Dexterity, and Constitution for its new age category, but does not gain the bonuses for that category. Each round the creature remains in the area, it ages yet another age category, going from middle age to old, and old to venerable. The penalties from aging are cumulative, just as with normal aging. A creature that ages to venerable age (or is already venerable) that is exposed to the entropic storm must make a Fortitude save or age so far that it simply stops existing, slaying it and reducing its entire being to dust. This is a death effect. It must make this save each round it is exposed to the storm. A creature reduced to dust in this manner can only be revived via miracle, wish, or true resurrection. After leaving the area of the entropic storm, a living creature goes back down age categories at a rate of one age category per hour until it is restored to its original age. Unattended objects, constructs, or undead creatures in the area age and decay rapidly, taking 5d6 points of damage + 1 point per caster level (maximum +20) each round they remain in the area (no save). A magic item destroyed loses its magical functions as normal and falls into a state of significant disrepair, but is otherwise intact and can be repaired by a make whole spell. Mundane objects that lose all of their hit points are reduced to dust and cannot be restored. A creature whose age is unknown starts by aging to middle age, from which it can continue to age if continuously exposed to the entropic storm. Ageless or immortal creatures are immune to this spell. Nightshades, being made of pure entropy, are also immune to this spell's effects. This spell cannot destroy artifacts, though it can damage them. As part of concentrating on the spell, you can move the area of the entropic storm 10 feet in any direction.
Eyes Of Eventide			KEY:Eyes Of Eventide			CLASSES:inquisitor=1|nightblade=1|sorcerer,wizard=1							SCHOOL:transmutation												COMPS:V, S																	CASTTIME:1 standard action	RANGE:touch			TARGETAREA:creature touched																							DURATION:1 hour/level						SAVEINFO:Will negates (harmless); Spell Resistance yes (harmless)								SOURCEPAGE:p.49	DESC:This spell enhances the vision of a creature, granting it low-light vision for the duration of the spell. The creature also gains a +2 insight bonus on saving throws against effects that would cause it to be dazzled or blinded. Creatures that already have low-light vision do not have their vision enhanced further, but still receive the bonus on saving throws.
Eyes Of Eventide, Communal	KEY:Eyes Of Eventide (Communal)	CLASSES:inquisitor=2|nightblade=2|sorcerer,wizard=2							SCHOOL:transmutation																																							TARGETAREA:creatures touched																																																		SOURCEPAGE:p.49	DESC:This spell functions like eyes of eventide, except you may divide the duration in 1-hour intervals among the creatures touched.
Grasp Of Darkness			KEY:Grasp Of Darkness			CLASSES:bloodrager=1|magus=1|nightblade=1|sorcerer,wizard=1						SCHOOL:evocation						DESCRIPTOR:darkness				COMPS:V, S																	CASTTIME:1 standard action	RANGE:touch			TARGETAREA:creature or object touched																					DURATION:instantaneous						SAVEINFO:Fortitude partial								SPELLRES:yes				SOURCEPAGE:p.49	DESC:You reach out with a hand of chilling shadows, dealing 1d6 cold damage per caster level (maximum 5d6) on a successful melee touch attack. A creature struck must make a Fortitude save or have its vision clouded with shadows, making it treat all other creatures if they had concealment (20%% miss chance) for 1 round. A creature that does not use vision to see or has the see in darkness ability is not subjected to the concealment effect.
Hidden Illumination		KEY:Hidden Illumination			CLASSES:bard=1|cleric=1|inquisitor=1|nightblade=1|sorcerer,wizard=1|summoner=1|witch=1	SCHOOL:evocation						DESCRIPTOR:darkness|light			COMPS:V, S																	CASTTIME:1 standard action	RANGE:touch			TARGETAREA:creature or object touched																					DURATION:10 min./level						SAVEINFO:none										SPELLRES:no					SOURCEPAGE:p.49	DESC:You create a field of special energy to a radius of 30 feet around the touched creature or object that enhances low-light vision and darkvision of creatures in the area. Creatures with low-light vision can see double the distance they normally can in dim light (letting them see four times as far as a human can in dim light). Creatures with darkvision in the area are able to perceive color and detail of things in the area, rather than seeing them in black and white. This spell does not create a visible light source, nor does it alter the lighting level in the area in any way. Hidden illumination counters or dispels any light or darkness spell of the same level or lower, such as flare burst or snuff.
Illusory Edge			KEY:Illusory Edge				CLASSES:sorcerer,wizard=4											SCHOOL:illusion		SUBSCHOOL:shadow		DESCRIPTOR:shadow					COMPS:V, S																	CASTTIME:1 standard action	RANGE:Close			TARGETAREA:one weapon or 50 projectiles (all of which must be together at the time of casting)												DURATION:1 min./level						SAVEINFO:Will negates (harmless, object), Will disbelief, see text	SPELLRES:yes (harmless, object)	SOURCEPAGE:p.50	DESC:You use shadow magic to create an illusory enchantment on a weapon. This functions as the spell greater magic weapon, except the enhancement is only partially real and you can grant different properties. In place of the enhancement bonuses, you can grant any of the following weapon special properties (as appropriate for the weapon): designating, exhausting, greater designating, frost, icy burst, impact, keen, ghost touch, seeking, wounding. Adding these properties consumes an amount of bonus equal to the property's base price modifier. These properties are added to any the weapon already has, but duplicates do not stack. If the weapon is not magical, at least a +1 enhancement bonus must be added before any other properties can be added. A creature struck by a weapon enhanced by illusory edge is entitled to a Will save to disbelieve the enhancements. A successful save makes any special properties granted by illusory edge (such as frost or keen) not function on that creature. Regular enhancement bonuses continue to work as normal against that creature, as do any special properties that were already on the weapon.
