# CVS $Revision$ $Author$ -- Fri Oct 19 20:16:09 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:Modern System Reference Document	SOURCESHORT:MSRD	SOURCEWEB:http://www.wizards.com/D20/article.asp?x=msrd	SOURCEDATE:2002-01

# Feat Name					Type
Vehicle Dodge.MOD				TYPE:SpeedDemon
Vehicle Specialization.MOD		TYPE:SpeedDemon
Weapon Focus.MOD				TYPE:ArchaicWeaponmaster.StreetWarrior.PsionicAgent
Whirlwind Attack.MOD			TYPE:Swashbuckler
Wild Talent.MOD				TYPE:Psychic
Windfall.MOD				TYPE:ArcaneArranger.Glamourist.Mystic.Shadowjack.TechnoMage

#
# End
#
