#  Sat May 18 14:56:38 2019 -- reformated by PCGen PrettyLST v6.08.00
#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00
# CVS $Revision$ $Author$ -- Wed Feb  3 13:47:16 2016 -- reformated by PCGen PrettyLST v6.06.00

###Block: Caster Level Tracking
# Ability Name			Define							Ability								Modify VAR
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Highest|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Highest__Arcane|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Highest__Divine|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Bonus|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Total__Arcane|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Total__Divine|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Total|0


# Combined to get Highest Arcane or Divine caster level
CATEGORY=Internal|Default.MOD																		BONUS:VAR|Caster_Level_Highest|max(Caster_Level_Highest__Arcane,Caster_Level_Highest__Divine)


# Comment: PC and NPCs are usually playable races that follow age rules, Monsters don't normally follow age rules.
CATEGORY=Internal|Default.MOD	DEFINE:UseAgeRules|0	DEFINE:AgeProgression|0	ABILITY:Internal|AUTOMATIC|Age|PREVAREQ:UseAgeRules,1	BONUS:VAR|UseAgeRules|1|TYPE=Bool|PRECHARACTERTYPE:1,PC,NPC

###Block: Age Adjustments
# Ability Name			Category of Ability	Define						Ability											Modify VAR
Age					CATEGORY:Internal		DEFINE:UseAgeRulesNegateAgePenalties|0													BONUS:VAR|AgeProgression|1|PREAGESET:1,Youth	BONUS:VAR|AgeProgression|1|PREAGESET:1,Adult	BONUS:VAR|AgeProgression|1|PREAGESET:1,Middle-Aged	BONUS:VAR|AgeProgression|1|PREAGESET:1,Old	BONUS:VAR|AgeProgression|1|PREAGESET:1,Venerable

# Determines which Age category ability to grant
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Youth|PREVAREQ:AgeProgression,1
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Adult|PREVAREQ:AgeProgression,2
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Middle-Aged|PREVAREQ:AgeProgression,3
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Old|PREVAREQ:AgeProgression,4
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Venerable|PREVAREQ:AgeProgression,5


###Block: Game Specific bonuses - Bonuses and Penalties assigned by each age category.
# Ability Name	Category of Ability	Stat bonus
Age ~ Youth		CATEGORY:Internal		BONUS:STAT|STR,CON,WIS|-2|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|DEX|2|TYPE=Age
Age ~ Adult		CATEGORY:Internal
Age ~ Middle-Aged	CATEGORY:Internal		BONUS:STAT|STR,DEX,CON|-1|TYPE=Age|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|INT,WIS,CHA|1|TYPE=Age
Age ~ Old		CATEGORY:Internal		BONUS:STAT|STR,DEX,CON|-3|TYPE=Age|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|INT,WIS,CHA|2|TYPE=Age
Age ~ Venerable	CATEGORY:Internal		BONUS:STAT|STR,DEX,CON|-6|TYPE=Age|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|INT,WIS,CHA|3|TYPE=Age

###Block: Age rules
# Ability Name					Category of Ability	Type				Modify VAR								Cost
Rules ~ Use Age Rules (Monsters)		CATEGORY:Internal		TYPE:OptionalRules	BONUS:VAR|UseAgeRules|1|TYPE=Bool				COST:0
Rules ~ Use Age Rules (Negate Penalties)	CATEGORY:Internal		TYPE:OptionalRules	BONUS:VAR|UseAgeRulesNegateAgePenalties|1|TYPE=Bool	COST:0

#	This system is designed to be expandable to new classes. Each class is designated as either "Arcane" or "Divine".
#	BONUS:CASTERLEVEL|ClassName|ClassName_Caster_Level	DEFINE:ClassName_Caster_Level|0	BONUS:VAR|ClassName_Caster_Level|CL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_Highest__Divine|ClassName_Caster_Level|TYPE=Base
#	You can then determine Caster level for any class "ClassName_Caster_Level" or meet prereqs based upon Highest Caster Level for Arcane or Divine.
#	PREVARGTEQ:Caster_Level_Highest,x
#	PREVARGTEQ:Caster_Level_Highest__Arcane,x
#	PREVARGTEQ:Caster_Level_Highest__Divine,x



###Spells Temp Spot - Move these to the originating book or set up control list
###Block: Spell Like Abilities - Make it easier to manage spells individually

# Template for Innate SPELL-LIKE ABILITY:
#	Spell Name			KEY:Spell Name						CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLVLx.ArcaneLVLx.DivineLVLx	DEFINE:xxx_SpellTimes|0	DEFINE:xxx_SpellLevel|0	DEFINE:xxx_SpellCasterLVL|0	DEFINE:xxx_SpellDC|0	DEFINE:xxx_SpellTimesAtWill|0		SPELLS:Innate|TIMES=xxx_SpellTimes|CASTERLEVEL=xxx_SpellCasterLVL|xxx,xxx_SpellDC|PREVAREQ:xxx_SpellTimesAtWill,0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=xxx_SpellCasterLVL|xxx,xxx_SpellDC|PREVARGTEQ:xxx_SpellTimesAtWill,1
# Example Spell:
#Flare Burst	KEY:Flare Burst	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLVL1.DivineLVL1	DEFINE:Flare_Burst_SpellTimes|0	DEFINE:Flare_Burst_SpellLevel|0	DEFINE:Flare_Burst_SpellCasterLVL|0	DEFINE:Flare_Burst_SpellDC|0			SPELLS:Innate|TIMES=Flare_Burst_SpellTimes|CASTERLEVEL=TL|Flare Burst,10+TL+CHA|PREVAREQ:Flare_Burst_SpellTimesAtWill,0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=Flare_Burst_SpellCasterLVL|Flare Burst,Flare_Burst_SpellDC|PREVARGTEQ:Flare_Burst_SpellTimesAtWill,1


#L0
# Ability Name	Category of Ability		Type								Visible	Define									Innate Spells
Detect Magic	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DetectMagicTimes|0	DEFINE:DetectMagicLVL|0		SPELLS:Innate|TIMES=DetectMagicTimes|TIMEUNIT=Day|CASTERLEVEL=DetectMagicLVL|Detect Magic|PREVAREQ:DisableSpellDetectMagic,0|PREVARGTEQ:DetectMagicTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Constant|CASTERLEVEL=DetectMagicLVL|Detect Magic|PREVAREQ:DisableSpellDetectMagic,0|PREVARLTEQ:DetectMagicTimes,0

#L1
Feather Fall	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:FeatherFallTimes|0	DEFINE:FeatherFallLVL|0		SPELLS:Innate|TIMES=FeatherFallTimes|TIMEUNIT=Day|CASTERLEVEL=FeatherFallLVL|Feather Fall|PREVAREQ:DisableSpellFeatherFall,0|PREVARGTEQ:FeatherFallTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=FeatherFallLVL|Feather Fall|PREVAREQ:DisableSpellFeatherFall,0|PREVARLTEQ:FeatherFallTimes,0

#L2
Levitate		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:LevitateTimes|0	DEFINE:LevitateLVL|0			SPELLS:Innate|TIMES=LevitateTimes|TIMEUNIT=Day|CASTERLEVEL=LevitateLVL|Levitate|PREVAREQ:DisableSpellLevitate,0|PREVARGTEQ:LevitateTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=LevitateLVL|Levitate|PREVAREQ:DisableSpellLevitate,0|PREVARLTEQ:LevitateTimes,0

#UNSORTED
Faerie Fire		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:FaerieFireTimes|0	DEFINE:FaerieFireLVL|0		SPELLS:Innate|TIMES=FaerieFireTimes|TIMEUNIT=Day|CASTERLEVEL=FaerieFireLVL|Faerie Fire|PREVAREQ:DisableSpellFaerieFire,0|PREVARGTEQ:FaerieFireTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=FaerieFireLVL|Faerie Fire|PREVAREQ:DisableSpellFaerieFire,0|PREVARLTEQ:FaerieFireTimes,0
Darkness		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DarknessTimes|0	DEFINE:DarknessLVL|0			SPELLS:Innate|TIMES=DarknessTimes|TIMEUNIT=Day|CASTERLEVEL=DarknessLVL|Darkness|PREVAREQ:DisableSpellDarkness,0|PREVARGTEQ:DarknessTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=DarknessLVL|Darkness|PREVAREQ:DisableSpellDarkness,0|PREVARLTEQ:DarknessTimes,0
Deeper Darkness	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DeeperDarknessTimes|0	DEFINE:DeeperDarknessLVL|0	SPELLS:Innate|TIMES=DeeperDarknessTimes|TIMEUNIT=Day|CASTERLEVEL=DeeperDarknessLVL|Deeper Darkness|PREVAREQ:DisableSpellDeeperDarkness,0|PREVARGTEQ:DeeperDarknessTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=DeeperDarknessLVL|Deeper Darkness|PREVAREQ:DisableSpellDeeperDarkness,0|PREVARLTEQ:DeeperDarknessTimes,0
Dancing Lights	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DancingLightsTimes|0	DEFINE:DancingLightsLVL|0	SPELLS:Innate|TIMES=DancingLightsTimes|TIMEUNIT=Day|CASTERLEVEL=DancingLightsLVL|Dancing Lights|PREVAREQ:DisableSpellDancingLights,0|PREVARGTEQ:DancingLightsTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=DancingLightsLVL|Dancing Lights|PREVAREQ:DisableSpellDancingLights,0|PREVARLTEQ:DancingLightsTimes,0
Spider Climb	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:SpiderClimbTimes|0	DEFINE:SpiderClimbLVL|0		SPELLS:Innate|TIMES=SpiderClimbTimes|TIMEUNIT=Day|CASTERLEVEL=SpiderClimbLVL|Spider Climb|PREVAREQ:DisableSpellSpiderClimb,0|PREVARGTEQ:SpiderClimbTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=SpiderClimbLVL|Spider Climb|PREVAREQ:DisableSpellSpiderClimb,0|PREVARLTEQ:SpiderClimbTimes,0
Dispel Magic	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DispelMagicTimes|0	DEFINE:DispelMagicLVL|0		SPELLS:Innate|TIMES=DispelMagicTimes|TIMEUNIT=Day|CASTERLEVEL=DispelMagicLVL|Dispel Magic|PREVAREQ:DisableSpellDispelMagic,0|PREVARGTEQ:DispelMagicTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=DispelMagicLVL|Dispel Magic|PREVAREQ:DisableSpellDispelMagic,0|PREVARLTEQ:DispelMagicTimes,0
Divine Favor	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DivineFavorTimes|0	DEFINE:DivineFavorLVL|0		SPELLS:Innate|TIMES=DivineFavorTimes|TIMEUNIT=Day|CASTERLEVEL=DivineFavorLVL|Divine Favor|PREVAREQ:DisableSpellDivineFavor,0|PREVARGTEQ:DivineFavorTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=DivineFavorLVL|Divine Favor|PREVAREQ:DisableSpellDivineFavor,0|PREVARLTEQ:DivineFavorTimes,0
Suggestion		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:SuggestionTimes|0	DEFINE:SuggestionLVL|0		SPELLS:Innate|TIMES=SuggestionTimes|TIMEUNIT=Day|CASTERLEVEL=SuggestionLVL|Suggestion,13+CHA|PREVAREQ:DisableSpellSuggestion,0|PREVARGTEQ:SuggestionTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=SuggestionLVL|Suggestion,13+CHA|PREVAREQ:DisableSpellSuggestion,0|PREVARLTEQ:SuggestionTimes,0

###Block:
# Ability Name				Category of Ability		Type
Savage Stingers				CATEGORY:Ability Focus	TYPE:Ability Focus
Screech					CATEGORY:Ability Focus	TYPE:Ability Focus
Shaow Mark					CATEGORY:Ability Focus	TYPE:Ability Focus
Shape Flesh					CATEGORY:Ability Focus	TYPE:Ability Focus
Shock						CATEGORY:Ability Focus	TYPE:Ability Focus
Shockwave					CATEGORY:Ability Focus	TYPE:Ability Focus
Shriek					CATEGORY:Ability Focus	TYPE:Ability Focus
Sinful Bite					CATEGORY:Ability Focus	TYPE:Ability Focus
Sinister Bite				CATEGORY:Ability Focus	TYPE:Ability Focus
Sinkhole					CATEGORY:Ability Focus	TYPE:Ability Focus
Skullface					CATEGORY:Ability Focus	TYPE:Ability Focus
Sleep						CATEGORY:Ability Focus	TYPE:Ability Focus
Sleep Aura					CATEGORY:Ability Focus	TYPE:Ability Focus.Aura
Slime						CATEGORY:Ability Focus	TYPE:Ability Focus
Slow						CATEGORY:Ability Focus	TYPE:Ability Focus
Smashing Breath				CATEGORY:Ability Focus	TYPE:Ability Focus
Smoke						CATEGORY:Ability Focus	TYPE:Ability Focus
Smoke Claws					CATEGORY:Ability Focus	TYPE:Ability Focus.Claws
Soporific Pollen				CATEGORY:Ability Focus	TYPE:Ability Focus.Spores
Soul Drain					CATEGORY:Ability Focus	TYPE:Ability Focus
Spatial Riptide				CATEGORY:Ability Focus	TYPE:Ability Focus
Spit						CATEGORY:Ability Focus	TYPE:Ability Focus
Spit Acid					CATEGORY:Ability Focus	TYPE:Ability Focus
Spittle					CATEGORY:Ability Focus	TYPE:Ability Focus
Splinterspray				CATEGORY:Ability Focus	TYPE:Ability Focus
Spore Cough					CATEGORY:Ability Focus	TYPE:Ability Focus.Spores
Spores					CATEGORY:Ability Focus	TYPE:Ability Focus
Squirming Embrace				CATEGORY:Ability Focus	TYPE:Ability Focus
Starlight Blast				CATEGORY:Ability Focus	TYPE:Ability Focus
Steal Breath				CATEGORY:Ability Focus	TYPE:Ability Focus
Steal Voice					CATEGORY:Ability Focus	TYPE:Ability Focus
Stench					CATEGORY:Ability Focus	TYPE:Ability Focus
Stone Curse					CATEGORY:Ability Focus	TYPE:Ability Focus
Storm Aura					CATEGORY:Ability Focus	TYPE:Ability Focus.Aura
Strands					CATEGORY:Ability Focus	TYPE:Ability Focus
Strength Damage				CATEGORY:Ability Focus	TYPE:Ability Focus
Strength Drain				CATEGORY:Ability Focus	TYPE:Ability Focus
Stun						CATEGORY:Ability Focus	TYPE:Ability Focus
Stunning Fist				CATEGORY:Ability Focus	TYPE:Ability Focus
Stunning Glance				CATEGORY:Ability Focus	TYPE:Ability Focus.Gaze
Stunning Laugh				CATEGORY:Ability Focus	TYPE:Ability Focus
Stunning Screech				CATEGORY:Ability Focus	TYPE:Ability Focus
Tail Sweep					CATEGORY:Ability Focus	TYPE:Ability Focus
Telekinesis					CATEGORY:Ability Focus	TYPE:Ability Focus
Teleporting Burst				CATEGORY:Ability Focus	TYPE:Ability Focus
Terrifying Croak				CATEGORY:Ability Focus	TYPE:Ability Focus
Terror					CATEGORY:Ability Focus	TYPE:Ability Focus
Thunderbolt					CATEGORY:Ability Focus	TYPE:Ability Focus
Toxic Skin					CATEGORY:Ability Focus	TYPE:Ability Focus
Trample					CATEGORY:Ability Focus	TYPE:Ability Focus
Trill						CATEGORY:Ability Focus	TYPE:Ability Focus
Trumpet					CATEGORY:Ability Focus	TYPE:Ability Focus
Unholy Blood				CATEGORY:Ability Focus	TYPE:Ability Focus
Unholy Nimbus				CATEGORY:Ability Focus	TYPE:Ability Focus.Aura
Unnatural Aura				CATEGORY:Ability Focus	TYPE:Ability Focus
Unnerving Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus.Gaze
Void Bite					CATEGORY:Ability Focus	TYPE:Ability Focus.Bite
Vortex					CATEGORY:Ability Focus	TYPE:Ability Focus
Wail						CATEGORY:Ability Focus	TYPE:Ability Focus
Wall of Gears				CATEGORY:Ability Focus	TYPE:Ability Focus
Warpwave					CATEGORY:Ability Focus	TYPE:Ability Focus
Water Jet					CATEGORY:Ability Focus	TYPE:Ability Focus
Water's Fury				CATEGORY:Ability Focus	TYPE:Ability Focus
Weakness					CATEGORY:Ability Focus	TYPE:Ability Focus
Web						CATEGORY:Ability Focus	TYPE:Ability Focus
Whirlwind					CATEGORY:Ability Focus	TYPE:Ability Focus
Whirlwind Blast				CATEGORY:Ability Focus	TYPE:Ability Focus
Wind Walk					CATEGORY:Ability Focus	TYPE:Ability Focus
Wisdom Drain				CATEGORY:Ability Focus	TYPE:Ability Focus
Witchflame					CATEGORY:Ability Focus	TYPE:Ability Focus

# Domain Powers
Swaying Word				CATEGORY:Ability Focus	TYPE:Ability Focus
Word of Anathema				CATEGORY:Ability Focus	TYPE:Ability Focus
Caging Strike				CATEGORY:Ability Focus	TYPE:Ability Focus
Divine Prison				CATEGORY:Ability Focus	TYPE:Ability Focus
Chains of Justice				CATEGORY:Ability Focus	TYPE:Ability Focus
Stare of Oblivion				CATEGORY:Ability Focus	TYPE:Ability Focus
Commanding Order				CATEGORY:Ability Focus	TYPE:Ability Focus
Grasp of Honesty				CATEGORY:Ability Focus	TYPE:Ability Focus
Divine Retribution			CATEGORY:Ability Focus	TYPE:Ability Focus
Shrapnel Burst				CATEGORY:Ability Focus	TYPE:Ability Focus
Incite Violence				CATEGORY:Ability Focus	TYPE:Ability Focus
Righteous Cause				CATEGORY:Ability Focus	TYPE:Ability Focus
Weird Words					CATEGORY:Ability Focus	TYPE:Ability Focus
Cast into the Void			CATEGORY:Ability Focus	TYPE:Ability Focus
Anchoring Aura				CATEGORY:Ability Focus	TYPE:Ability Focus
Freezing Bolt				CATEGORY:Ability Focus	TYPE:Ability Focus

#B2 +
Abyssal Transformation			CATEGORY:Ability Focus	TYPE:Ability Focus
Breath of Flies				CATEGORY:Ability Focus	TYPE:Ability Focus
Dazzling Burst				CATEGORY:Ability Focus	TYPE:Ability Focus
Death Gaze					CATEGORY:Ability Focus	TYPE:Ability Focus
Devour					CATEGORY:Ability Focus	TYPE:Ability Focus
Drain Soul					CATEGORY:Ability Focus	TYPE:Ability Focus
Fear Gaze					CATEGORY:Ability Focus	TYPE:Ability Focus
Fireball Breath				CATEGORY:Ability Focus	TYPE:Ability Focus
Implant					CATEGORY:Ability Focus	TYPE:Ability Focus
Paralyzing Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus
Paralyzing Touch				CATEGORY:Ability Focus	TYPE:Ability Focus
Pheromones					CATEGORY:Ability Focus	TYPE:Ability Focus
Rotting Curse				CATEGORY:Ability Focus	TYPE:Ability Focus
Shadow Mark					CATEGORY:Ability Focus	TYPE:Ability Focus
Smashing Breach				CATEGORY:Ability Focus	TYPE:Ability Focus
Soul-Drained Breath			CATEGORY:Ability Focus	TYPE:Ability Focus
Splintering					CATEGORY:Ability Focus	TYPE:Ability Focus
Aura of Doom				CATEGORY:Ability Focus	TYPE:Ability Focus
Blood-Freezing Howl			CATEGORY:Ability Focus	TYPE:Ability Focus
Charming Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus
Corpse Call					CATEGORY:Ability Focus	TYPE:Ability Focus
Musk						CATEGORY:Ability Focus	TYPE:Ability Focus

Ectoplasmic Poison			CATEGORY:Ability Focus	TYPE:Ability Focus
Frightful Presence			CATEGORY:Ability Focus	TYPE:Ability Focus
Weakening Fear				CATEGORY:Ability Focus	TYPE:Ability Focus
Terrified Escape				CATEGORY:Ability Focus	TYPE:Ability Focus
Soul-chilling Fear			CATEGORY:Ability Focus	TYPE:Ability Focus
Sickening Fear				CATEGORY:Ability Focus	TYPE:Ability Focus
Paranoia					CATEGORY:Ability Focus	TYPE:Ability Focus
Overwhelming Fear				CATEGORY:Ability Focus	TYPE:Ability Focus
Mindlock					CATEGORY:Ability Focus	TYPE:Ability Focus
Mind Drain					CATEGORY:Ability Focus	TYPE:Ability Focus
Lingering Fear				CATEGORY:Ability Focus	TYPE:Ability Focus
Incite Fear					CATEGORY:Ability Focus	TYPE:Ability Focus
Haunting Steps				CATEGORY:Ability Focus	TYPE:Ability Focus
Consuming Nightmare			CATEGORY:Ability Focus	TYPE:Ability Focus
Sap Will					CATEGORY:Ability Focus	TYPE:Ability Focus
Adhesive					CATEGORY:Ability Focus	TYPE:Ability Focus
Dominate					CATEGORY:Ability Focus	TYPE:Ability Focus
Frightful Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus




Malevolence					CATEGORY:Ability Focus	TYPE:Ability Focus
Frightful Moan				CATEGORY:Ability Focus	TYPE:Ability Focus
Corrupting Touch				CATEGORY:Ability Focus	TYPE:Ability Focus
Corrupting Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus
Consume Flesh				CATEGORY:Ability Focus	TYPE:Ability Focus
Hungry Gaze					CATEGORY:Ability Focus	TYPE:Ability Focus
Voice of the Ancients			CATEGORY:Ability Focus	TYPE:Ability Focus

# BotD Vol 1
Evangelization				CATEGORY:Ability Focus	TYPE:Ability Focus
Ohrwurm					CATEGORY:Ability Focus	TYPE:Ability Focus




###Block: Domain Choice
#Domain			CATEGORY:Domain	TYPE:Domain



# Ability Name				Unique Key			Category of Ability	Stackable?	Multiple?	Choose
Disable First Level Domain Power	KEY:DisableDomainLVL1	CATEGORY:Internal		STACK:NO	MULT:YES	CHOOSE:DOMAIN|PC



#


#	CATEGORY:Spell-Like Ability	TYPE:SpellLike	VISIBLE:YES	DEFINE:XXX_Times|0	DEFINE:XXX_LVL|0	SPELLS:Innate|TIMES=XXX_Times|TIMEUNIT=Day|CASTERLEVEL=XXX_LVL|YYY|PREVARGTEQ:XXX_Times,1|PREVAREQ:DisableSpellXXX,0	BONUS:VAR|xxx_LVL|TL|TYPE=Base	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=XXX_LVL|YYY|PREVARLTEQ:XXX_Times,0|PREVAREQ:DisableSpellXXX,0	DESC:Blank
#	CATEGORY:Spell-Like Ability	TYPE:SpellLike	VISIBLE:YES	DEFINE:XXX_Times|0	DEFINE:XXX_LVL|0	SPELLS:Innate|TIMES=XXX_Times|TIMEUNIT=Day|CASTERLEVEL=XXX_LVL|YYY|PREVARGTEQ:XXX_Times,1|PREVAREQ:DisableSpellXXX,0	BONUS:VAR|xxx_LVL|TL|TYPE=Base	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=XXX_LVL|YYY|PREVARLTEQ:XXX_Times,0|PREVAREQ:DisableSpellXXX,0	DESC:Blank
#	CATEGORY:Spell-Like Ability	TYPE:SpellLike	VISIBLE:YES	DEFINE:XXX_Times|0	DEFINE:XXX_LVL|0	SPELLS:Innate|TIMES=XXX_Times|TIMEUNIT=Day|CASTERLEVEL=XXX_LVL|YYY|PREVARGTEQ:XXX_Times,1|PREVAREQ:DisableSpellXXX,0	BONUS:VAR|xxx_LVL|TL|TYPE=Base	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=XXX_LVL|YYY|PREVARLTEQ:XXX_Times,0|PREVAREQ:DisableSpellXXX,0	DESC:Blank

###Block: Movement
# Ability Name			Category of Ability	Define					Move			Ability
Flight Speed ~ 30			CATEGORY:Internal								MOVE:Fly,30
Flight Speed ~ 40			CATEGORY:Internal								MOVE:Fly,40
Flight Speed ~ 50			CATEGORY:Internal								MOVE:Fly,50
Flight Speed ~ 60			CATEGORY:Internal								MOVE:Fly,60
Flight Speed ~ 70			CATEGORY:Internal								MOVE:Fly,70
Flight Speed ~ 80			CATEGORY:Internal								MOVE:Fly,80
Flight Speed ~ 90			CATEGORY:Internal								MOVE:Fly,90
Flight Speed ~ 100		CATEGORY:Internal								MOVE:Fly,100
Flight Speed ~ 110		CATEGORY:Internal								MOVE:Fly,110
Flight Speed ~ 120		CATEGORY:Internal								MOVE:Fly,120
Flight Speed ~ 130		CATEGORY:Internal								MOVE:Fly,130
Flight Speed ~ 140		CATEGORY:Internal								MOVE:Fly,140
Flight Speed ~ 150		CATEGORY:Internal								MOVE:Fly,150
Flight Speed ~ 160		CATEGORY:Internal								MOVE:Fly,160
Flight Speed ~ 170		CATEGORY:Internal								MOVE:Fly,170
Flight Speed ~ 180		CATEGORY:Internal								MOVE:Fly,180
Flight Speed ~ 190		CATEGORY:Internal								MOVE:Fly,190
Flight Speed ~ 200		CATEGORY:Internal								MOVE:Fly,200
Flight Speed ~ 210		CATEGORY:Internal								MOVE:Fly,210
Flight Speed ~ 220		CATEGORY:Internal								MOVE:Fly,220
Flight Speed ~ 230		CATEGORY:Internal								MOVE:Fly,230
Flight Speed ~ 240		CATEGORY:Internal								MOVE:Fly,240
Flight Speed ~ 250		CATEGORY:Internal								MOVE:Fly,250
Flight Speed ~ 260		CATEGORY:Internal								MOVE:Fly,260
Flight Speed ~ 270		CATEGORY:Internal								MOVE:Fly,270
Flight Speed ~ 280		CATEGORY:Internal								MOVE:Fly,280
Flight Speed ~ 290		CATEGORY:Internal								MOVE:Fly,290
Flight Speed ~ 300		CATEGORY:Internal								MOVE:Fly,300
Flight Speed ~ 310		CATEGORY:Internal								MOVE:Fly,310
Flight Speed ~ 320		CATEGORY:Internal								MOVE:Fly,320

# Burrow
Burrow Speed ~ 20			CATEGORY:Internal								MOVE:Burrow,20
Burrow Speed ~ 30			CATEGORY:Internal								MOVE:Burrow,30




# Limbs
CATEGORY=Internal|Default.MOD					DEFINE:RaceArms|0	DEFINE:RaceLegs|0				ABILITY:Internal|AUTOMATIC|Limbs|PREMULT:1,[PREVARGTEQ:RaceArms,1],[PREVARGTEQ:RaceLegs,1]

Limbs					CATEGORY:Internal
# Arms
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 1|PREVAREQ:RaceArms,1
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 2|PREVAREQ:RaceArms,2
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 3|PREVAREQ:RaceArms,3
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 4|PREVAREQ:RaceArms,4
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 5|PREVAREQ:RaceArms,5
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 6|PREVAREQ:RaceArms,6
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 7|PREVAREQ:RaceArms,7
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 8|PREVAREQ:RaceArms,8
CATEGORY=Internal|Limbs.MOD														ABILITY:Internal|AUTOMATIC|Arms ~ 9|PREVAREQ:RaceArms,9
