# CVS $Revision$ $Author$ -- Thu Apr  6 15:59:04 2006 -- reformated by prettylst.pl v1.35 (build 561)
SOURCELONG:Mongoose Publishing - Encyclopaedia Arcane - Enchantment	SOURCESHORT:Enchantment	SOURCEWEB:http://mongoosepublishing.com
#ITEM:Potion tag added by: Paul "Yes, that Paul" Grosse

#Potions
# Equipment Name				Output Name				Type						Cost		Weight	Source Page
Scroll (Beyond Words)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.27
Scroll (Bonded Souls)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.27
Scroll (Bonded Thoughts)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.27
Scroll (Camaraderie)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.28
Scroll (Change of Heart)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.28
Scroll (Confidante)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.29
Scroll (Dazing Aura)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.29
Scroll (Dolorous Touch)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.30
Scroll (Enamouring Touch)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.30
Scroll (Endless Daze)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3000	WT:.01	SOURCEPAGE:p.31
Scroll (Enhance Bond)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.31
Scroll (Favour's Focus I)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.31
Scroll (Favour's Focus II)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.32
Scroll (Favour's Focus III)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.32
Scroll (Favour's Focus IV)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.32
Scroll (Favour's Focus IV)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.32
Scroll (Favour's Focus VI)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.33
Scroll (Favour's Focus VII)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.33
Scroll (Favour's Focus VIII)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3000	WT:.01	SOURCEPAGE:p.34
Scroll (Favour's Focus IX)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.34
Scroll (Fractured Unity)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.34
Scroll (Friendship)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.35
Scroll (Greater Daze)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.35
Scroll (Hatred's Puppet)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.35
Scroll (Kenning the Heart)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.36
Scroll (Kenning the Mind)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.36
Scroll (Kenning the Soul)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:3825	WT:.01	SOURCEPAGE:p.36
Scroll (Lingering Daze)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1650	WT:.01	SOURCEPAGE:p.37
Scroll (Moment's Pause)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:25	WT:.01	SOURCEPAGE:p.37
Scroll (Piercing Gaze)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.38
Scroll (Rapturous Touch)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.38
Scroll (Seductive Smile)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.38
Scroll (Shattered Will)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:1125	WT:.01	SOURCEPAGE:p.39
Scroll (Thrall's Understanding)	OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:150	WT:.01	SOURCEPAGE:p.39
Scroll (Torment of Loss)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.40
Scroll (Undying Loyalty)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:2275	WT:.01	SOURCEPAGE:p.40
Scroll (Wall of Distraction)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:700	WT:.01	SOURCEPAGE:p.41
Scroll (Wave of Hesitation)		OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane	COST:375	WT:.01	SOURCEPAGE:p.41
